,KODE_KEL_DESA,KODE_KEC,KODE_KAB_KOTA,KODE_PROVINSI,POPULASI,JUMLAH_KK,pemuda,dewasa,lansia,Pengangguran,Kerah Biru,Kerah Putih,Profesional,Tidak Sekolah,Sekolah,Universitas,Mayoritas,Minoritas,ISLAM,KRISTEN,KATOLIK,HINDU,BUDDHA,KONGHUCU,KEPERCAYAAN
205,36.02.01.2019,36.02.01,36.02,36,5851,1953,1510,1735,681,1428,2495,595,6,1952,3826,73,5847,4,5847,0,0,0,4,0,0
206,36.02.01.2024,36.02.01,36.02,36,2072,704,612,630,196,489,1027,119,0,600,1464,8,2072,0,2072,0,0,0,0,0,0
207,36.02.01.2026,36.02.01,36.02,36,2992,998,798,834,343,728,1352,232,1,1113,1865,14,2992,0,2992,0,0,0,0,0,0
208,36.02.02.2010,36.02.02,36.02,36,4439,1527,1258,1318,605,931,1544,1010,8,1086,3122,231,4438,1,4438,1,0,0,0,0,0
209,36.02.02.2003,36.02.02,36.02,36,2896,1136,684,1053,468,378,1516,434,1,641,2223,32,2895,1,2895,0,0,0,0,0,1
210,36.02.02.2004,36.02.02,36.02,36,2531,965,744,859,274,441,1474,82,0,634,1884,13,2531,0,2531,0,0,0,0,0,0
211,36.02.02.2005,36.02.02,36.02,36,3930,1369,1036,1257,436,914,1766,433,0,1139,2732,59,3930,0,3930,0,0,0,0,0,0
212,36.71.03.1005,36.71.03,36.71,36,12120,4076,3108,4076,1234,1974,2595,4910,27,3047,8639,434,11360,760,11360,374,117,6,260,2,1
213,36.02.02.2014,36.02.02,36.02,36,4154,1453,1124,1211,542,975,1845,587,0,1128,2980,46,4154,0,4154,0,0,0,0,0,0
214,36.02.03.2007,36.02.03,36.02,36,3365,1140,819,982,553,738,1213,661,8,912,2290,163,3365,0,3365,0,0,0,0,0,0
215,36.02.03.2006,36.02.03,36.02,36,3856,1318,913,1225,644,769,2024,347,10,1013,2736,107,3856,0,3856,0,0,0,0,0,0
216,36.02.04.2005,36.02.04,36.02,36,3468,1148,906,1012,408,832,1272,569,11,1032,2292,144,3468,0,3468,0,0,0,0,0,0
217,36.02.03.2008,36.02.03,36.02,36,3415,1167,904,1015,533,809,1520,491,0,871,2498,46,3415,0,3415,0,0,0,0,0,0
218,36.02.04.2006,36.02.04,36.02,36,1793,640,437,629,221,403,773,265,6,497,1265,31,1793,0,1793,0,0,0,0,0,0
219,36.02.04.2007,36.02.04,36.02,36,4900,1582,1332,1365,595,1239,2065,708,7,1438,3355,107,4900,0,4900,0,0,0,0,0,0
220,36.02.03.2016,36.02.03,36.02,36,2308,780,524,709,369,454,844,467,0,605,1648,55,2307,1,2307,1,0,0,0,0,0
221,36.02.04.2002,36.02.04,36.02,36,4192,1397,1210,1126,510,1008,1496,766,7,1234,2792,166,4191,1,4191,0,0,0,1,0,0
222,36.02.04.2003,36.02.04,36.02,36,3541,1222,1025,952,545,834,1506,529,2,888,2602,51,3541,0,3541,0,0,0,0,0,0
223,36.02.04.2004,36.02.04,36.02,36,2239,723,617,618,259,498,950,309,0,738,1468,33,2239,0,2239,0,0,0,0,0,0
224,36.02.04.2008,36.02.04,36.02,36,4499,1482,1226,1272,492,1076,1936,586,5,1461,2940,98,4499,0,4499,0,0,0,0,0,0
225,36.02.04.2010,36.02.04,36.02,36,4758,1595,1320,1284,638,1172,1839,692,5,1421,3211,126,4757,1,4757,0,0,1,0,0,0
226,36.02.04.2013,36.02.04,36.02,36,3133,1043,883,802,447,738,1415,313,6,892,2228,13,3132,1,3132,1,0,0,0,0,0
227,36.02.04.2014,36.02.04,36.02,36,3830,1287,907,1156,521,897,1318,734,13,1110,2400,320,3830,0,3830,0,0,0,0,0,0
228,36.02.04.2015,36.02.04,36.02,36,2289,750,694,644,231,502,932,369,0,636,1626,27,2289,0,2289,0,0,0,0,0,0
229,36.02.05.2013,36.02.05,36.02,36,2545,861,803,718,268,568,1358,170,0,703,1833,9,2545,0,2545,0,0,0,0,0,0
230,36.02.11.2006,36.02.11,36.02,36,4556,1413,1439,1140,464,1126,2198,306,0,1356,3180,20,4556,0,4556,0,0,0,0,0,0
231,36.02.05.2018,36.02.05,36.02,36,2410,894,721,755,290,416,1423,124,0,773,1635,2,2410,0,2410,0,0,0,0,0,0
232,36.02.05.2020,36.02.05,36.02,36,3169,988,945,834,344,746,1455,305,0,1002,2148,19,3169,0,3169,0,0,0,0,0,0
233,36.02.05.2021,36.02.05,36.02,36,1951,624,593,486,286,514,894,264,0,536,1398,17,1951,0,1951,0,0,0,0,0,0
234,36.02.06.2001,36.02.06,36.02,36,5567,2730,1890,1938,591,2697,4310,23,0,5385,178,4,1597,3970,1597,0,0,0,0,0,3970
235,36.02.06.2002,36.02.06,36.02,36,5547,1679,1746,1322,553,1765,2478,342,6,1964,3533,50,5547,0,5547,0,0,0,0,0,0
236,36.02.17.2005,36.02.17,36.02,36,4449,1386,1324,1124,443,1054,1925,435,1,1503,2909,37,4448,1,4448,1,0,0,0,0,0
237,36.02.06.2003,36.02.06,36.02,36,4828,1694,1401,1421,544,1175,2323,516,3,1532,3226,70,4828,0,4828,0,0,0,0,0,0
238,36.02.06.2005,36.02.06,36.02,36,3252,1112,838,858,432,945,1320,403,4,1130,2047,75,3232,20,3232,0,5,0,12,0,3
239,36.02.06.2008,36.02.06,36.02,36,4038,1341,1163,1190,351,1071,1779,414,2,1312,2686,40,4007,31,4007,0,0,0,0,0,31
240,36.02.06.2012,36.02.06,36.02,36,3998,1239,1239,1025,464,1101,1719,443,3,1176,2790,32,3998,0,3998,0,0,0,0,0,0
241,36.02.07.2010,36.02.07,36.02,36,4382,1533,1214,1287,597,804,2256,458,4,1474,2883,25,4378,4,4378,0,0,0,0,0,4
242,36.02.07.2007,36.02.07,36.02,36,3209,1119,916,976,376,772,1597,248,2,984,2200,25,3209,0,3209,0,0,0,0,0,0
243,36.02.07.2009,36.02.07,36.02,36,3005,991,922,923,343,731,1418,373,2,930,2044,31,3005,0,3005,0,0,0,0,0,0
244,36.02.07.2016,36.02.07,36.02,36,1563,542,393,534,180,282,827,65,0,450,1103,10,1562,1,1562,1,0,0,0,0,0
245,36.02.08.2003,36.02.08,36.02,36,2237,742,625,672,261,577,971,217,1,685,1521,31,2237,0,2237,0,0,0,0,0,0
246,36.02.08.2006,36.02.08,36.02,36,2979,1044,889,914,358,786,1337,387,2,780,2182,17,2979,0,2979,0,0,0,0,0,0
247,36.02.08.2007,36.02.08,36.02,36,3569,1091,950,998,392,974,1544,362,2,1136,2396,37,3567,2,3567,2,0,0,0,0,0
248,36.02.08.2008,36.02.08,36.02,36,2792,908,813,841,277,662,1212,304,2,779,2000,13,2792,0,2792,0,0,0,0,0,0
249,36.02.08.2010,36.02.08,36.02,36,2194,697,624,662,252,444,1073,253,0,610,1571,13,2194,0,2194,0,0,0,0,0,0
250,36.02.09.2007,36.02.09,36.02,36,2320,779,587,668,374,470,1111,199,3,649,1649,22,2320,0,2320,0,0,0,0,0,0
251,36.02.09.2018,36.02.09,36.02,36,3139,1049,881,910,364,731,1204,458,4,895,2206,38,3139,0,3139,0,0,0,0,0,0
252,36.02.09.2010,36.02.09,36.02,36,2357,797,658,709,312,574,1076,260,3,676,1664,17,2357,0,2357,0,0,0,0,0,0
253,36.02.09.2012,36.02.09,36.02,36,4389,1431,1261,1354,445,1007,2011,255,2,1321,3048,20,4389,0,4389,0,0,0,0,0,0
254,36.02.09.2015,36.02.09,36.02,36,3271,1107,848,980,393,680,1347,423,8,948,2283,40,3271,0,3271,0,0,0,0,0,0
255,36.02.09.2016,36.02.09,36.02,36,3659,1234,995,1045,517,809,1280,665,3,1023,2482,154,3658,1,3658,1,0,0,0,0,0
256,36.02.10.2002,36.02.10,36.02,36,3737,1244,1081,1136,383,872,1801,300,4,1209,2516,12,3737,0,3737,0,0,0,0,0,0
257,36.02.10.2005,36.02.10,36.02,36,5444,1842,1532,1673,694,1274,2401,729,4,1373,3975,96,5444,0,5444,0,0,0,0,0,0
258,36.02.10.2006,36.02.10,36.02,36,4852,1584,1521,1301,549,1111,2169,541,5,1459,3368,25,4852,0,4852,0,0,0,0,0,0
259,36.02.10.2007,36.02.10,36.02,36,5172,1656,1484,1459,645,1408,2392,389,2,1389,3723,60,5171,1,5171,0,0,0,0,0,1
260,36.02.10.2008,36.02.10,36.02,36,3971,1347,1189,1149,469,1018,1944,307,2,1025,2936,10,3971,0,3971,0,0,0,0,0,0
261,36.02.10.2009,36.02.10,36.02,36,4041,1261,1076,1066,477,946,1765,375,2,1240,2770,31,4041,0,4041,0,0,0,0,0,0
262,36.71.04.1005,36.71.04,36.71,36,19945,6595,4831,7088,1928,3083,4308,7270,33,5032,13518,1395,16582,3363,16582,1123,1022,10,1205,1,2
263,36.02.10.2010,36.02.10,36.02,36,2892,995,769,902,444,784,1397,197,2,698,2159,35,2891,1,2891,1,0,0,0,0,0
264,36.02.10.2011,36.02.10,36.02,36,3477,1176,950,964,500,865,1528,379,9,980,2431,66,3477,0,3477,0,0,0,0,0,0
265,36.02.11.2001,36.02.11,36.02,36,3002,1013,840,817,401,631,1583,168,0,1067,1921,14,3002,0,3002,0,0,0,0,0,0
266,36.02.11.2004,36.02.11,36.02,36,3540,1020,1022,813,363,934,1467,261,0,1211,2313,16,3540,0,3540,0,0,0,0,0,0
267,36.02.11.2007,36.02.11,36.02,36,6326,1962,1682,1590,779,1667,2577,579,8,2121,3983,222,6319,7,6319,5,0,0,2,0,0
268,36.02.11.2008,36.02.11,36.02,36,4630,1559,1294,1200,600,978,2554,160,2,1604,3010,16,4628,2,4628,2,0,0,0,0,0
269,36.02.11.2011,36.02.11,36.02,36,3800,1195,1189,977,409,1045,1886,182,0,1162,2623,15,3800,0,3800,0,0,0,0,0,0
270,36.02.12.2004,36.02.12,36.02,36,2881,966,815,752,428,648,1263,322,0,842,2005,34,2881,0,2881,0,0,0,0,0,0
271,36.02.12.2007,36.02.12,36.02,36,3520,1273,1122,894,370,749,1225,497,3,1133,2285,102,3484,36,3484,33,3,0,0,0,0
272,36.02.12.2008,36.02.12,36.02,36,3765,1204,1096,976,455,904,1307,549,0,1155,2567,43,3765,0,3765,0,0,0,0,0,0
273,36.02.12.2013,36.02.12,36.02,36,3869,1337,1196,1019,437,1195,1762,329,3,1358,2479,32,3869,0,3869,0,0,0,0,0,0
274,36.02.12.2010,36.02.12,36.02,36,2629,882,729,689,381,591,1044,484,4,752,1841,36,2629,0,2629,0,0,0,0,0,0
275,36.02.13.2012,36.02.13,36.02,36,4922,1513,1465,1260,547,1349,2294,291,1,1550,3294,78,4922,0,4922,0,0,0,0,0,0
276,36.02.12.2014,36.02.12,36.02,36,2707,853,794,663,320,660,1111,373,3,839,1839,29,2707,0,2707,0,0,0,0,0,0
277,36.02.12.2015,36.02.12,36.02,36,5088,1563,1402,1375,612,1288,1727,822,11,1652,3165,271,5083,5,5083,1,4,0,0,0,0
278,36.02.13.2006,36.02.13,36.02,36,5669,1844,1542,1557,750,1517,1845,1143,18,1706,3683,280,5583,86,5583,30,8,0,48,0,0
279,36.02.15.2012,36.02.15,36.02,36,2872,914,783,752,372,698,1063,458,2,872,1952,48,2872,0,2872,0,0,0,0,0,0
280,36.02.13.2011,36.02.13,36.02,36,2717,840,804,710,319,682,1222,251,2,855,1849,13,2717,0,2717,0,0,0,0,0,0
281,36.02.13.2018,36.02.13,36.02,36,3391,1035,1029,830,394,888,1411,381,0,1077,2291,23,3391,0,3391,0,0,0,0,0,0
282,36.02.13.2021,36.02.13,36.02,36,3093,998,898,809,377,741,1287,428,2,1116,1941,36,3092,1,3092,0,0,1,0,0,0
283,36.02.13.2022,36.02.13,36.02,36,2593,811,758,631,297,712,1012,264,2,883,1690,20,2593,0,2593,0,0,0,0,0,0
284,36.02.14.2009,36.02.14,36.02,36,7575,2433,2108,2026,865,1966,2875,1049,1,2267,5148,160,7574,1,7574,0,1,0,0,0,0
285,36.02.14.2010,36.02.14,36.02,36,7077,2203,2007,1894,761,1821,2691,1100,3,2365,4586,126,7069,8,7069,6,0,1,1,0,0
286,36.02.14.2013,36.02.14,36.02,36,7513,2356,1889,2178,1002,1735,2656,1358,50,2131,4822,560,6879,634,6879,107,185,1,341,0,0
287,36.02.14.2014,36.02.14,36.02,36,5947,1960,1756,1583,664,1490,2251,972,9,1731,4147,69,5935,12,5935,10,2,0,0,0,0
288,36.02.14.2017,36.02.14,36.02,36,11515,3582,3027,3106,1238,2856,3794,1826,41,3731,6838,946,11439,76,11439,56,8,1,11,0,0
289,36.02.14.2021,36.02.14,36.02,36,4972,1659,1292,1420,622,1095,2171,512,4,1453,3442,77,4971,1,4971,0,0,0,1,0,0
290,36.02.14.2023,36.02.14,36.02,36,6886,2121,1680,1978,724,1730,2353,1102,30,2261,4148,477,6750,136,6750,85,29,0,22,0,0
291,36.02.16.2004,36.02.16,36.02,36,2252,739,665,634,324,542,1097,206,0,567,1657,28,2252,0,2252,0,0,0,0,0,0
292,36.02.15.2002,36.02.15,36.02,36,5172,1646,1406,1317,650,1435,1969,637,5,1606,3369,197,5161,11,5161,10,1,0,0,0,0
293,36.02.15.2003,36.02.15,36.02,36,5844,1852,1543,1593,747,1272,2004,1042,2,1723,3868,253,5844,0,5844,0,0,0,0,0,0
294,36.02.15.2004,36.02.15,36.02,36,4298,1366,1124,1210,473,1028,1581,684,6,1290,2936,72,4292,6,4292,2,4,0,0,0,0
295,36.02.15.2005,36.02.15,36.02,36,3878,1233,1033,1081,464,985,1413,584,9,1161,2550,167,3878,0,3878,0,0,0,0,0,0
296,36.02.15.2007,36.02.15,36.02,36,5833,1828,1724,1505,582,1394,2165,853,6,1932,3832,69,5833,0,5833,0,0,0,0,0,0
297,36.02.15.2008,36.02.15,36.02,36,5703,1789,1640,1497,605,1332,2725,404,0,1811,3859,33,5702,1,5702,0,0,0,1,0,0
298,36.02.15.2009,36.02.15,36.02,36,4658,1449,1288,1215,531,1248,1867,510,7,1536,3057,65,4658,0,4658,0,0,0,0,0,0
299,36.02.16.2007,36.02.16,36.02,36,3656,1218,1013,1087,477,870,1659,384,23,1015,2486,155,3656,0,3656,0,0,0,0,0,0
300,36.02.16.2008,36.02.16,36.02,36,2491,875,700,758,353,525,1385,112,0,777,1698,16,2491,0,2491,0,0,0,0,0,0
301,36.02.16.2013,36.02.16,36.02,36,5284,1714,1529,1475,564,1114,2375,491,3,1505,3699,80,5284,0,5284,0,0,0,0,0,0
302,36.02.16.2014,36.02.16,36.02,36,3172,1073,887,952,393,706,1418,405,9,857,2266,49,3172,0,3172,0,0,0,0,0,0
303,36.02.16.2016,36.02.16,36.02,36,1776,577,533,467,210,538,834,95,0,583,1185,8,1776,0,1776,0,0,0,0,0,0
304,36.02.17.2004,36.02.17,36.02,36,2631,837,801,685,291,521,1281,217,0,789,1806,36,2631,0,2631,0,0,0,0,0,0
305,36.02.17.2003,36.02.17,36.02,36,2983,963,849,792,424,529,1393,334,0,802,2138,43,2983,0,2983,0,0,0,0,0,0
306,36.02.17.2013,36.02.17,36.02,36,2038,656,611,532,207,469,942,187,1,639,1394,5,2038,0,2038,0,0,0,0,0,0
307,36.02.17.2008,36.02.17,36.02,36,4842,1632,1414,1369,602,900,2507,383,0,1284,3410,148,4842,0,4842,0,0,0,0,0,0
308,36.02.17.2009,36.02.17,36.02,36,3935,1209,1149,990,423,935,1893,210,0,1293,2618,24,3935,0,3935,0,0,0,0,0,0
309,36.02.18.2001,36.02.18,36.02,36,6420,1956,1821,1610,698,1668,2783,502,5,2096,4222,102,6416,4,6416,0,4,0,0,0,0
310,36.02.18.2005,36.02.18,36.02,36,3076,939,928,724,299,801,1191,315,2,1049,2005,22,3076,0,3076,0,0,0,0,0,0
311,36.02.18.2006,36.02.18,36.02,36,3338,1078,1031,858,354,783,1670,162,3,1017,2300,21,3338,0,3338,0,0,0,0,0,0
312,36.02.18.2007,36.02.18,36.02,36,4696,1502,1332,1224,543,1078,1829,501,6,1445,3021,230,4678,18,4678,14,4,0,0,0,0
313,36.02.18.2010,36.02.18,36.02,36,5539,1745,1503,1489,638,1338,2285,718,7,1728,3623,188,5535,4,5535,1,3,0,0,0,0
314,36.02.18.2011,36.02.18,36.02,36,6912,2191,1929,1903,612,1565,2235,1226,29,2248,4174,490,6662,250,6662,202,32,0,16,0,0
315,36.02.18.2014,36.02.18,36.02,36,3873,1155,1174,909,394,989,1788,260,0,1335,2524,14,3873,0,3873,0,0,0,0,0,0
316,36.02.19.2004,36.02.19,36.02,36,2756,1031,709,926,371,512,1285,425,2,896,1822,38,2756,0,2756,0,0,0,0,0,0
317,36.02.19.2006,36.02.19,36.02,36,3755,1362,957,1211,490,696,1505,743,6,1203,2494,58,3751,4,3751,0,4,0,0,0,0
318,36.02.19.2007,36.02.19,36.02,36,2437,914,533,846,468,367,1203,357,0,551,1833,53,2435,2,2435,0,0,0,2,0,0
319,36.02.19.2009,36.02.19,36.02,36,2753,973,653,902,429,398,1403,436,2,744,1969,40,2753,0,2753,0,0,0,0,0,0
320,36.02.19.2011,36.02.19,36.02,36,2638,928,672,810,373,477,999,435,3,771,1805,62,2638,0,2638,0,0,0,0,0,0
321,36.02.19.2016,36.02.19,36.02,36,2376,941,626,825,353,434,1359,145,0,758,1604,14,2372,4,2372,4,0,0,0,0,0
322,36.02.19.2017,36.02.19,36.02,36,1961,787,539,648,256,439,1351,77,3,581,1375,5,1961,0,1961,0,0,0,0,0,0
323,36.02.19.2018,36.02.19,36.02,36,1861,747,488,571,284,360,994,161,2,644,1204,13,1861,0,1861,0,0,0,0,0,0
324,36.02.19.2019,36.02.19,36.02,36,2417,921,666,795,345,478,1396,111,1,927,1474,16,2417,0,2417,0,0,0,0,0,0
325,36.02.19.2020,36.02.19,36.02,36,1395,553,346,471,223,194,776,80,0,333,1054,8,1395,0,1395,0,0,0,0,0,0
326,36.02.19.2021,36.02.19,36.02,36,2209,812,516,761,360,377,1002,347,6,547,1620,42,2209,0,2209,0,0,0,0,0,0
327,36.02.19.2022,36.02.19,36.02,36,1821,640,546,520,169,406,971,56,0,904,904,13,1821,0,1821,0,0,0,0,0,0
328,36.02.19.2023,36.02.19,36.02,36,3269,1074,852,1015,403,706,1262,566,0,895,2262,112,3268,1,3268,1,0,0,0,0,0
329,36.02.20.2001,36.02.20,36.02,36,2926,1047,735,965,434,502,1331,536,0,715,2154,57,2926,0,2926,0,0,0,0,0,0
330,36.02.20.2006,36.02.20,36.02,36,3008,1036,746,990,448,484,1312,547,0,745,2179,84,3008,0,3008,0,0,0,0,0,0
331,36.02.20.2007,36.02.20,36.02,36,4255,1448,1015,1336,647,858,1852,736,2,1157,2979,119,4254,1,4254,1,0,0,0,0,0
332,36.02.20.2008,36.02.20,36.02,36,2605,947,646,952,337,371,1330,352,0,598,1989,18,2605,0,2605,0,0,0,0,0,0
333,36.02.20.2009,36.02.20,36.02,36,1958,669,502,620,278,359,862,322,0,477,1435,46,1958,0,1958,0,0,0,0,0,0
334,36.02.20.2010,36.02.20,36.02,36,2755,965,692,870,338,525,948,682,2,750,1917,88,2755,0,2755,0,0,0,0,0,0
335,36.02.21.2001,36.02.21,36.02,36,6677,2291,1783,1988,704,1339,2880,849,2,1935,4640,102,6664,13,6664,13,0,0,0,0,0
336,36.02.21.2012,36.02.21,36.02,36,2544,788,777,694,296,512,1210,146,4,747,1780,17,2544,0,2544,0,0,0,0,0,0
337,36.02.21.2004,36.02.21,36.02,36,2140,771,614,626,297,421,1085,194,0,597,1524,19,2139,1,2139,1,0,0,0,0,0
338,36.02.27.2003,36.02.27,36.02,36,2156,772,626,657,274,448,946,359,2,886,1235,35,2156,0,2156,0,0,0,0,0,0
339,36.02.21.2005,36.02.21,36.02,36,10566,3465,2924,3072,1014,2430,4360,1670,6,3187,7181,198,10565,1,10565,0,1,0,0,0,0
340,36.02.21.2007,36.02.21,36.02,36,2792,1008,774,848,382,631,1329,344,0,712,2038,42,2791,1,2791,1,0,0,0,0,0
341,36.02.21.2008,36.02.21,36.02,36,3229,1036,995,866,388,976,1279,343,2,989,2184,56,3229,0,3229,0,0,0,0,0,0
342,36.02.21.2010,36.02.21,36.02,36,5322,1774,1469,1490,519,1154,2065,907,1,1724,3540,58,5322,0,5322,0,0,0,0,0,0
343,36.02.21.2013,36.02.21,36.02,36,1926,641,615,581,201,532,884,83,0,497,1415,14,1926,0,1926,0,0,0,0,0,0
344,36.02.22.2001,36.02.22,36.02,36,2672,929,688,774,436,501,1221,327,8,679,1924,69,2672,0,2672,0,0,0,0,0,0
345,36.02.22.2002,36.02.22,36.02,36,3943,1408,1163,1205,396,771,2077,347,0,1121,2800,22,3943,0,3943,0,0,0,0,0,0
346,36.02.22.2003,36.02.22,36.02,36,2030,805,584,708,270,304,1240,98,0,619,1383,28,2029,1,2029,0,1,0,0,0,0
347,36.02.22.2005,36.02.22,36.02,36,3838,1367,975,1237,535,744,1977,289,4,1243,2528,67,3838,0,3838,0,0,0,0,0,0
348,36.02.22.2007,36.02.22,36.02,36,3555,1216,1067,1023,535,764,1866,368,2,1198,2324,33,3555,0,3555,0,0,0,0,0,0
349,36.02.22.2008,36.02.22,36.02,36,2021,752,575,688,246,378,1167,105,4,853,1154,14,2021,0,2021,0,0,0,0,0,0
350,36.02.22.2010,36.02.22,36.02,36,1910,706,526,599,308,352,1043,108,0,473,1407,30,1910,0,1910,0,0,0,0,0,0
351,36.02.23.2001,36.02.23,36.02,36,3870,1332,1079,1139,501,909,1891,287,4,1231,2578,61,3870,0,3870,0,0,0,0,0,0
352,36.02.23.2003,36.02.23,36.02,36,2735,863,835,719,329,752,1258,201,0,847,1869,19,2734,1,2734,1,0,0,0,0,0
353,36.02.23.2006,36.02.23,36.02,36,3660,1143,1168,883,423,1118,1422,371,1,1161,2454,45,3658,2,3658,2,0,0,0,0,0
354,36.02.23.2009,36.02.23,36.02,36,3279,1071,981,905,411,797,1478,396,2,1054,2209,16,3279,0,3279,0,0,0,0,0,0
355,36.02.24.2002,36.02.24,36.02,36,6054,1791,1846,1473,654,1958,2793,281,0,1949,4055,50,6054,0,6054,0,0,0,0,0,0
356,36.02.24.2006,36.02.24,36.02,36,5846,1796,1581,1513,642,1667,2208,726,14,1900,3771,175,5837,9,5837,0,9,0,0,0,0
357,36.02.24.2007,36.02.24,36.02,36,3743,1183,919,1043,428,959,1195,630,8,1214,2327,202,3742,1,3742,1,0,0,0,0,0
358,36.02.25.2003,36.02.25,36.02,36,2902,1074,844,873,325,570,1422,252,5,1022,1847,33,2902,0,2902,0,0,0,0,0,0
359,36.03.05.2002,36.03.05,36.03,36,7875,2618,2495,2070,718,2181,2313,1661,6,2484,5252,139,7837,38,7837,17,0,0,21,0,0
360,36.02.26.2004,36.02.26,36.02,36,5226,1805,1458,1642,576,1065,1956,1131,2,1409,3720,97,5226,0,5226,0,0,0,0,0,0
361,36.02.26.2005,36.02.26,36.02,36,2545,952,716,858,326,447,1255,349,0,646,1871,28,2545,0,2545,0,0,0,0,0,0
362,36.03.01.2013,36.03.01,36.03,36,6512,2188,2105,1749,606,1615,2232,1249,7,1748,4651,113,6512,0,6512,0,0,0,0,0,0
363,36.02.26.2009,36.02.26,36.02,36,1844,678,591,576,226,396,913,199,0,546,1288,10,1844,0,1844,0,0,0,0,0,0
364,36.02.27.2001,36.02.27,36.02,36,1966,696,592,655,204,424,965,256,0,711,1227,28,1966,0,1966,0,0,0,0,0,0
365,36.02.27.2002,36.02.27,36.02,36,4780,1666,1400,1467,510,1123,2147,602,7,1724,2963,93,4779,1,4779,1,0,0,0,0,0
366,36.02.27.2007,36.02.27,36.02,36,2750,1033,860,893,336,528,1494,231,2,904,1835,11,2750,0,2750,0,0,0,0,0,0
367,36.02.27.2008,36.02.27,36.02,36,1931,703,556,622,264,311,1055,212,0,876,1038,17,1931,0,1931,0,0,0,0,0,0
368,36.02.27.2009,36.02.27,36.02,36,1710,631,467,607,173,294,959,79,3,983,711,16,1710,0,1710,0,0,0,0,0,0
369,36.02.28.2002,36.02.28,36.02,36,2164,807,658,710,239,400,1118,174,0,667,1478,19,2164,0,2164,0,0,0,0,0,0
370,36.02.28.2004,36.02.28,36.02,36,1777,702,546,665,214,327,1040,134,0,832,937,8,1777,0,1777,0,0,0,0,0,0
371,36.03.01.2005,36.03.01,36.03,36,8839,3136,2219,3020,939,2055,1977,3009,23,2239,6106,494,8507,332,8507,195,39,0,98,0,0
372,36.03.01.2009,36.03.01,36.03,36,13373,4503,3948,4040,1215,3340,3747,3542,25,3668,9358,347,13259,114,13259,77,21,0,16,0,0
373,36.03.01.1001,36.03.01,36.03,36,10179,3492,2697,3298,934,2287,2252,3430,21,2744,6949,486,9990,189,9990,137,20,0,32,0,0
374,36.03.02.2004,36.03.02,36.03,36,8029,2725,2453,2311,770,1876,2553,1745,5,2045,5830,154,8022,7,8022,6,1,0,0,0,0
375,36.03.03.1001,36.03.03,36.03,36,14578,4728,3778,4604,1068,2813,2938,4401,33,4456,9111,1011,13723,855,13723,437,117,8,286,7,0
376,36.03.03.2002,36.03.03,36.03,36,5431,1889,1535,1732,457,1067,1593,1651,0,1522,3792,117,5359,72,5359,41,24,2,5,0,0
377,36.03.03.2005,36.03.03,36.03,36,13432,4118,3352,4568,793,2530,2915,4151,8,4054,8848,530,12764,668,12764,466,156,28,18,0,0
378,36.03.03.2006,36.03.03,36.03,36,4402,1415,1399,1150,399,1033,1371,1020,0,1458,2900,44,4379,23,4379,13,10,0,0,0,0
379,36.03.03.2008,36.03.03,36.03,36,9236,2873,2393,3034,557,1886,2271,2620,2,2760,6269,207,8949,287,8949,148,101,7,31,0,0
380,36.03.03.2009,36.03.03,36.03,36,5447,1720,1762,1439,486,1265,1532,1545,3,1662,3602,183,5422,25,5422,2,0,0,23,0,0
381,36.03.04.2005,36.03.04,36.03,36,6644,2189,1826,1952,707,1475,1553,1861,9,1920,4481,243,6487,157,6487,107,15,9,26,0,0
382,36.03.03.2010,36.03.03,36.03,36,13645,4453,3836,4368,1086,2505,3094,4459,27,4066,8714,865,11420,2225,11420,1383,565,40,230,0,7
383,36.03.03.2011,36.03.03,36.03,36,7345,2495,2226,1994,724,1435,2629,1589,5,2180,5044,121,7209,136,7209,46,10,0,80,0,0
384,36.03.03.2014,36.03.03,36.03,36,6371,2089,1866,1777,628,1207,1688,1777,12,1900,4322,149,6332,39,6332,38,1,0,0,0,0
385,36.03.04.2001,36.03.04,36.03,36,3734,1257,1158,1014,411,882,1371,764,2,1045,2647,42,3732,2,3732,2,0,0,0,0,0
386,36.03.04.2003,36.03.04,36.03,36,4117,1373,1252,1133,441,1087,1275,911,5,1246,2743,128,4037,80,4037,27,2,0,51,0,0
387,36.03.04.2004,36.03.04,36.03,36,6000,2031,1878,1639,616,1686,2080,1181,4,1748,4199,53,6000,0,6000,0,0,0,0,0,0
388,36.03.04.2006,36.03.04,36.03,36,5206,1736,1574,1482,483,1252,1176,1471,3,1486,3558,162,4850,356,4850,175,181,0,0,0,0
389,36.03.04.2010,36.03.04,36.03,36,3049,1065,934,836,347,851,904,727,2,892,2092,65,3041,8,3041,3,0,0,5,0,0
390,36.03.05.2003,36.03.05,36.03,36,9079,2961,2406,2949,632,2447,2414,2257,12,2708,6129,242,8907,172,8907,109,43,6,14,0,0
391,36.03.05.2008,36.03.05,36.03,36,7771,2598,2117,2366,687,1838,2119,1609,2,2315,5275,181,7373,398,7373,301,30,0,67,0,0
392,36.03.09.2005,36.03.09,36.03,36,6366,2108,2082,1665,635,1693,2321,1281,2,2061,4222,83,6362,4,6362,4,0,0,0,0,0
393,36.03.05.2017,36.03.05,36.03,36,10564,3335,2844,3193,831,2949,2729,2533,7,3144,7179,241,10315,249,10315,197,36,0,16,0,0
