,KODE_KEL_DESA,KODE_KECAMATAN,KODE_KAB_KOTA,KODE_PROVINSI,Tidak Sekolah,Sekolah,Universitas
30857,36.02.11.2015,36.02.11,36.02,36,1124.0,2377.0,52.0
30858,36.02.12.2012,36.02.12,36.02,36,510.0,1212.0,24.0
30859,36.02.11.2016,36.02.11,36.02,36,1112.0,2266.0,14.0
30860,36.02.11.2017,36.02.11,36.02,36,1132.0,2209.0,5.0
30861,36.02.12.2003,36.02.12,36.02,36,998.0,2008.0,23.0
30862,36.02.12.2005,36.02.12,36.02,36,1441.0,3166.0,182.0
30863,36.02.12.2006,36.02.12,36.02,36,1283.0,2042.0,39.0
30864,36.02.12.2009,36.02.12,36.02,36,1450.0,2903.0,82.0
30865,36.02.12.2011,36.02.12,36.02,36,995.0,1944.0,93.0
30866,36.02.13.2005,36.02.13,36.02,36,1038.0,2218.0,41.0
30867,36.02.13.2007,36.02.13,36.02,36,1179.0,2771.0,53.0
30868,36.02.13.2008,36.02.13,36.02,36,1399.0,2812.0,53.0
30869,36.02.13.2009,36.02.13,36.02,36,827.0,2041.0,36.0
30870,36.02.13.2015,36.02.13,36.02,36,1636.0,3775.0,47.0
30871,36.02.13.2016,36.02.13,36.02,36,1694.0,3397.0,93.0
30872,36.02.13.2020,36.02.13,36.02,36,1093.0,2404.0,31.0
30873,36.02.13.2023,36.02.13,36.02,36,947.0,2317.0,115.0
30874,36.02.14.1002,36.02.14,36.02,36,2165.0,4855.0,661.0
30875,36.02.14.1006,36.02.14,36.02,36,3551.0,7848.0,443.0
30876,36.02.14.1007,36.02.14,36.02,36,2662.0,6051.0,672.0
30877,36.02.14.1008,36.02.14,36.02,36,3116.0,6888.0,798.0
30878,36.02.14.1012,36.02.14,36.02,36,5327.0,12630.0,1934.0
30879,36.02.14.2001,36.02.14,36.02,36,1790.0,3206.0,31.0
30880,36.02.14.2011,36.02.14,36.02,36,1294.0,2942.0,63.0
30881,36.02.14.2016,36.02.14,36.02,36,1464.0,3302.0,66.0
30882,36.02.14.2019,36.02.14,36.02,36,1516.0,3237.0,70.0
30883,36.02.15.2001,36.02.15,36.02,36,1952.0,3943.0,186.0
30884,36.02.15.2006,36.02.15,36.02,36,1820.0,3751.0,62.0
30885,36.02.18.2008,36.02.18,36.02,36,1108.0,2507.0,58.0
30886,36.02.15.2010,36.02.15,36.02,36,1623.0,3427.0,260.0
30887,36.02.15.2011,36.02.15,36.02,36,1154.0,2505.0,75.0
30888,36.02.18.2015,36.02.18,36.02,36,1091.0,2191.0,631.0
30889,36.02.16.2006,36.02.16,36.02,36,934.0,2721.0,39.0
30890,36.02.17.2012,36.02.17,36.02,36,1376.0,2733.0,75.0
30891,36.02.16.2012,36.02.16,36.02,36,672.0,1884.0,11.0
30892,36.02.16.2017,36.02.16,36.02,36,495.0,1468.0,22.0
30893,36.02.16.2015,36.02.16,36.02,36,402.0,1038.0,8.0
30894,36.02.16.2018,36.02.16,36.02,36,723.0,1303.0,22.0
30895,36.02.17.2001,36.02.17,36.02,36,964.0,2119.0,18.0
30896,36.02.17.2002,36.02.17,36.02,36,1648.0,2943.0,53.0
30897,36.02.17.2006,36.02.17,36.02,36,1863.0,4307.0,106.0
30898,36.02.17.2007,36.02.17,36.02,36,1526.0,3407.0,47.0
30899,36.02.17.2010,36.02.17,36.02,36,2021.0,4629.0,158.0
30900,36.02.18.2002,36.02.18,36.02,36,2223.0,4856.0,479.0
30901,36.02.18.2003,36.02.18,36.02,36,900.0,2084.0,55.0
30902,36.02.18.2004,36.02.18,36.02,36,1577.0,3723.0,71.0
30903,36.02.18.2009,36.02.18,36.02,36,1173.0,2173.0,27.0
30904,36.02.18.2012,36.02.18,36.02,36,547.0,1141.0,32.0
30905,36.02.18.2013,36.02.18,36.02,36,1375.0,2864.0,138.0
30906,36.02.19.2001,36.02.19,36.02,36,1243.0,2663.0,140.0
30907,36.02.19.2002,36.02.19,36.02,36,1183.0,2265.0,77.0
30908,36.02.19.2003,36.02.19,36.02,36,564.0,1437.0,48.0
30909,36.02.20.2005,36.02.20,36.02,36,1296.0,3801.0,87.0
30910,36.02.19.2005,36.02.19,36.02,36,489.0,1267.0,19.0
30911,36.02.19.2008,36.02.19,36.02,36,652.0,1616.0,196.0
30912,36.02.19.2010,36.02.19,36.02,36,906.0,1461.0,24.0
30913,36.03.11.2013,36.03.11,36.03,36,3295.0,6487.0,180.0
30914,36.02.19.2013,36.02.19,36.02,36,590.0,1245.0,12.0
30915,36.02.19.2015,36.02.19,36.02,36,681.0,1035.0,24.0
30916,36.02.19.2014,36.02.19,36.02,36,722.0,1652.0,14.0
30917,36.02.20.2002,36.02.20,36.02,36,631.0,1401.0,42.0
30918,36.02.20.2003,36.02.20,36.02,36,804.0,2450.0,45.0
30919,36.02.20.2004,36.02.20,36.02,36,1047.0,3187.0,127.0
30920,36.02.21.2002,36.02.21,36.02,36,1433.0,3538.0,50.0
30921,36.02.21.2003,36.02.21,36.02,36,547.0,1483.0,16.0
30922,36.02.21.2006,36.02.21,36.02,36,943.0,2651.0,38.0
30923,36.02.21.2009,36.02.21,36.02,36,824.0,2365.0,14.0
30924,36.02.21.2011,36.02.21,36.02,36,851.0,2532.0,42.0
30925,36.02.22.2004,36.02.22,36.02,36,837.0,1953.0,54.0
30926,36.02.22.2006,36.02.22,36.02,36,1776.0,2542.0,34.0
30927,36.03.01.2010,36.03.01,36.03,36,2681.0,6895.0,312.0
30928,36.02.22.2009,36.02.22,36.02,36,372.0,1069.0,22.0
30929,36.02.23.2002,36.02.23,36.02,36,926.0,2314.0,65.0
30930,36.02.23.2004,36.02.23,36.02,36,681.0,1546.0,20.0
30931,36.02.23.2005,36.02.23,36.02,36,1527.0,1933.0,53.0
30932,36.02.23.2007,36.02.23,36.02,36,1644.0,3270.0,66.0
30933,36.02.23.2008,36.02.23,36.02,36,1183.0,2456.0,38.0
30934,36.02.23.2010,36.02.23,36.02,36,759.0,1501.0,44.0
30935,36.02.24.2001,36.02.24,36.02,36,1464.0,2840.0,118.0
30936,36.02.24.2003,36.02.24,36.02,36,1603.0,3076.0,268.0
30937,36.02.24.2004,36.02.24,36.02,36,1970.0,3862.0,449.0
30938,36.02.24.2005,36.02.24,36.02,36,1940.0,3164.0,23.0
30939,36.02.25.2001,36.02.25,36.02,36,1812.0,3479.0,129.0
30940,36.02.25.2002,36.02.25,36.02,36,983.0,2088.0,40.0
30941,36.02.27.2004,36.02.27,36.02,36,1003.0,2060.0,73.0
30942,36.02.25.2004,36.02.25,36.02,36,575.0,1542.0,26.0
30943,36.02.25.2005,36.02.25,36.02,36,896.0,2239.0,36.0
30944,36.02.25.2006,36.02.25,36.02,36,831.0,1776.0,4.0
30945,36.02.26.2001,36.02.26,36.02,36,1047.0,2842.0,94.0
30946,36.02.26.2002,36.02.26,36.02,36,936.0,2220.0,42.0
30947,36.02.26.2003,36.02.26,36.02,36,1232.0,3190.0,30.0
30948,36.02.26.2006,36.02.26,36.02,36,515.0,1644.0,18.0
30949,36.02.26.2007,36.02.26,36.02,36,915.0,2691.0,50.0
30950,36.02.26.2008,36.02.26,36.02,36,934.0,2454.0,41.0
30951,36.02.27.2005,36.02.27,36.02,36,956.0,1950.0,27.0
30952,36.02.27.2006,36.02.27,36.02,36,2087.0,1591.0,18.0
30953,36.03.01.2011,36.03.01,36.03,36,3127.0,7982.0,163.0
30954,36.02.27.2010,36.02.27,36.02,36,743.0,1029.0,5.0
30955,36.02.28.2001,36.02.28,36.02,36,944.0,2622.0,21.0
30956,36.03.01.2003,36.03.01,36.03,36,4454.0,9777.0,571.0
30957,36.02.28.2003,36.02.28,36.02,36,460.0,1156.0,8.0
30958,36.02.28.2005,36.02.28,36.02,36,953.0,1886.0,34.0
30959,36.02.28.2006,36.02.28,36.02,36,543.0,1231.0,13.0
30960,36.02.28.2007,36.02.28,36.02,36,506.0,1606.0,22.0
30961,36.02.28.2008,36.02.28,36.02,36,1056.0,728.0,6.0
30962,36.03.01.2014,36.03.01,36.03,36,7676.0,19992.0,1588.0
30963,36.03.01.2016,36.03.01,36.03,36,1638.0,4367.0,244.0
30964,36.03.02.2001,36.03.02,36.03,36,1525.0,3910.0,47.0
30965,36.03.02.2002,36.03.02,36.03,36,1481.0,4516.0,82.0
30966,36.03.02.2005,36.03.02,36.03,36,2195.0,5780.0,177.0
30967,36.03.02.2006,36.03.02,36.03,36,2878.0,6903.0,223.0
30968,36.03.02.2007,36.03.02,36.03,36,2006.0,4620.0,105.0
30969,36.03.02.2008,36.03.02,36.03,36,3112.0,7808.0,389.0
30970,36.03.02.2009,36.03.02,36.03,36,1161.0,3141.0,284.0
30971,36.03.03.1007,36.03.03,36.03,36,1938.0,4778.0,541.0
30972,36.03.03.2003,36.03.03,36.03,36,3087.0,6938.0,321.0
30973,36.03.03.2004,36.03.03,36.03,36,6833.0,14735.0,1005.0
30974,36.03.03.2012,36.03.03,36.03,36,3010.0,5849.0,268.0
30975,36.03.03.2013,36.03.03,36.03,36,2309.0,5428.0,162.0
30976,36.03.04.2002,36.03.04,36.03,36,1888.0,3910.0,161.0
30977,36.03.04.2007,36.03.04,36.03,36,1062.0,2380.0,49.0
30978,36.03.04.2008,36.03.04,36.03,36,1044.0,2376.0,23.0
30979,36.03.04.2009,36.03.04,36.03,36,852.0,1776.0,31.0
30980,36.03.05.2001,36.03.05,36.03,36,2680.0,5761.0,150.0
30981,36.03.05.2004,36.03.05,36.03,36,2941.0,6687.0,298.0
30982,36.03.05.2006,36.03.05,36.03,36,1756.0,4590.0,80.0
30983,36.03.05.2007,36.03.05,36.03,36,2273.0,5501.0,183.0
30984,36.03.05.2009,36.03.05,36.03,36,1679.0,4336.0,72.0
30985,36.03.05.2014,36.03.05,36.03,36,1690.0,3559.0,65.0
30986,36.03.06.2003,36.03.06,36.03,36,1427.0,4661.0,150.0
30987,36.03.06.2007,36.03.06,36.03,36,2065.0,6430.0,191.0
30988,36.03.06.2011,36.03.06,36.03,36,1652.0,4422.0,172.0
30989,36.03.06.2013,36.03.06,36.03,36,995.0,3113.0,64.0
30990,36.03.06.2014,36.03.06,36.03,36,1378.0,4439.0,80.0
30991,36.03.32.2005,36.03.32,36.03,36,1429.0,2815.0,17.0
30992,36.03.07.2001,36.03.07,36.03,36,1677.0,4752.0,299.0
30993,36.03.07.2002,36.03.07,36.03,36,1583.0,3789.0,101.0
30994,36.03.07.2006,36.03.07,36.03,36,1029.0,2621.0,77.0
30995,36.03.07.2007,36.03.07,36.03,36,1261.0,3270.0,118.0
30996,36.03.33.2003,36.03.33,36.03,36,1330.0,3457.0,69.0
30997,36.03.07.2008,36.03.07,36.03,36,1516.0,3990.0,107.0
30998,36.03.07.2009,36.03.07,36.03,36,1116.0,3658.0,132.0
30999,36.03.07.2010,36.03.07,36.03,36,1256.0,4272.0,180.0
31000,36.03.07.2013,36.03.07,36.03,36,1630.0,5064.0,125.0
31001,36.03.07.2017,36.03.07,36.03,36,860.0,2689.0,39.0
31002,36.03.08.1002,36.03.08,36.03,36,1459.0,3704.0,407.0
31003,36.03.08.2001,36.03.08,36.03,36,1606.0,4256.0,122.0
31004,36.03.08.2003,36.03.08,36.03,36,2388.0,6199.0,239.0
31005,36.03.08.2008,36.03.08,36.03,36,1946.0,5226.0,132.0
31006,36.03.09.2003,36.03.09,36.03,36,2155.0,3561.0,59.0
31007,36.03.09.2007,36.03.09,36.03,36,1435.0,2572.0,9.0
31008,36.03.10.2001,36.03.10,36.03,36,1457.0,3802.0,54.0
31009,36.03.10.2008,36.03.10,36.03,36,2451.0,5864.0,235.0
31010,36.03.10.2003,36.03.10,36.03,36,1372.0,3862.0,112.0
31011,36.03.10.2004,36.03.10,36.03,36,3024.0,6994.0,247.0
31012,36.03.10.2005,36.03.10,36.03,36,2179.0,4528.0,97.0
31013,36.03.10.2006,36.03.10,36.03,36,2100.0,5899.0,211.0
31014,36.03.10.2007,36.03.10,36.03,36,1444.0,3699.0,137.0
31015,36.03.11.2003,36.03.11,36.03,36,2999.0,5859.0,152.0
31016,36.03.11.2006,36.03.11,36.03,36,2761.0,4874.0,155.0
31017,36.03.11.2008,36.03.11,36.03,36,2021.0,4633.0,262.0
31018,36.03.11.2011,36.03.11,36.03,36,3040.0,5477.0,163.0
31019,36.03.11.2012,36.03.11,36.03,36,1805.0,3677.0,52.0
31020,36.03.12.1005,36.03.12,36.03,36,9809.0,18919.0,1069.0
31021,36.03.12.1010,36.03.12,36.03,36,10484.0,26151.0,2639.0
31022,36.03.12.2001,36.03.12,36.03,36,5906.0,13566.0,637.0
31023,36.03.14.1001,36.03.14,36.03,36,1231.0,3340.0,47.0
31024,36.03.12.2008,36.03.12,36.03,36,8579.0,18103.0,1155.0
31025,36.03.12.2011,36.03.12,36.03,36,3844.0,8091.0,230.0
31026,36.03.12.2013,36.03.12,36.03,36,10016.0,21731.0,2783.0
31027,36.03.12.2015,36.03.12,36.03,36,4023.0,9154.0,372.0
31028,36.03.13.2001,36.03.13,36.03,36,3334.0,8903.0,386.0
31029,36.03.13.2002,36.03.13,36.03,36,3625.0,8636.0,316.0
31030,36.03.13.2004,36.03.13,36.03,36,3670.0,8641.0,188.0
31031,36.03.13.2008,36.03.13,36.03,36,1273.0,2186.0,14.0
31032,36.03.13.2009,36.03.13,36.03,36,1789.0,4250.0,65.0
31033,36.03.13.2011,36.03.13,36.03,36,2567.0,6260.0,146.0
31034,36.03.13.2012,36.03.13,36.03,36,2040.0,4526.0,88.0
31035,36.03.14.1010,36.03.14,36.03,36,4189.0,13648.0,680.0
31036,36.03.14.2002,36.03.14,36.03,36,2880.0,6651.0,164.0
31037,36.03.14.2007,36.03.14,36.03,36,3141.0,7814.0,174.0
31038,36.03.15.1001,36.03.15,36.03,36,3300.0,6424.0,290.0
31039,36.03.15.2005,36.03.15,36.03,36,1572.0,2615.0,51.0
31040,36.03.15.2009,36.03.15,36.03,36,2511.0,4198.0,127.0
31041,36.03.15.2010,36.03.15,36.03,36,3321.0,4200.0,109.0
31042,36.03.22.2012,36.03.22,36.03,36,1258.0,3812.0,63.0
31043,36.03.16.2004,36.03.16,36.03,36,1677.0,4543.0,91.0
31044,36.03.16.2011,36.03.16,36.03,36,4505.0,10744.0,850.0
31045,36.03.17.1001,36.03.17,36.03,36,4458.0,11675.0,879.0
31046,36.03.17.2010,36.03.17,36.03,36,3367.0,8557.0,398.0
31047,36.03.18.1003,36.03.18,36.03,36,2990.0,7983.0,240.0
31048,36.04.22.2014,36.04.22,36.04,36,1133.0,2434.0,31.0
31049,36.03.18.2004,36.03.18,36.03,36,3817.0,10014.0,339.0
31050,36.03.18.2006,36.03.18,36.03,36,3726.0,8630.0,724.0
31051,36.03.18.2007,36.03.18,36.03,36,3970.0,9301.0,1743.0
31052,36.03.18.2008,36.03.18,36.03,36,2393.0,6296.0,193.0
31053,36.03.18.2009,36.03.18,36.03,36,2692.0,7869.0,329.0
31054,36.03.18.2011,36.03.18,36.03,36,3793.0,10171.0,379.0
31055,36.03.18.2012,36.03.18,36.03,36,5177.0,13492.0,566.0
31056,36.03.20.2002,36.03.20,36.03,36,2847.0,6363.0,414.0
31057,36.03.19.1002,36.03.19,36.03,36,6110.0,12093.0,2553.0
31058,36.03.28.1004,36.03.28,36.03,36,3971.0,10458.0,3927.0
31059,36.03.19.2001,36.03.19,36.03,36,3400.0,7723.0,141.0
31060,36.03.19.2005,36.03.19,36.03,36,2601.0,5985.0,365.0
31061,36.03.32.2001,36.03.32,36.03,36,1481.0,3098.0,45.0
31062,36.03.20.2003,36.03.20,36.03,36,3788.0,9089.0,782.0
31063,36.03.20.2004,36.03.20,36.03,36,2212.0,4945.0,62.0
31064,36.03.20.2008,36.03.20,36.03,36,1993.0,4266.0,78.0
31065,36.03.20.2010,36.03.20,36.03,36,2083.0,5127.0,185.0
31066,36.03.20.2012,36.03.20,36.03,36,1835.0,4324.0,167.0
31067,36.03.22.2003,36.03.22,36.03,36,2506.0,6743.0,1300.0
31068,36.03.22.2005,36.03.22,36.03,36,1448.0,4494.0,130.0
31069,36.04.23.2012,36.04.23,36.04,36,845.0,1734.0,17.0
31070,36.03.22.2008,36.03.22,36.03,36,1954.0,5376.0,207.0
31071,36.03.22.2009,36.03.22,36.03,36,1294.0,3706.0,431.0
31072,36.03.22.2010,36.03.22,36.03,36,1749.0,5198.0,176.0
31073,36.03.23.1001,36.03.23,36.03,36,3695.0,9739.0,715.0
31074,36.03.23.2006,36.03.23,36.03,36,1844.0,3793.0,1251.0
31075,36.03.23.2011,36.03.23,36.03,36,3884.0,9116.0,1624.0
31076,36.71.07.1004,36.71.07,36.71,36,3926.0,9430.0,1835.0
31077,36.03.27.2001,36.03.27,36.03,36,1514.0,4260.0,172.0
31078,36.03.27.2002,36.03.27,36.03,36,2059.0,5927.0,227.0
31079,36.03.27.2004,36.03.27,36.03,36,1267.0,3631.0,67.0
31080,36.03.27.2005,36.03.27,36.03,36,3171.0,8948.0,568.0
31081,36.03.27.2006,36.03.27,36.03,36,1993.0,5358.0,370.0
31082,36.03.32.2002,36.03.32,36.03,36,1551.0,2984.0,68.0
31083,36.03.27.2007,36.03.27,36.03,36,2147.0,5411.0,117.0
31084,36.03.28.1002,36.03.28,36.03,36,7839.0,23680.0,7322.0
31085,36.03.32.2003,36.03.32,36.03,36,1915.0,3753.0,62.0
31086,36.03.29.2003,36.03.29,36.03,36,4531.0,9487.0,326.0
31087,36.03.29.2005,36.03.29,36.03,36,5138.0,8753.0,255.0
31088,36.03.29.2006,36.03.29,36.03,36,3865.0,7166.0,196.0
31089,36.03.30.2002,36.03.30,36.03,36,6260.0,16172.0,726.0
31090,36.03.30.2003,36.03.30,36.03,36,2931.0,4908.0,76.0
31091,36.03.30.2005,36.03.30,36.03,36,3561.0,9343.0,180.0
31092,36.03.30.2006,36.03.30,36.03,36,2126.0,5694.0,61.0
31093,36.03.30.2008,36.03.30,36.03,36,2265.0,5867.0,139.0
31094,36.03.31.2001,36.03.31,36.03,36,2675.0,6265.0,161.0
31095,36.03.31.2003,36.03.31,36.03,36,5095.0,13905.0,747.0
31096,36.03.31.2004,36.03.31,36.03,36,1350.0,3293.0,53.0
31097,36.03.31.2007,36.03.31,36.03,36,2556.0,6362.0,363.0
31098,36.03.32.2007,36.03.32,36.03,36,2642.0,4674.0,61.0
31099,36.03.32.2008,36.03.32,36.03,36,1292.0,3074.0,56.0
31100,36.03.32.2009,36.03.32,36.03,36,1308.0,3123.0,71.0
31101,36.03.33.2001,36.03.33,36.03,36,1209.0,2314.0,91.0
31102,36.03.33.2005,36.03.33,36.03,36,901.0,1777.0,22.0
31103,36.03.33.2006,36.03.33,36.03,36,1983.0,3286.0,93.0
31104,36.03.33.2008,36.03.33,36.03,36,1451.0,3244.0,125.0
31105,36.04.05.2002,36.04.05,36.04,36,1780.0,2755.0,254.0
31106,36.04.05.2005,36.04.05,36.04,36,3233.0,6851.0,1460.0
31107,36.04.06.2011,36.04.06,36.04,36,1093.0,1854.0,9.0
31108,36.04.05.2010,36.04.05,36.04,36,1653.0,3388.0,129.0
31109,36.04.05.2012,36.04.05,36.04,36,1482.0,2740.0,341.0
31110,36.04.05.2013,36.04.05,36.04,36,2468.0,5152.0,607.0
31111,36.04.05.2014,36.04.05,36.04,36,488.0,1221.0,19.0
31112,36.04.06.2006,36.04.06,36.04,36,2356.0,4671.0,128.0
31113,36.04.06.2008,36.04.06,36.04,36,1344.0,2839.0,99.0
31114,36.04.06.2009,36.04.06,36.04,36,699.0,1338.0,23.0
31115,36.04.06.2010,36.04.06,36.04,36,627.0,1271.0,11.0
31116,36.04.07.2001,36.04.07,36.04,36,1644.0,3454.0,237.0
31117,36.04.07.2003,36.04.07,36.04,36,850.0,1975.0,71.0
31118,36.04.07.2004,36.04.07,36.04,36,1430.0,3541.0,84.0
31119,36.04.07.2005,36.04.07,36.04,36,1273.0,2947.0,99.0
31120,36.04.07.2006,36.04.07,36.04,36,1598.0,3186.0,221.0
31121,36.04.09.2003,36.04.09,36.04,36,1774.0,3971.0,89.0
31122,36.04.07.2007,36.04.07,36.04,36,1810.0,4020.0,363.0
31123,36.04.08.2001,36.04.08,36.04,36,781.0,1742.0,100.0
31124,36.04.08.2002,36.04.08,36.04,36,1374.0,3050.0,203.0
31125,36.04.08.2006,36.04.08,36.04,36,2345.0,4579.0,121.0
31126,36.04.08.2008,36.04.08,36.04,36,1299.0,2411.0,119.0
31127,36.04.09.2001,36.04.09,36.04,36,840.0,1459.0,22.0
31128,36.04.09.2002,36.04.09,36.04,36,1835.0,3892.0,469.0
31129,36.04.09.2006,36.04.09,36.04,36,668.0,1520.0,25.0
31130,36.04.09.2009,36.04.09,36.04,36,1370.0,2748.0,42.0
31131,36.04.09.2010,36.04.09,36.04,36,1234.0,2315.0,37.0
31132,36.04.09.2013,36.04.09,36.04,36,1085.0,2669.0,109.0
31133,36.04.09.2014,36.04.09,36.04,36,4811.0,8385.0,773.0
31134,36.04.09.2015,36.04.09,36.04,36,1040.0,2612.0,79.0
31135,36.04.09.2016,36.04.09,36.04,36,1320.0,2704.0,76.0
31136,36.04.11.2001,36.04.11,36.04,36,2957.0,6145.0,474.0
31137,36.04.11.2002,36.04.11,36.04,36,1577.0,3574.0,64.0
31138,36.04.11.2006,36.04.11,36.04,36,1573.0,3574.0,85.0
31139,36.04.11.2011,36.04.11,36.04,36,3968.0,7372.0,361.0
31140,36.04.11.2013,36.04.11,36.04,36,2681.0,5685.0,189.0
31141,36.04.12.2004,36.04.12,36.04,36,1066.0,2952.0,66.0
31142,36.04.12.2006,36.04.12,36.04,36,953.0,2487.0,128.0
31143,36.04.12.2008,36.04.12,36.04,36,1447.0,3474.0,120.0
31144,36.04.14.2003,36.04.14,36.04,36,1519.0,2544.0,97.0
31145,36.04.12.2009,36.04.12,36.04,36,1287.0,3204.0,91.0
31146,36.04.14.2004,36.04.14,36.04,36,1250.0,1588.0,57.0
31147,36.04.13.2001,36.04.13,36.04,36,1276.0,2166.0,291.0
31148,36.04.13.2002,36.04.13,36.04,36,931.0,1825.0,53.0
31149,36.04.13.2003,36.04.13,36.04,36,842.0,1682.0,53.0
31150,36.04.13.2005,36.04.13,36.04,36,986.0,1882.0,110.0
31151,36.04.13.2008,36.04.13,36.04,36,1496.0,2323.0,108.0
31152,36.04.13.2011,36.04.13,36.04,36,1227.0,1472.0,28.0
31153,36.04.13.2012,36.04.13,36.04,36,997.0,1740.0,18.0
31154,36.04.13.2014,36.04.13,36.04,36,914.0,1808.0,82.0
31155,36.04.14.2002,36.04.14,36.04,36,1684.0,2836.0,68.0
31156,36.04.14.2005,36.04.14,36.04,36,2380.0,3630.0,137.0
31157,36.04.14.2006,36.04.14,36.04,36,1489.0,2122.0,42.0
31158,36.04.15.2002,36.04.15,36.04,36,2001.0,4906.0,131.0
31159,36.04.15.2006,36.04.15,36.04,36,1724.0,4075.0,21.0
31160,36.04.15.2007,36.04.15,36.04,36,1794.0,4953.0,66.0
31161,36.04.15.2012,36.04.15,36.04,36,1073.0,2949.0,61.0
31162,36.04.16.2002,36.04.16,36.04,36,1143.0,2567.0,38.0
31163,36.04.16.2004,36.04.16,36.04,36,1865.0,3973.0,59.0
31164,36.04.16.2005,36.04.16,36.04,36,2238.0,5185.0,136.0
31165,36.04.16.2009,36.04.16,36.04,36,2112.0,4542.0,101.0
31166,36.04.17.2002,36.04.17,36.04,36,1334.0,2603.0,115.0
31167,36.04.17.2003,36.04.17,36.04,36,1595.0,3147.0,124.0
31168,36.04.17.2006,36.04.17,36.04,36,1992.0,3684.0,83.0
31169,36.04.17.2007,36.04.17,36.04,36,1280.0,3237.0,73.0
31170,36.71.07.1005,36.71.07,36.71,36,4742.0,11943.0,2118.0
31171,36.04.18.2004,36.04.18,36.04,36,2043.0,4451.0,40.0
31172,36.04.18.2006,36.04.18,36.04,36,1376.0,2453.0,22.0
31173,36.04.19.2001,36.04.19,36.04,36,1669.0,3563.0,203.0
31174,36.04.19.2008,36.04.19,36.04,36,1024.0,2353.0,95.0
31175,36.04.19.2003,36.04.19,36.04,36,2189.0,4889.0,134.0
31176,36.04.19.2005,36.04.19,36.04,36,693.0,1889.0,52.0
31177,36.04.19.2006,36.04.19,36.04,36,1246.0,2511.0,8.0
31178,36.04.19.2007,36.04.19,36.04,36,1357.0,2954.0,15.0
31179,36.04.19.2011,36.04.19,36.04,36,806.0,1564.0,6.0
31180,36.04.19.2012,36.04.19,36.04,36,1435.0,2943.0,212.0
31181,36.04.27.2007,36.04.27,36.04,36,1451.0,3116.0,151.0
31182,36.04.20.2002,36.04.20,36.04,36,2037.0,4080.0,91.0
31183,36.04.20.2007,36.04.20,36.04,36,1506.0,3337.0,49.0
31184,36.04.20.2004,36.04.20,36.04,36,2245.0,4737.0,106.0
31185,36.04.20.2005,36.04.20,36.04,36,1019.0,2635.0,64.0
31186,36.04.22.2001,36.04.22,36.04,36,1838.0,3747.0,215.0
31187,36.04.22.2002,36.04.22,36.04,36,1213.0,2251.0,25.0
31188,36.04.22.2008,36.04.22,36.04,36,1128.0,2257.0,25.0
31189,36.04.22.2009,36.04.22,36.04,36,1719.0,3539.0,289.0
31190,36.04.22.2011,36.04.22,36.04,36,909.0,1775.0,30.0
31191,36.04.22.2012,36.04.22,36.04,36,891.0,1884.0,19.0
31192,36.04.22.2013,36.04.22,36.04,36,786.0,1458.0,7.0
31193,36.04.23.2001,36.04.23,36.04,36,1535.0,3866.0,166.0
31194,36.04.23.2003,36.04.23,36.04,36,790.0,2021.0,47.0
31195,36.04.23.2004,36.04.23,36.04,36,1270.0,2811.0,70.0
31196,36.04.23.2009,36.04.23,36.04,36,1472.0,3715.0,29.0
31197,36.04.23.2011,36.04.23,36.04,36,1095.0,2252.0,223.0
31198,36.04.23.2013,36.04.23,36.04,36,1256.0,2727.0,71.0
31199,36.04.23.2015,36.04.23,36.04,36,1890.0,4003.0,48.0
31200,36.04.23.2017,36.04.23,36.04,36,1094.0,2363.0,49.0
31201,36.04.24.2003,36.04.24,36.04,36,2004.0,4366.0,32.0
31202,36.04.24.2005,36.04.24,36.04,36,1756.0,3127.0,19.0
31203,36.04.24.2006,36.04.24,36.04,36,1218.0,2725.0,20.0
31204,36.04.24.2007,36.04.24,36.04,36,2093.0,4372.0,69.0
31205,36.04.24.2008,36.04.24,36.04,36,1924.0,4377.0,104.0
31206,36.04.24.2010,36.04.24,36.04,36,2052.0,4445.0,57.0
31207,36.04.25.2001,36.04.25,36.04,36,946.0,2276.0,88.0
31208,36.04.25.2003,36.04.25,36.04,36,2304.0,5150.0,162.0
31209,36.04.25.2006,36.04.25,36.04,36,1861.0,4611.0,92.0
31210,36.04.25.2007,36.04.25,36.04,36,1027.0,2888.0,83.0
31211,36.04.25.2008,36.04.25,36.04,36,1495.0,3526.0,108.0
31212,36.71.07.1006,36.71.07,36.71,36,3884.0,9123.0,1607.0
31213,36.04.25.2010,36.04.25,36.04,36,1105.0,2886.0,113.0
31214,36.04.26.2006,36.04.26,36.04,36,2621.0,4826.0,112.0
31215,36.04.27.2002,36.04.27,36.04,36,800.0,1871.0,18.0
31216,36.04.27.2004,36.04.27,36.04,36,1138.0,2708.0,79.0
31217,36.04.27.2005,36.04.27,36.04,36,837.0,1950.0,116.0
31218,36.04.27.2006,36.04.27,36.04,36,994.0,2607.0,52.0
31219,36.71.07.1007,36.71.07,36.71,36,2863.0,6786.0,1111.0
31220,36.04.27.2008,36.04.27,36.04,36,720.0,2113.0,40.0
31221,36.04.27.2010,36.04.27,36.04,36,790.0,1755.0,22.0
31222,36.04.28.2001,36.04.28,36.04,36,1744.0,4485.0,93.0
31223,36.71.07.1008,36.71.07,36.71,36,1533.0,3819.0,474.0
31224,36.04.28.2013,36.04.28,36.04,36,896.0,2328.0,114.0
