,KODE_KEL_DESA,KODE_KECAMATAN,KODE_KAB_KOTA,KODE_PROVINSI,Tidak Sekolah,Sekolah,Universitas
31225,36.04.29.2002,36.04.29,36.04,36,1392.0,3164.0,29.0
31226,36.04.30.2011,36.04.30,36.04,36,1065.0,2584.0,90.0
31227,36.04.29.2008,36.04.29,36.04,36,2281.0,4662.0,88.0
31228,36.04.29.2011,36.04.29,36.04,36,1404.0,3499.0,152.0
31229,36.04.30.2001,36.04.30,36.04,36,2121.0,5040.0,521.0
31230,36.04.30.2003,36.04.30,36.04,36,1601.0,3944.0,206.0
31231,36.04.30.2004,36.04.30,36.04,36,780.0,1938.0,88.0
31232,36.04.30.2006,36.04.30,36.04,36,1094.0,2763.0,55.0
31233,36.04.30.2009,36.04.30,36.04,36,1854.0,3853.0,272.0
31234,36.04.30.2010,36.04.30,36.04,36,935.0,2532.0,56.0
31235,36.04.30.2012,36.04.30,36.04,36,1114.0,2319.0,119.0
31236,36.04.31.2003,36.04.31,36.04,36,698.0,1967.0,40.0
31237,36.04.31.2004,36.04.31,36.04,36,913.0,2597.0,77.0
31238,36.04.31.2011,36.04.31,36.04,36,1941.0,4767.0,180.0
31239,36.04.31.2013,36.04.31,36.04,36,738.0,1791.0,25.0
31240,36.04.31.2014,36.04.31,36.04,36,367.0,797.0,24.0
31241,36.04.32.2002,36.04.32,36.04,36,1269.0,1916.0,5.0
31242,36.04.32.2004,36.04.32,36.04,36,1144.0,2124.0,14.0
31243,36.04.32.2005,36.04.32,36.04,36,532.0,1027.0,5.0
31244,36.04.32.2007,36.04.32,36.04,36,899.0,1933.0,55.0
31245,36.04.32.2008,36.04.32,36.04,36,729.0,1638.0,18.0
31246,36.04.32.2009,36.04.32,36.04,36,731.0,1710.0,50.0
31247,36.04.32.2010,36.04.32,36.04,36,693.0,1663.0,59.0
31248,36.04.32.2011,36.04.32,36.04,36,1576.0,3923.0,126.0
31249,36.04.32.2013,36.04.32,36.04,36,588.0,1372.0,50.0
31250,36.04.33.2001,36.04.33,36.04,36,1369.0,2584.0,49.0
31251,36.04.33.2005,36.04.33,36.04,36,1078.0,2204.0,26.0
31252,36.04.34.2003,36.04.34,36.04,36,1420.0,3326.0,52.0
31253,36.04.34.2007,36.04.34,36.04,36,934.0,2057.0,10.0
31254,36.04.35.2001,36.04.35,36.04,36,910.0,2093.0,28.0
31255,36.04.35.2004,36.04.35,36.04,36,765.0,1535.0,12.0
31256,36.04.35.2005,36.04.35,36.04,36,779.0,1994.0,66.0
31257,36.04.35.2006,36.04.35,36.04,36,1036.0,2136.0,98.0
31258,36.04.35.2007,36.04.35,36.04,36,1743.0,2975.0,46.0
31259,36.04.35.2009,36.04.35,36.04,36,1492.0,3263.0,44.0
31260,36.04.35.2010,36.04.35,36.04,36,1271.0,2958.0,31.0
31261,36.71.01.1001,36.71.01,36.71,36,1534.0,4121.0,1033.0
31262,36.71.01.1002,36.71.01,36.71,36,1442.0,3174.0,889.0
31263,36.71.01.1005,36.71.01,36.71,36,7600.0,18007.0,3133.0
31264,36.71.01.1006,36.71.01,36.71,36,2596.0,6228.0,2080.0
31265,36.71.01.1008,36.71.01,36.71,36,4905.0,11255.0,1742.0
31266,36.71.02.1004,36.71.02,36.71,36,6357.0,15202.0,757.0
31267,36.71.02.1005,36.71.02,36.71,36,4107.0,10302.0,297.0
31268,36.71.02.1006,36.71.02,36.71,36,4805.0,13436.0,628.0
31269,36.71.03.1001,36.71.03,36.71,36,3396.0,8572.0,1801.0
31270,36.71.03.1004,36.71.03,36.71,36,2880.0,7159.0,535.0
31271,36.71.03.1006,36.71.03,36.71,36,4476.0,11211.0,718.0
31272,36.71.03.1007,36.71.03,36.71,36,2457.0,5946.0,970.0
31273,36.71.04.1001,36.71.04,36.71,36,5375.0,14094.0,1213.0
31274,36.71.04.1002,36.71.04,36.71,36,4742.0,11964.0,900.0
31275,36.71.04.1004,36.71.04,36.71,36,2081.0,4985.0,264.0
31276,36.71.05.1003,36.71.05,36.71,36,5489.0,14682.0,2928.0
31277,36.71.05.1004,36.71.05,36.71,36,5303.0,12240.0,1310.0
31278,36.71.05.1005,36.71.05,36.71,36,4103.0,9090.0,1053.0
31279,36.71.05.1007,36.71.05,36.71,36,3457.0,8721.0,1124.0
31280,36.71.05.1009,36.71.05,36.71,36,5944.0,12780.0,2192.0
31281,36.71.06.1001,36.71.06,36.71,36,4580.0,11453.0,2143.0
31282,36.71.06.1002,36.71.06,36.71,36,4381.0,11143.0,2487.0
31283,36.71.06.1003,36.71.06,36.71,36,2642.0,6988.0,2051.0
31284,36.71.06.1004,36.71.06,36.71,36,3904.0,9751.0,3009.0
31285,36.71.07.1002,36.71.07,36.71,36,2299.0,5697.0,559.0
31286,36.71.07.1013,36.71.07,36.71,36,2758.0,7180.0,869.0
31287,36.71.07.1014,36.71.07,36.71,36,2078.0,5772.0,711.0
31288,36.71.07.1016,36.71.07,36.71,36,2411.0,5900.0,657.0
31289,36.71.08.1001,36.71.08,36.71,36,6173.0,15215.0,2147.0
31290,36.71.08.1002,36.71.08,36.71,36,7328.0,20738.0,2037.0
31291,36.71.08.1003,36.71.08,36.71,36,9508.0,25072.0,4255.0
31292,36.71.09.1003,36.71.09,36.71,36,4196.0,10154.0,4656.0
31293,36.71.09.1004,36.71.09,36.71,36,5324.0,11578.0,3774.0
31294,36.71.10.1003,36.71.10,36.71,36,5032.0,11408.0,570.0
31295,36.71.10.1004,36.71.10,36.71,36,5350.0,11644.0,633.0
31296,36.71.10.1006,36.71.10,36.71,36,3920.0,8903.0,1473.0
31297,36.71.11.1001,36.71.11,36.71,36,4987.0,11301.0,3442.0
31298,36.71.11.1002,36.71.11,36.71,36,4477.0,10687.0,2205.0
31299,36.71.11.1003,36.71.11,36.71,36,4198.0,10279.0,1652.0
31300,36.71.11.1005,36.71.11,36.71,36,7984.0,19809.0,4277.0
31301,36.71.11.1006,36.71.11,36.71,36,2613.0,5895.0,346.0
31302,36.71.11.1007,36.71.11,36.71,36,4163.0,8195.0,2142.0
31303,36.71.11.1010,36.71.11,36.71,36,6030.0,14002.0,2556.0
31304,36.71.12.1006,36.71.12,36.71,36,4128.0,11526.0,3200.0
31305,36.71.12.1005,36.71.12,36.71,36,3881.0,10771.0,1889.0
31306,36.71.13.1001,36.71.13,36.71,36,5657.0,14254.0,2985.0
31307,36.71.13.1002,36.71.13,36.71,36,4350.0,11066.0,2846.0
31308,36.71.13.1003,36.71.13,36.71,36,4465.0,12474.0,1786.0
31309,36.71.13.1004,36.71.13,36.71,36,3359.0,8811.0,2226.0
31310,36.71.13.1008,36.71.13,36.71,36,3846.0,10380.0,1875.0
31311,36.72.01.1001,36.72.01,36.72,36,5428.0,11622.0,3685.0
31312,36.72.01.1004,36.72.01,36.72,36,1210.0,2272.0,55.0
31313,36.72.01.1005,36.72.01,36.72,36,2767.0,6348.0,576.0
31314,36.72.02.1001,36.72.02,36.72,36,1232.0,3153.0,118.0
31315,36.72.02.1002,36.72.02,36.72,36,3113.0,7103.0,1983.0
31316,36.72.02.1003,36.72.02,36.72,36,2803.0,5813.0,1157.0
31317,36.72.03.1001,36.72.03,36.72,36,4568.0,10643.0,423.0
31318,36.72.03.1002,36.72.03,36.72,36,4203.0,8434.0,557.0
31319,36.72.04.1002,36.72.04,36.72,36,3092.0,6888.0,537.0
31320,36.72.04.1005,36.72.04,36.72,36,2346.0,5209.0,241.0
31321,36.72.04.1006,36.72.04,36.72,36,2653.0,5510.0,317.0
31322,36.72.05.1002,36.72.05,36.72,36,5949.0,13875.0,1811.0
31323,36.72.06.1001,36.72.06,36.72,36,2516.0,4529.0,1539.0
31324,36.72.06.1003,36.72.06,36.72,36,4387.0,9829.0,1051.0
31325,36.72.07.1005,36.72.07,36.72,36,1560.0,3215.0,189.0
31326,36.72.07.1001,36.72.07,36.72,36,608.0,1406.0,283.0
31327,36.72.07.1003,36.72.07,36.72,36,4066.0,8674.0,1955.0
31328,36.72.07.1004,36.72.07,36.72,36,1821.0,4221.0,417.0
31329,36.72.07.1006,36.72.07,36.72,36,1001.0,2404.0,181.0
31330,36.72.08.1005,36.72.08,36.72,36,3410.0,7859.0,855.0
31331,36.72.08.1006,36.72.08,36.72,36,2793.0,6340.0,470.0
31332,36.72.08.1007,36.72.08,36.72,36,4359.0,10362.0,1684.0
31333,36.73.01.1003,36.73.01,36.73,36,5732.0,11790.0,3352.0
31334,36.73.01.1005,36.73.01,36.73,36,4742.0,10196.0,1067.0
31335,36.73.01.1006,36.73.01,36.73,36,7170.0,15513.0,1323.0
31336,36.73.01.1008,36.73.01,36.73,36,1882.0,3199.0,56.0
31337,36.73.01.1012,36.73.01,36.73,36,4459.0,9497.0,1008.0
31338,36.73.02.1003,36.73.02,36.73,36,3199.0,5004.0,55.0
31339,36.73.02.1004,36.73.02,36.73,36,4672.0,5049.0,128.0
31340,36.73.02.1006,36.73.02,36.73,36,2602.0,4215.0,29.0
31341,36.73.02.1009,36.73.02,36.73,36,3300.0,4271.0,27.0
31342,36.73.03.1001,36.73.03,36.73,36,1065.0,2622.0,147.0
31343,36.73.03.1008,36.73.03,36.73,36,2235.0,4275.0,524.0
31344,36.73.03.1009,36.73.03,36.73,36,1943.0,3913.0,359.0
31345,36.73.03.1010,36.73.03,36.73,36,4327.0,7478.0,1123.0
31346,36.73.03.1012,36.73.03,36.73,36,1315.0,2919.0,68.0
31347,36.73.03.1014,36.73.03,36.73,36,3559.0,7251.0,702.0
31348,36.73.04.1001,36.73.04,36.73,36,1289.0,2956.0,95.0
31349,36.73.04.1002,36.73.04,36.73,36,1792.0,3773.0,98.0
31350,36.73.04.1003,36.73.04,36.73,36,2427.0,5077.0,121.0
31351,36.73.04.1005,36.73.04,36.73,36,2668.0,5287.0,594.0
31352,36.73.04.1006,36.73.04,36.73,36,1651.0,3359.0,53.0
31353,36.73.04.1009,36.73.04,36.73,36,1418.0,3312.0,35.0
31354,36.73.04.1010,36.73.04,36.73,36,1412.0,2842.0,67.0
31355,36.73.05.1007,36.73.05,36.73,36,2685.0,3384.0,1315.0
31356,36.73.05.1003,36.73.05,36.73,36,4087.0,7617.0,1007.0
31357,36.73.05.1004,36.73.05,36.73,36,4815.0,7397.0,1442.0
31358,36.73.05.1006,36.73.05,36.73,36,2754.0,4251.0,362.0
31359,36.73.05.1008,36.73.05,36.73,36,2798.0,4983.0,116.0
31360,36.73.06.1001,36.73.06,36.73,36,2773.0,5134.0,216.0
31361,36.73.06.1002,36.73.06,36.73,36,2103.0,3924.0,38.0
31362,36.73.06.1003,36.73.06,36.73,36,1637.0,3229.0,75.0
31363,36.73.06.1005,36.73.06,36.73,36,1465.0,2223.0,23.0
31364,36.73.06.1007,36.73.06,36.73,36,2597.0,4527.0,682.0
31365,36.73.06.1008,36.73.06,36.73,36,5828.0,11157.0,2237.0
31366,36.73.06.1009,36.73.06,36.73,36,1471.0,3181.0,89.0
31367,36.74.04.1004,36.74.04,36.74,36,7242.0,18029.0,4481.0
31368,36.73.06.1010,36.73.06,36.73,36,3544.0,5716.0,1051.0
31369,36.73.06.1012,36.73.06,36.73,36,2259.0,4239.0,590.0
31370,36.74.01.1004,36.74.01,36.74,36,2769.0,6200.0,2086.0
31371,36.74.01.1005,36.74.01,36.74,36,2563.0,5158.0,1471.0
31372,36.74.01.1009,36.74.01,36.74,36,5352.0,12496.0,1992.0
31373,36.74.02.1001,36.74.02,36.74,36,3413.0,8018.0,1281.0
31374,36.74.02.1003,36.74.02,36.74,36,6875.0,14038.0,4170.0
31375,36.74.03.1002,36.74.03,36.74,36,5875.0,13266.0,6255.0
31376,36.74.03.1004,36.74.03,36.74,36,2737.0,6007.0,1367.0
31377,36.74.03.1005,36.74.03,36.74,36,7045.0,16976.0,4612.0
31378,36.74.03.1006,36.74.03,36.74,36,6028.0,12508.0,2978.0
31379,36.74.03.1007,36.74.03,36.74,36,7919.0,21738.0,5346.0
31380,36.74.03.1009,36.74.03,36.74,36,3080.0,7257.0,1084.0
31381,36.74.03.1010,36.74.03,36.74,36,8623.0,20683.0,5840.0
31382,36.74.04.1001,36.74.04,36.74,36,6459.0,15863.0,3973.0
31383,36.74.04.1002,36.74.04,36.74,36,9725.0,20027.0,7740.0
31384,36.74.04.1007,36.74.04,36.74,36,5935.0,15494.0,3169.0
31385,36.74.05.1001,36.74.05,36.74,36,6153.0,14005.0,4575.0
31386,36.74.05.1002,36.74.05,36.74,36,6902.0,15420.0,5316.0
31387,36.74.05.1006,36.74.05,36.74,36,5400.0,13604.0,4137.0
31388,36.74.06.1004,36.74.06,36.74,36,4942.0,11408.0,3144.0
31389,36.74.06.1005,36.74.06,36.74,36,8338.0,22204.0,3237.0
31390,36.74.06.1006,36.74.06,36.74,36,12159.0,29585.0,6295.0
31391,36.74.06.1007,36.74.06,36.74,36,7385.0,14288.0,3923.0
31392,36.74.06.1008,36.74.06,36.74,36,7051.0,15601.0,6298.0
31393,36.74.07.1003,36.74.07,36.74,36,2117.0,4780.0,285.0
31394,36.74.07.1004,36.74.07,36.74,36,5891.0,11960.0,3706.0
