,KODE_KEL_DESA,KODE_KEC,KODE_KAB_KOTA,KODE_PROVINSI,NAMA_KEL_DESA,NAMA_KECAMATAN,NAMA_KAB_KOTA,NAMA_PROVINSI,Total_DPT
1145,36.02.08.2003,36.02.08,36.02,36,Gunungkendeng,Gunungkencana,Lebak,Banten,3660.0
1146,36.02.27.2003,36.02.27,36.02,36,Karangnunggal,Cirinten,Lebak,Banten,3484.0
1147,36.02.22.2003,36.02.22,36.02,36,Sukajaya,Sobang,Lebak,Banten,3309.0
1148,36.02.27.2009,36.02.27,36.02,36,Karoya,Cirinten,Lebak,Banten,2266.0
1149,36.02.22.2008,36.02.22,36.02,36,Sinar Jaya,Sobang,Lebak,Banten,2899.0
1150,36.02.22.2004,36.02.22,36.02,36,Sindanglaya,Sobang,Lebak,Banten,4810.0
1151,36.02.08.2002,36.02.08,36.02,36,Cimanyangray,Gunungkencana,Lebak,Banten,3741.0
1152,36.02.27.2001,36.02.27,36.02,36,Datarcae,Cirinten,Lebak,Banten,3380.0
1153,36.02.22.2007,36.02.22,36.02,36,Majasari,Sobang,Lebak,Banten,4394.0
1154,36.02.09.2002,36.02.09,36.02,36,Bojongjuruh,Banjarsari,Lebak,Banten,3156.0
1155,36.02.09.2020,36.02.09,36.02,36,Umbuljaya,Banjarsari,Lebak,Banten,2563.0
1156,36.02.22.2001,36.02.22,36.02,36,Ciparasi,Sobang,Lebak,Banten,4415.0
1157,36.02.22.2010,36.02.22,36.02,36,Sukaresmi,Sobang,Lebak,Banten,3116.0
1158,36.02.07.2012,36.02.07,36.02,36,Keboncau,Bojongmanik,Lebak,Banten,3510.0
1159,36.02.08.2008,36.02.08,36.02,36,Bulakan,Gunungkencana,Lebak,Banten,3765.0
1160,36.02.25.2005,36.02.25,36.02,36,Lebaksitu,Lebakgedong,Lebak,Banten,3587.0
1161,36.02.27.2004,36.02.27,36.02,36,Kadudamas,Cirinten,Lebak,Banten,2795.0
1162,36.02.22.2006,36.02.22,36.02,36,Hariang,Sobang,Lebak,Banten,4553.0
1163,36.02.27.2002,36.02.27,36.02,36,Cirinten,Cirinten,Lebak,Banten,5924.0
1164,36.02.09.2015,36.02.09,36.02,36,Tamansari,Banjarsari,Lebak,Banten,4460.0
1165,36.02.27.2006,36.02.27,36.02,36,Parakanlima,Cirinten,Lebak,Banten,1628.0
1166,36.02.25.2002,36.02.25,36.02,36,Ciladaeun,Lebakgedong,Lebak,Banten,4508.0
1167,36.02.08.2011,36.02.08,36.02,36,Kramatjaya,Gunungkencana,Lebak,Banten,6183.0
1168,36.02.25.2003,36.02.25,36.02,36,Lebakgedong,Lebakgedong,Lebak,Banten,4889.0
1169,36.02.07.2009,36.02.07,36.02,36,Cimayang,Bojongmanik,Lebak,Banten,4387.0
1170,36.02.06.2001,36.02.06,36.02,36,Kanekes,Leuwidamar,Lebak,Banten,3106.0
1171,36.02.09.2004,36.02.09,36.02,36,Lebakkeusik,Banjarsari,Lebak,Banten,3832.0
1172,36.02.22.2002,36.02.22,36.02,36,Sobang,Sobang,Lebak,Banten,6529.0
1173,36.02.09.2003,36.02.09,36.02,36,Leuwiipuh,Banjarsari,Lebak,Banten,4821.0
1174,36.02.25.2004,36.02.25,36.02,36,Banjarsari,Lebakgedong,Lebak,Banten,2115.0
1175,36.02.09.2019,36.02.09,36.02,36,Labanjaya,Banjarsari,Lebak,Banten,2685.0
1176,36.02.08.2007,36.02.08,36.02,36,Cicaringin,Gunungkencana,Lebak,Banten,4974.0
1177,36.02.05.2003,36.02.05,36.02,36,Pasireurih,Muncang,Lebak,Banten,3654.0
1178,36.02.27.2008,36.02.27,36.02,36,Cempaka,Cirinten,Lebak,Banten,2708.0
1179,36.02.05.2018,36.02.05,36.02,36,Jagaraksa,Muncang,Lebak,Banten,3575.0
1180,36.02.07.2010,36.02.07,36.02,36,Parakanbeusi,Bojongmanik,Lebak,Banten,5424.0
1181,36.02.08.2006,36.02.08,36.02,36,Ciakar,Gunungkencana,Lebak,Banten,2793.0
1182,36.02.09.2005,36.02.09,36.02,36,Cilegongilir,Banjarsari,Lebak,Banten,4334.0
1183,36.02.07.2004,36.02.07,36.02,36,Bojongmanik,Bojongmanik,Lebak,Banten,2526.0
1184,36.02.07.2014,36.02.07,36.02,36,Mekarmanik,Bojongmanik,Lebak,Banten,2171.0
1185,36.02.08.2004,36.02.08,36.02,36,Cisampang,Gunungkencana,Lebak,Banten,3235.0
1186,36.02.05.2008,36.02.05,36.02,36,Cikarang,Muncang,Lebak,Banten,4475.0
1187,36.02.04.2016,36.02.04,36.02,36,Pasirhaur,Cipanas,Lebak,Banten,473.0
1188,36.02.06.2007,36.02.06,36.02,36,Nayagati,Leuwidamar,Lebak,Banten,6019.0
1189,36.02.09.2013,36.02.09,36.02,36,Cisampih,Banjarsari,Lebak,Banten,2764.0
1190,36.02.05.2013,36.02.05,36.02,36,Pasirnangka,Muncang,Lebak,Banten,3915.0
1191,36.02.25.2006,36.02.25,36.02,36,Lebaksangka,Lebakgedong,Lebak,Banten,2123.0
1192,36.02.06.2008,36.02.06,36.02,36,Bojongmenteng,Leuwidamar,Lebak,Banten,4265.0
1193,36.02.12.2001,36.02.12,36.02,36,Maraya,Sajira,Lebak,Banten,5629.0
1194,36.02.27.2005,36.02.27,36.02,36,Badur,Cirinten,Lebak,Banten,3457.0
1195,36.02.25.2001,36.02.25,36.02,36,Banjaririgasi,Lebakgedong,Lebak,Banten,7894.0
1196,36.02.04.2003,36.02.04,36.02,36,Girilaya,Cipanas,Lebak,Banten,4562.0
1197,36.02.06.2012,36.02.06,36.02,36,Cisimeut Raya,Leuwidamar,Lebak,Banten,5789.0
1198,36.02.04.2009,36.02.04,36.02,36,Giriharja,Cipanas,Lebak,Banten,4726.0
1199,36.02.09.2010,36.02.09,36.02,36,Jalupanggirang,Banjarsari,Lebak,Banten,3484.0
1200,36.02.08.2010,36.02.08,36.02,36,Bojongkoneng,Gunungkencana,Lebak,Banten,3554.0
1201,36.02.04.2013,36.02.04,36.02,36,Jayapura,Cipanas,Lebak,Banten,3061.0
1202,36.02.05.2019,36.02.05,36.02,36,Tanjungwangi,Muncang,Lebak,Banten,3753.0
1203,36.02.05.2006,36.02.05,36.02,36,Leuwicoo,Muncang,Lebak,Banten,3842.0
1204,36.02.07.2008,36.02.07,36.02,36,Kadurahayu,Bojongmanik,Lebak,Banten,1754.0
1205,36.02.04.2002,36.02.04,36.02,36,Cipanas,Cipanas,Lebak,Banten,2424.0
1206,36.02.08.2001,36.02.08,36.02,36,Gunungkencana,Gunungkencana,Lebak,Banten,3985.0
1207,36.02.09.2016,36.02.09,36.02,36,Cidahu,Banjarsari,Lebak,Banten,5007.0
1208,36.02.04.2020,36.02.04,36.02,36,Harumsari,Cipanas,Lebak,Banten,2513.0
1209,36.02.06.2009,36.02.06,36.02,36,Margawangi,Leuwidamar,Lebak,Banten,2648.0
1210,36.02.05.2004,36.02.05,36.02,36,Ciminyak,Muncang,Lebak,Banten,4804.0
1211,36.02.12.2013,36.02.12,36.02,36,Margaluyu,Sajira,Lebak,Banten,6303.0
1212,36.02.08.2009,36.02.08,36.02,36,Sukanegara,Gunungkencana,Lebak,Banten,4043.0
1213,36.02.04.2004,36.02.04,36.02,36,Malangsari,Cipanas,Lebak,Banten,2864.0
1214,36.02.06.2002,36.02.06,36.02,36,Cisimeut,Leuwidamar,Lebak,Banten,5327.0
1215,36.02.04.2015,36.02.04,36.02,36,Bintangsari,Cipanas,Lebak,Banten,3098.0
1216,36.02.06.2006,36.02.06,36.02,36,Sangkanwangi,Leuwidamar,Lebak,Banten,3991.0
1217,36.02.08.2005,36.02.08,36.02,36,Ciginggang,Gunungkencana,Lebak,Banten,5630.0
1218,36.02.09.2006,36.02.09,36.02,36,Keusik,Banjarsari,Lebak,Banten,6859.0
1219,36.02.04.2014,36.02.04,36.02,36,Sipayung,Cipanas,Lebak,Banten,5225.0
1220,36.02.07.2007,36.02.07,36.02,36,Harjawana,Bojongmanik,Lebak,Banten,2610.0
1221,36.02.05.2005,36.02.05,36.02,36,Muncang,Muncang,Lebak,Banten,5030.0
1222,36.02.07.2016,36.02.07,36.02,36,Mekar Rahayu,Bojongmanik,Lebak,Banten,1957.0
1223,36.02.04.2005,36.02.04,36.02,36,Bintangresmi,Cipanas,Lebak,Banten,4779.0
1224,36.02.04.2006,36.02.04,36.02,36,Talagahiyang,Cipanas,Lebak,Banten,2407.0
1225,36.02.04.2007,36.02.04,36.02,36,Luhurjaya,Cipanas,Lebak,Banten,6453.0
1226,36.02.05.2012,36.02.05,36.02,36,Sukanagara,Muncang,Lebak,Banten,4460.0
1227,36.02.09.2017,36.02.09,36.02,36,Ciruji,Banjarsari,Lebak,Banten,5149.0
1228,36.02.12.2008,36.02.12,36.02,36,Sukamarga,Sajira,Lebak,Banten,3463.0
1229,36.02.05.2021,36.02.05,36.02,36,Girijagabaya,Muncang,Lebak,Banten,2374.0
1230,36.02.04.2010,36.02.04,36.02,36,Sukasari,Cipanas,Lebak,Banten,4802.0
1231,36.02.06.2003,36.02.06,36.02,36,Cibungur,Leuwidamar,Lebak,Banten,4081.0
1232,36.02.04.2008,36.02.04,36.02,36,Haurgajrug,Cipanas,Lebak,Banten,3550.0
1233,36.02.06.2004,36.02.06,36.02,36,Leuwidamar,Leuwidamar,Lebak,Banten,5746.0
1234,36.02.05.2020,36.02.05,36.02,36,Mekarwangi,Muncang,Lebak,Banten,4966.0
1235,36.02.06.2011,36.02.06,36.02,36,Jalupangmulya,Leuwidamar,Lebak,Banten,4417.0
1236,36.02.10.2010,36.02.10,36.02,36,Mekarjaya,Cileles,Lebak,Banten,4869.0
1237,36.02.09.2018,36.02.09,36.02,36,Kaduhauk,Banjarsari,Lebak,Banten,3349.0
1238,36.02.09.2007,36.02.09,36.02,36,Cibaturkeusik,Banjarsari,Lebak,Banten,2115.0
1239,36.02.10.2011,36.02.10,36.02,36,Kujangsari,Cileles,Lebak,Banten,4591.0
1240,36.02.06.2005,36.02.06,36.02,36,Lebakparahiang,Leuwidamar,Lebak,Banten,3324.0
1241,36.02.12.2011,36.02.12,36.02,36,Sajira Mekar,Sajira,Lebak,Banten,4779.0
1242,36.02.07.2017,36.02.07,36.02,36,Pasirbitung,Bojongmanik,Lebak,Banten,1439.0
1243,36.02.10.2002,36.02.10,36.02,36,Parungkujang,Cileles,Lebak,Banten,5132.0
1244,36.02.10.2001,36.02.10,36.02,36,Pasindangan,Cileles,Lebak,Banten,5737.0
1245,36.02.12.2006,36.02.12,36.02,36,Sindangsari,Sajira,Lebak,Banten,3946.0
1246,36.02.05.2007,36.02.05,36.02,36,Sindangwangi,Muncang,Lebak,Banten,4240.0
1247,36.02.12.2002,36.02.12,36.02,36,Sajira,Sajira,Lebak,Banten,3239.0
1248,36.02.06.2010,36.02.06,36.02,36,Wantisari,Leuwidamar,Lebak,Banten,5638.0
1249,36.02.09.2011,36.02.09,36.02,36,Bendungan,Banjarsari,Lebak,Banten,3125.0
1250,36.02.23.2001,36.02.23,36.02,36,Guradog,Curug Bitung,Lebak,Banten,3964.0
1251,36.02.10.2003,36.02.10,36.02,36,Cileles,Cileles,Lebak,Banten,4133.0
1252,36.02.10.2004,36.02.10,36.02,36,Cikareo,Cileles,Lebak,Banten,4976.0
1253,36.02.11.2015,36.02.11,36.02,36,Sangkanmanik,Cimarga,Lebak,Banten,3888.0
1254,36.02.11.2008,36.02.11,36.02,36,Jayamanik,Cimarga,Lebak,Banten,3079.0
1255,36.02.12.2010,36.02.12,36.02,36,Sukajaya,Sajira,Lebak,Banten,3131.0
1256,36.02.11.2003,36.02.11,36.02,36,Sudamanik,Cimarga,Lebak,Banten,4618.0
1257,36.02.12.2004,36.02.12,36.02,36,Calungbungur,Sajira,Lebak,Banten,2936.0
1258,36.02.09.2014,36.02.09,36.02,36,Gunungsari,Banjarsari,Lebak,Banten,2807.0
1259,36.02.12.2003,36.02.12,36.02,36,Sukarame,Sajira,Lebak,Banten,4512.0
1260,36.02.09.2009,36.02.09,36.02,36,Kumpay,Banjarsari,Lebak,Banten,6129.0
1261,36.02.10.2005,36.02.10,36.02,36,Cipadang,Cileles,Lebak,Banten,8259.0
1262,36.02.11.2001,36.02.11,36.02,36,Sarageni,Cimarga,Lebak,Banten,2980.0
1263,36.02.11.2014,36.02.11,36.02,36,Girimukti,Cimarga,Lebak,Banten,4415.0
1264,36.02.11.2016,36.02.11,36.02,36,Sangiangjaya,Cimarga,Lebak,Banten,485.0
1265,36.02.10.2009,36.02.10,36.02,36,Margamulya,Cileles,Lebak,Banten,5737.0
1266,36.02.12.2014,36.02.12,36.02,36,Bungurmekar,Sajira,Lebak,Banten,3915.0
1267,36.02.11.2009,36.02.11,36.02,36,Margaluyu,Cimarga,Lebak,Banten,4661.0
1268,36.02.10.2008,36.02.10,36.02,36,Daroyon,Cileles,Lebak,Banten,5180.0
1269,36.02.11.2013,36.02.11,36.02,36,Jayasari,Cimarga,Lebak,Banten,1619.0
1270,36.02.12.2012,36.02.12,36.02,36,Paja,Sajira,Lebak,Banten,1781.0
1271,36.02.23.2010,36.02.23,36.02,36,Lebakasih,Curug Bitung,Lebak,Banten,2461.0
1272,36.02.23.2003,36.02.23,36.02,36,Candi,Curug Bitung,Lebak,Banten,3369.0
1273,36.02.11.2017,36.02.11,36.02,36,Mekarmulya,Cimarga,Lebak,Banten,3548.0
1274,36.02.11.2005,36.02.11,36.02,36,Cimarga,Cimarga,Lebak,Banten,2059.0
1275,36.02.23.2008,36.02.23,36.02,36,Sekarwangi,Curug Bitung,Lebak,Banten,4468.0
1276,36.02.11.2010,36.02.11,36.02,36,Margatirta,Cimarga,Lebak,Banten,3635.0
1277,36.02.10.2012,36.02.10,36.02,36,Banjarsari,Cileles,Lebak,Banten,5263.0
1278,36.02.11.2002,36.02.11,36.02,36,Gununganten,Cimarga,Lebak,Banten,840.0
1279,36.02.10.2006,36.02.10,36.02,36,Gumuruh,Cileles,Lebak,Banten,7104.0
1280,36.02.23.2007,36.02.23,36.02,36,Ciburuy,Curug Bitung,Lebak,Banten,4663.0
1281,36.02.11.2004,36.02.11,36.02,36,Tambak,Cimarga,Lebak,Banten,1418.0
1282,36.02.12.2007,36.02.12,36.02,36,Mekarsari,Sajira,Lebak,Banten,4232.0
1283,36.02.10.2007,36.02.10,36.02,36,Prabugantungan,Cileles,Lebak,Banten,6772.0
1284,36.02.11.2007,36.02.11,36.02,36,Margajaya,Cimarga,Lebak,Banten,5545.0
1285,36.02.23.2004,36.02.23,36.02,36,Mayak,Curug Bitung,Lebak,Banten,2779.0
1286,36.02.11.2011,36.02.11,36.02,36,Intenjaya,Cimarga,Lebak,Banten,518.0
1287,36.02.12.2015,36.02.12,36.02,36,Ciuyah,Sajira,Lebak,Banten,6542.0
1288,36.02.11.2012,36.02.11,36.02,36,Mekarjaya,Cimarga,Lebak,Banten,3568.0
1289,36.02.12.2009,36.02.12,36.02,36,Pajagan,Sajira,Lebak,Banten,4750.0
1290,36.02.23.2002,36.02.23,36.02,36,Curugbitung,Curug Bitung,Lebak,Banten,4721.0
1291,36.02.23.2006,36.02.23,36.02,36,Cilayang,Curug Bitung,Lebak,Banten,1974.0
1292,36.02.14.2001,36.02.14,36.02,36,Pasirtanjung,Rangkasbitung,Lebak,Banten,3879.0
1293,36.02.24.2005,36.02.24,36.02,36,Sangiangtanjung,Kalanganyar,Lebak,Banten,4081.0
1294,36.02.23.2009,36.02.23,36.02,36,Cidadap,Curug Bitung,Lebak,Banten,4686.0
1295,36.02.11.2006,36.02.11,36.02,36,Karyajaya,Cimarga,Lebak,Banten,1304.0
1296,36.02.13.2022,36.02.13,36.02,36,Buyut Mekar,Maja,Lebak,Banten,2233.0
1297,36.02.12.2005,36.02.12,36.02,36,Parungsari,Sajira,Lebak,Banten,5911.0
1298,36.02.24.2001,36.02.24,36.02,36,Kalanganyar,Kalanganyar,Lebak,Banten,4740.0
1299,36.02.24.2006,36.02.24,36.02,36,Sukamekarsari,Kalanganyar,Lebak,Banten,3005.0
1300,36.02.13.2018,36.02.13,36.02,36,Cilangkap,Maja,Lebak,Banten,5298.0
1301,36.02.24.2002,36.02.24,36.02,36,Pasirkupa,Kalanganyar,Lebak,Banten,4388.0
1302,36.02.13.2021,36.02.13,36.02,36,Pasirkecapi,Maja,Lebak,Banten,3809.0
1303,36.02.14.2017,36.02.14,36.02,36,Rangkasbitung Timur,Rangkasbitung,Lebak,Banten,3322.0
1304,36.02.13.2016,36.02.13,36.02,36,Sindangmulya,Maja,Lebak,Banten,5256.0
1305,36.02.23.2005,36.02.23,36.02,36,Cipining,Curug Bitung,Lebak,Banten,4406.0
1306,36.02.14.1002,36.02.14,36.02,36,Rangkasbitung Barat,Rangkasbitung,Lebak,Banten,3552.0
1307,36.02.24.2004,36.02.24,36.02,36,Aweh,Kalanganyar,Lebak,Banten,2382.0
1308,36.02.18.2001,36.02.18,36.02,36,Tambakbaya,Cibadak,Lebak,Banten,8806.0
1309,36.02.13.2011,36.02.13,36.02,36,Mekarsari,Maja,Lebak,Banten,3875.0
1310,36.02.13.2008,36.02.13,36.02,36,Binong,Maja,Lebak,Banten,4421.0
1311,36.02.24.2003,36.02.24,36.02,36,Cilangkap,Kalanganyar,Lebak,Banten,6291.0
1312,36.02.13.2012,36.02.13,36.02,36,Padasuka,Maja,Lebak,Banten,3909.0
1313,36.02.14.1007,36.02.14,36.02,36,Muara Ciujung Barat,Rangkasbitung,Lebak,Banten,2662.0
1314,36.02.14.1012,36.02.14,36.02,36,Muara Ciujung Timur,Rangkasbitung,Lebak,Banten,6339.0
1315,36.02.24.2007,36.02.24,36.02,36,Cikatapis,Kalanganyar,Lebak,Banten,2550.0
1316,36.02.13.2005,36.02.13,36.02,36,Tanjungsari,Maja,Lebak,Banten,5256.0
1317,36.02.18.2011,36.02.18,36.02,36,Bojong Leles,Cibadak,Lebak,Banten,9926.0
1318,36.02.14.2013,36.02.14,36.02,36,Jatimulya,Rangkasbitung,Lebak,Banten,4188.0
1319,36.02.14.2023,36.02.14,36.02,36,Narimbang Mulia,Rangkasbitung,Lebak,Banten,5028.0
1320,36.02.14.1006,36.02.14,36.02,36,Cijoro Lebak,Rangkasbitung,Lebak,Banten,4265.0
1321,36.02.14.2021,36.02.14,36.02,36,Cimangeunteung,Rangkasbitung,Lebak,Banten,4081.0
1322,36.02.13.2023,36.02.13,36.02,36,Maja Baru,Maja,Lebak,Banten,4508.0
1323,36.02.13.2007,36.02.13,36.02,36,Sangiang,Maja,Lebak,Banten,5752.0
1324,36.02.18.2002,36.02.18,36.02,36,Kaduagung Timur,Cibadak,Lebak,Banten,9976.0
1325,36.02.18.2015,36.02.18,36.02,36,Kaduagung Tengah,Cibadak,Lebak,Banten,5431.0
1326,36.02.13.2009,36.02.13,36.02,36,Gubugan Cibeureum,Maja,Lebak,Banten,1087.0
1327,36.02.18.2013,36.02.18,36.02,36,Mekar Agung,Cibadak,Lebak,Banten,5290.0
1328,36.02.15.2001,36.02.15,36.02,36,Sukarendah,Warunggunung,Lebak,Banten,6235.0
1329,36.02.15.2010,36.02.15,36.02,36,Selaraja,Warunggunung,Lebak,Banten,5856.0
1330,36.02.18.2007,36.02.18,36.02,36,Kaduagung Barat,Cibadak,Lebak,Banten,7398.0
1331,36.02.13.2020,36.02.13,36.02,36,Pasirkembang,Maja,Lebak,Banten,5385.0
1332,36.02.13.2015,36.02.13,36.02,36,Curugbadak,Maja,Lebak,Banten,7879.0
1333,36.02.13.2006,36.02.13,36.02,36,Maja,Maja,Lebak,Banten,7805.0
1334,36.02.14.2014,36.02.14,36.02,36,Mekarsari,Rangkasbitung,Lebak,Banten,4659.0
1335,36.02.15.2003,36.02.15,36.02,36,Cibuah,Warunggunung,Lebak,Banten,5267.0
1336,36.02.14.1008,36.02.14,36.02,36,Cijoro Pasir,Rangkasbitung,Lebak,Banten,5061.0
1337,36.02.15.2002,36.02.15,36.02,36,Warunggunung,Warunggunung,Lebak,Banten,7029.0
1338,36.02.15.2004,36.02.15,36.02,36,Pasir Tangkil,Warunggunung,Lebak,Banten,4288.0
1339,36.02.15.2005,36.02.15,36.02,36,Baros,Warunggunung,Lebak,Banten,2965.0
1340,36.02.18.2004,36.02.18,36.02,36,Cibadak,Cibadak,Lebak,Banten,7885.0
1341,36.02.18.2009,36.02.18,36.02,36,Malabar,Cibadak,Lebak,Banten,4730.0
1342,36.02.15.2011,36.02.15,36.02,36,Cempaka,Warunggunung,Lebak,Banten,4995.0
1343,36.02.18.2010,36.02.18,36.02,36,Pasar Keong,Cibadak,Lebak,Banten,7836.0
1344,36.02.14.2009,36.02.14,36.02,36,Citeras,Rangkasbitung,Lebak,Banten,3653.0
1345,36.02.15.2012,36.02.15,36.02,36,Sindangsari,Warunggunung,Lebak,Banten,3857.0
1346,36.02.14.2016,36.02.14,36.02,36,Pabuaran,Rangkasbitung,Lebak,Banten,5157.0
1347,36.02.15.2006,36.02.15,36.02,36,Banjarsari,Warunggunung,Lebak,Banten,3927.0
1348,36.02.14.2019,36.02.14,36.02,36,Sukamanah,Rangkasbitung,Lebak,Banten,2756.0
1349,36.02.18.2014,36.02.18,36.02,36,Asem Margaluyu,Cibadak,Lebak,Banten,4962.0
1350,36.02.14.2010,36.02.14,36.02,36,Nameng,Rangkasbitung,Lebak,Banten,6247.0
1351,36.02.18.2012,36.02.18,36.02,36,Cimenteng Jaya,Cibadak,Lebak,Banten,2992.0
1352,36.02.18.2003,36.02.18,36.02,36,Panancangan,Cibadak,Lebak,Banten,3743.0
1353,36.02.14.2011,36.02.14,36.02,36,Kolelet Wetan,Rangkasbitung,Lebak,Banten,4174.0
1354,36.02.15.2007,36.02.15,36.02,36,Padasuka,Warunggunung,Lebak,Banten,5731.0
1355,36.02.18.2005,36.02.18,36.02,36,Asem,Cibadak,Lebak,Banten,3589.0
1356,36.02.18.2008,36.02.18,36.02,36,Bojongcae,Cibadak,Lebak,Banten,5754.0
1357,36.02.18.2006,36.02.18,36.02,36,Cisangu,Cibadak,Lebak,Banten,5397.0
1358,36.02.15.2008,36.02.15,36.02,36,Sukaraja,Warunggunung,Lebak,Banten,4999.0
1359,36.02.15.2009,36.02.15,36.02,36,Jagabaya,Warunggunung,Lebak,Banten,3330.0
1360,36.02.17.2010,36.02.17,36.02,36,Sumurbandung,Cikulur,Lebak,Banten,5068.0
1361,36.02.03.2013,36.02.03,36.02,36,Bayah Timur,Bayah,Lebak,Banten,7510.0
1362,36.02.02.2017,36.02.02,36.02,36,Hegarmanah,Panggarangan,Lebak,Banten,2866.0
1363,36.02.02.2002,36.02.02,36.02,36,Panggarangan,Panggarangan,Lebak,Banten,4066.0
1364,36.02.20.2003,36.02.20,36.02,36,Cikamunding,Cilograng,Lebak,Banten,4947.0
1365,36.02.02.2018,36.02.02,36.02,36,Sukajadi,Panggarangan,Lebak,Banten,3266.0
1366,36.02.02.2010,36.02.02,36.02,36,Situregen,Panggarangan,Lebak,Banten,1105.0
1367,36.02.20.2007,36.02.20,36.02,36,Cikatomas,Cilograng,Lebak,Banten,6525.0
1368,36.02.03.2008,36.02.03,36.02,36,Cimancak,Bayah,Lebak,Banten,4661.0
1369,36.02.03.2007,36.02.03,36.02,36,Suwakan,Bayah,Lebak,Banten,2722.0
1370,36.02.26.2001,36.02.26,36.02,36,Panyaungan,Cihara,Lebak,Banten,6569.0
1371,36.02.20.2004,36.02.20,36.02,36,Cijengkol,Cilograng,Lebak,Banten,4477.0
1372,36.02.03.2006,36.02.03,36.02,36,Cidikit,Bayah,Lebak,Banten,6138.0
1373,36.72.03.1002,36.72.03,36.72,36,Lebakgede,Pulomerak,Kota Cilegon,Banten,9662.0
1374,36.72.03.1004,36.72.03,36.72,36,Suralaya,Pulomerak,Kota Cilegon,Banten,8897.0
1375,36.72.03.1001,36.72.03,36.72,36,Tamansari,Pulomerak,Kota Cilegon,Banten,9152.0
1376,36.04.08.2009,36.04.08,36.04,36,Pulo Panjang,Pulo Ampel,Serang,Banten,4535.0
1377,36.04.07.2009,36.04.07,36.04,36,Pakuncen,Bojonegara,Serang,Banten,5136.0
1378,36.04.07.2011,36.04.07,36.04,36,Mekar Jaya,Bojonegara,Serang,Banten,4831.0
1379,36.04.08.2008,36.04.08,36.04,36,Margasari,Pulo Ampel,Serang,Banten,3811.0
1380,36.04.08.2001,36.04.08,36.04,36,Pulo Ampel,Pulo Ampel,Serang,Banten,3979.0
1381,36.04.08.2004,36.04.08,36.04,36,Gedung Soka,Pulo Ampel,Serang,Banten,7166.0
1382,36.04.08.2002,36.04.08,36.04,36,Sumuranja,Pulo Ampel,Serang,Banten,6361.0
1383,36.73.06.1013,36.73.06,36.73,36,Cibendung,Taktakan,Kota Serang,Banten,3664.0
1384,36.04.08.2003,36.04.08,36.04,36,Mangunreja,Pulo Ampel,Serang,Banten,4692.0
1385,36.04.08.2005,36.04.08,36.04,36,Salira,Pulo Ampel,Serang,Banten,6963.0
1386,36.04.13.2009,36.04.13,36.04,36,Wargasara,Tirtayasa,Serang,Banten,0.0
1387,36.74.02.1002,36.74.02,36.74,36,Pakualam,Serpong Utara,Kota Tangerang Selatan,Banten,15924.0
1388,36.01.04.2001,36.01.04,36.01,36,Tanjungan,Cikeusik,Pandeglang,Banten,7469.0
1389,36.01.02.2001,36.01.02,36.01,36,Rancapinang,Cimanggu,Pandeglang,Banten,2179.0
1390,36.02.20.2009,36.02.20,36.02,36,Cireundeu,Cilograng,Lebak,Banten,2615.0
1391,36.02.03.2017,36.02.03,36.02,36,Sawarna Timur,Bayah,Lebak,Banten,3357.0
1392,36.02.20.2002,36.02.20,36.02,36,Cibareno,Cilograng,Lebak,Banten,2382.0
1393,36.02.20.2001,36.02.20,36.02,36,Cilograng,Cilograng,Lebak,Banten,2111.0
1394,36.02.03.2002,36.02.03,36.02,36,Sawarna,Bayah,Lebak,Banten,7620.0
1395,36.02.20.2006,36.02.20,36.02,36,Lebaktipar,Cilograng,Lebak,Banten,3635.0
1396,36.02.20.2010,36.02.20,36.02,36,Gunungbatu,Cilograng,Lebak,Banten,2001.0
1397,36.02.03.2011,36.02.03,36.02,36,Darmasari,Bayah,Lebak,Banten,4315.0
1398,36.02.03.2018,36.02.03,36.02,36,Pamubulan,Bayah,Lebak,Banten,5202.0
1399,36.01.13.2001,36.01.13,36.01,36,Alaswangi,Menes,Pandeglang,Banten,3537.0
1400,36.01.31.2003,36.01.31,36.01,36,Bojongmanik,Sindangresmi,Pandeglang,Banten,5441.0
1401,36.01.31.2004,36.01.31,36.01,36,Campakawarna,Sindangresmi,Pandeglang,Banten,0.0
1402,36.01.04.2008,36.01.04,36.01,36,Cikadongdong,Cikeusik,Pandeglang,Banten,3855.0
1403,36.01.24.2010,36.01.24,36.01,36,Cimoyan,Patia,Pandeglang,Banten,4985.0
1404,36.01.28.2005,36.01.28,36.01,36,Cinoyong,Carita,Pandeglang,Banten,2582.0
1405,36.01.26.2003,36.01.26,36.01,36,Cipicung,Cikedal,Pandeglang,Banten,4641.0
1406,36.01.23.2005,36.01.23,36.01,36,Cisereh,Cisata,Pandeglang,Banten,1684.0
1407,36.01.16.2007,36.01.16,36.01,36,Citaman,Jiput,Pandeglang,Banten,520.0
1408,36.01.08.2007,36.01.08,36.01,36,Curuglanglang,Munjul,Pandeglang,Banten,2892.0
1409,36.01.11.2009,36.01.11,36.01,36,Ganggaeng,Picung,Pandeglang,Banten,353.0
1410,36.01.08.2005,36.01.08,36.01,36,Gunungbatu,Munjul,Pandeglang,Banten,1922.0
1411,36.01.11.2008,36.01.11,36.01,36,Kadubera,Picung,Pandeglang,Banten,1922.0
1412,36.01.31.2009,36.01.31,36.01,36,Kadumalati,Sindangresmi,Pandeglang,Banten,1037.0
