,KODE_KEL_DESA,KODE_KECAMATAN,KODE_KAB_KOTA,KODE_PROVINSI,Pengangguran,Kerah Biru,Kerah Putih,Profesional
31309,36.71.13.1004,36.71.13,36.71,36,2103.0,3108.0,5692.0,37.0
31310,36.71.13.1008,36.71.13,36.71,36,2259.0,3328.0,6377.0,40.0
31311,36.72.01.1001,36.72.01,36.72,36,3376.0,4591.0,5424.0,146.0
31312,36.72.01.1004,36.72.01,36.72,36,805.0,1418.0,419.0,3.0
31313,36.72.01.1005,36.72.01,36.72,36,2033.0,3603.0,1343.0,13.0
31314,36.72.02.1001,36.72.02,36.72,36,839.0,1428.0,1160.0,2.0
31315,36.72.02.1002,36.72.02,36.72,36,1928.0,3177.0,2596.0,62.0
31316,36.72.02.1003,36.72.02,36.72,36,1883.0,2947.0,2041.0,62.0
31317,36.72.03.1001,36.72.03,36.72,36,4239.0,5348.0,2944.0,21.0
31318,36.72.03.1002,36.72.03,36.72,36,3347.0,4496.0,2590.0,20.0
31319,36.72.04.1002,36.72.04,36.72,36,2449.0,3493.0,2134.0,15.0
31320,36.72.04.1005,36.72.04,36.72,36,1638.0,3206.0,987.0,5.0
31321,36.72.04.1006,36.72.04,36.72,36,2023.0,3297.0,1118.0,1.0
31322,36.72.05.1002,36.72.05,36.72,36,4612.0,5622.0,5662.0,83.0
31323,36.72.06.1001,36.72.06,36.72,36,1669.0,2085.0,2211.0,60.0
31324,36.72.06.1003,36.72.06,36.72,36,3105.0,4443.0,3979.0,26.0
31325,36.72.07.1005,36.72.07,36.72,36,1091.0,1737.0,948.0,1.0
31326,36.72.07.1001,36.72.07,36.72,36,503.0,585.0,738.0,11.0
31327,36.72.07.1003,36.72.07,36.72,36,2651.0,4294.0,3368.0,57.0
31328,36.72.07.1004,36.72.07,36.72,36,1348.0,2163.0,1301.0,16.0
31329,36.72.07.1006,36.72.07,36.72,36,799.0,1398.0,653.0,5.0
31330,36.72.08.1005,36.72.08,36.72,36,2645.0,3632.0,2703.0,29.0
31331,36.72.08.1006,36.72.08,36.72,36,2193.0,3319.0,1660.0,20.0
31332,36.72.08.1007,36.72.08,36.72,36,3513.0,4682.0,4184.0,46.0
31333,36.73.01.1003,36.73.01,36.73,36,5239.0,4753.0,5848.0,105.0
31334,36.73.01.1005,36.73.01,36.73,36,4504.0,4234.0,3852.0,22.0
31335,36.73.01.1006,36.73.01,36.73,36,6884.0,6456.0,5612.0,33.0
31336,36.73.01.1008,36.73.01,36.73,36,1771.0,1858.0,488.0,0.0
31337,36.73.01.1012,36.73.01,36.73,36,4105.0,3905.0,3197.0,32.0
31338,36.73.02.1003,36.73.02,36.73,36,2904.0,2931.0,1029.0,0.0
31339,36.73.02.1004,36.73.02,36.73,36,3572.0,3036.0,1039.0,2.0
31340,36.73.02.1006,36.73.02,36.73,36,2252.0,2600.0,692.0,1.0
31341,36.73.02.1009,36.73.02,36.73,36,2888.0,3063.0,563.0,4.0
31342,36.73.03.1001,36.73.03,36.73,36,978.0,1019.0,949.0,3.0
31343,36.73.03.1008,36.73.03,36.73,36,1943.0,1657.0,1836.0,23.0
31344,36.73.03.1009,36.73.03,36.73,36,1620.0,1285.0,1471.0,8.0
31345,36.73.03.1010,36.73.03,36.73,36,3452.0,2844.0,2987.0,53.0
31346,36.73.03.1012,36.73.03,36.73,36,1225.0,1609.0,685.0,5.0
31347,36.73.03.1014,36.73.03,36.73,36,3619.0,2441.0,3430.0,7.0
31348,36.73.04.1001,36.73.04,36.73,36,1106.0,1375.0,777.0,1.0
31349,36.73.04.1002,36.73.04,36.73,36,1525.0,2024.0,1015.0,6.0
31350,36.73.04.1003,36.73.04,36.73,36,2050.0,2901.0,989.0,6.0
31351,36.73.04.1005,36.73.04,36.73,36,2333.0,2653.0,1335.0,19.0
31352,36.73.04.1006,36.73.04,36.73,36,1322.0,1630.0,926.0,0.0
31353,36.73.04.1009,36.73.04,36.73,36,1231.0,1728.0,847.0,2.0
31354,36.73.04.1010,36.73.04,36.73,36,1352.0,1585.0,530.0,0.0
31355,36.73.05.1007,36.73.05,36.73,36,2503.0,1407.0,1956.0,47.0
31356,36.73.05.1003,36.73.05,36.73,36,3889.0,3308.0,2709.0,20.0
31357,36.73.05.1004,36.73.05,36.73,36,4598.0,3254.0,3129.0,48.0
31358,36.73.05.1006,36.73.05,36.73,36,2441.0,2270.0,1090.0,21.0
31359,36.73.05.1008,36.73.05,36.73,36,2649.0,2635.0,925.0,7.0
31360,36.73.06.1001,36.73.06,36.73,36,2631.0,2549.0,1204.0,0.0
31361,36.73.06.1002,36.73.06,36.73,36,2127.0,2220.0,706.0,1.0
31362,36.73.06.1003,36.73.06,36.73,36,1561.0,1820.0,597.0,2.0
31363,36.73.06.1005,36.73.06,36.73,36,1429.0,1132.0,611.0,0.0
31364,36.73.06.1007,36.73.06,36.73,36,2069.0,2035.0,1534.0,23.0
31365,36.73.06.1008,36.73.06,36.73,36,5027.0,4539.0,4673.0,46.0
31366,36.73.06.1009,36.73.06,36.73,36,1410.0,1535.0,853.0,4.0
31367,36.74.04.1004,36.74.04,36.74,36,4766.0,5834.0,10800.0,164.0
31368,36.73.06.1010,36.73.06,36.73,36,2961.0,2468.0,2225.0,25.0
31369,36.73.06.1012,36.73.06,36.73,36,2165.0,1798.0,1911.0,43.0
31370,36.74.01.1004,36.74.01,36.74,36,1748.0,2596.0,3491.0,116.0
31371,36.74.01.1005,36.74.01,36.74,36,1376.0,1993.0,2866.0,71.0
31372,36.74.01.1009,36.74.01,36.74,36,3391.0,4600.0,6071.0,54.0
31373,36.74.02.1001,36.74.02,36.74,36,2393.0,2414.0,5134.0,65.0
31374,36.74.02.1003,36.74.02,36.74,36,4119.0,4696.0,9025.0,110.0
31375,36.74.03.1002,36.74.03,36.74,36,4022.0,5092.0,8683.0,248.0
31376,36.74.03.1004,36.74.03,36.74,36,1772.0,2249.0,3351.0,56.0
31377,36.74.03.1005,36.74.03,36.74,36,4748.0,5269.0,10110.0,150.0
31378,36.74.03.1006,36.74.03,36.74,36,3697.0,4514.0,6915.0,76.0
31379,36.74.03.1007,36.74.03,36.74,36,5276.0,6915.0,12026.0,162.0
31380,36.74.03.1009,36.74.03,36.74,36,1997.0,3082.0,3428.0,42.0
31381,36.74.03.1010,36.74.03,36.74,36,5528.0,6950.0,12386.0,208.0
31382,36.74.04.1001,36.74.04,36.74,36,4157.0,5295.0,9035.0,133.0
31383,36.74.04.1002,36.74.04,36.74,36,5999.0,6619.0,13791.0,210.0
31384,36.74.04.1007,36.74.04,36.74,36,4054.0,5010.0,8810.0,88.0
31385,36.74.05.1001,36.74.05,36.74,36,4210.0,4945.0,9808.0,203.0
31386,36.74.05.1002,36.74.05,36.74,36,4739.0,5585.0,10090.0,196.0
31387,36.74.05.1006,36.74.05,36.74,36,3824.0,4997.0,9066.0,173.0
31388,36.74.06.1004,36.74.06,36.74,36,3247.0,4260.0,7335.0,141.0
31389,36.74.06.1005,36.74.06,36.74,36,5891.0,7536.0,12483.0,123.0
31390,36.74.06.1006,36.74.06,36.74,36,8013.0,10331.0,18148.0,243.0
31391,36.74.06.1007,36.74.06,36.74,36,4308.0,4996.0,8607.0,110.0
31392,36.74.06.1008,36.74.06,36.74,36,4465.0,5528.0,11265.0,238.0
31393,36.74.07.1003,36.74.07,36.74,36,1401.0,2358.0,1711.0,6.0
31394,36.74.07.1004,36.74.07,36.74,36,3836.0,4266.0,6985.0,98.0
