,KODE_KEL_DESA,KODE_KECAMATAN,KODE_KAB_KOTA,KODE_PROVINSI,POPULASI,JUMLAH_KK
29844,36.73.03.1016,36.73.03,36.73,36,3452.0,1115.0
29845,36.04.11.2004,36.04.11,36.04,36,4290.0,1403.0
29846,36.01.09.2007,36.01.09,36.01,36,3584.0,1221.0
29847,36.01.09.2008,36.01.09,36.01,36,2164.0,727.0
29848,36.01.22.2004,36.01.22,36.01,36,1665.0,472.0
29849,36.01.01.2005,36.01.01,36.01,36,2290.0,837.0
29850,36.01.12.2003,36.01.12,36.01,36,2368.0,818.0
29851,36.01.01.2002,36.01.01,36.01,36,4249.0,1460.0
29852,36.01.01.2003,36.01.01,36.01,36,3284.0,1209.0
29853,36.01.01.2007,36.01.01,36.01,36,4014.0,1430.0
29854,36.01.02.2001,36.01.02,36.01,36,3390.0,1320.0
29855,36.01.02.2003,36.01.02,36.01,36,1450.0,580.0
29856,36.01.02.2004,36.01.02,36.01,36,3249.0,1262.0
29857,36.01.02.2005,36.01.02,36.01,36,3676.0,1362.0
29858,36.01.02.2006,36.01.02,36.01,36,5004.0,1805.0
29859,36.01.02.2007,36.01.02,36.01,36,2809.0,1009.0
29860,36.01.02.2010,36.01.02,36.01,36,3309.0,1192.0
29861,36.01.03.2007,36.01.03,36.01,36,1645.0,519.0
29862,36.01.10.2007,36.01.10,36.01,36,3343.0,1164.0
29863,36.01.03.2008,36.01.03,36.01,36,2887.0,1043.0
29864,36.01.03.2009,36.01.03,36.01,36,6450.0,2133.0
29865,36.01.03.2011,36.01.03,36.01,36,2492.0,986.0
29866,36.01.04.2002,36.01.04,36.01,36,4242.0,1709.0
29867,36.01.04.2004,36.01.04,36.01,36,2624.0,1040.0
29868,36.01.32.2006,36.01.32,36.01,36,2162.0,708.0
29869,36.01.04.2007,36.01.04,36.01,36,4869.0,1811.0
29870,36.01.04.2008,36.01.04,36.01,36,2368.0,894.0
29871,36.01.10.2008,36.01.10,36.01,36,3968.0,1413.0
29872,36.01.04.2010,36.01.04,36.01,36,1229.0,443.0
29873,36.01.04.2011,36.01.04,36.01,36,3131.0,1162.0
29874,36.01.04.2012,36.01.04,36.01,36,3134.0,1069.0
29875,36.01.12.2010,36.01.12,36.01,36,10699.0,3402.0
29876,36.01.05.2003,36.01.05,36.01,36,4291.0,1636.0
29877,36.01.05.2004,36.01.05,36.01,36,4605.0,1622.0
29878,36.01.12.2014,36.01.12,36.01,36,3076.0,957.0
29879,36.01.05.2007,36.01.05,36.01,36,4163.0,1434.0
29880,36.01.05.2009,36.01.05,36.01,36,3069.0,1060.0
29881,36.01.07.2004,36.01.07,36.01,36,3111.0,1243.0
29882,36.01.06.2001,36.01.06,36.01,36,15123.0,5166.0
29883,36.01.13.2010,36.01.13,36.01,36,3553.0,1161.0
29884,36.01.06.2011,36.01.06,36.01,36,7623.0,2660.0
29885,36.01.07.2006,36.01.07,36.01,36,3179.0,1150.0
29886,36.01.06.2012,36.01.06,36.01,36,6241.0,2354.0
29887,36.01.07.2007,36.01.07,36.01,36,1683.0,623.0
29888,36.01.07.2009,36.01.07,36.01,36,4139.0,1534.0
29889,36.01.07.2010,36.01.07,36.01,36,2363.0,843.0
29890,36.01.08.2001,36.01.08,36.01,36,2323.0,845.0
29891,36.01.08.2005,36.01.08,36.01,36,3348.0,1191.0
29892,36.01.08.2018,36.01.08,36.01,36,2277.0,827.0
29893,36.01.09.2001,36.01.09,36.01,36,2498.0,852.0
29894,36.01.09.2002,36.01.09,36.01,36,3603.0,1311.0
29895,36.01.09.2003,36.01.09,36.01,36,1915.0,715.0
29896,36.01.09.2012,36.01.09,36.01,36,2515.0,822.0
29897,36.01.10.2001,36.01.10,36.01,36,5005.0,1728.0
29898,36.01.10.2003,36.01.10,36.01,36,3162.0,1113.0
29899,36.01.10.2004,36.01.10,36.01,36,7853.0,2723.0
29900,36.01.11.2007,36.01.11,36.01,36,2250.0,788.0
29901,36.01.11.2003,36.01.11,36.01,36,3881.0,1301.0
29902,36.01.11.2005,36.01.11,36.01,36,4215.0,1474.0
29903,36.01.11.2006,36.01.11,36.01,36,2879.0,970.0
29904,36.01.11.2009,36.01.11,36.01,36,2302.0,790.0
29905,36.01.12.2001,36.01.12,36.01,36,2699.0,904.0
29906,36.01.12.2015,36.01.12,36.01,36,1704.0,610.0
29907,36.01.13.2001,36.01.13,36.01,36,3000.0,999.0
29908,36.01.13.2002,36.01.13,36.01,36,2678.0,892.0
29909,36.01.13.2003,36.01.13,36.01,36,2243.0,707.0
29910,36.01.13.2004,36.01.13,36.01,36,2625.0,873.0
29911,36.01.13.2015,36.01.13,36.01,36,1627.0,527.0
29912,36.01.13.2016,36.01.13,36.01,36,1496.0,516.0
29913,36.01.14.2001,36.01.14,36.01,36,2489.0,815.0
29914,36.01.14.2003,36.01.14,36.01,36,3699.0,1232.0
29915,36.01.14.2004,36.01.14,36.01,36,3901.0,1281.0
29916,36.01.14.2005,36.01.14,36.01,36,2354.0,819.0
29917,36.01.14.2006,36.01.14,36.01,36,2690.0,884.0
29918,36.01.14.2007,36.01.14,36.01,36,5186.0,1706.0
29919,36.01.15.2004,36.01.15,36.01,36,2237.0,782.0
29920,36.01.14.2010,36.01.14,36.01,36,2886.0,919.0
29921,36.01.15.2005,36.01.15,36.01,36,2139.0,708.0
29922,36.01.14.2014,36.01.14,36.01,36,2977.0,967.0
29923,36.01.15.2003,36.01.15,36.01,36,2806.0,910.0
29924,36.01.15.2007,36.01.15,36.01,36,4134.0,1428.0
29925,36.01.15.2009,36.01.15,36.01,36,4195.0,1485.0
29926,36.01.15.2010,36.01.15,36.01,36,2356.0,795.0
29927,36.01.16.2002,36.01.16,36.01,36,4975.0,1682.0
29928,36.01.16.2003,36.01.16,36.01,36,2390.0,841.0
29929,36.01.16.2004,36.01.16,36.01,36,1700.0,592.0
29930,36.01.16.2011,36.01.16,36.01,36,2810.0,952.0
29931,36.01.16.2014,36.01.16,36.01,36,2117.0,709.0
29932,36.01.16.2015,36.01.16,36.01,36,1243.0,472.0
29933,36.01.17.2001,36.01.17,36.01,36,4199.0,1299.0
29934,36.01.17.2004,36.01.17,36.01,36,2503.0,830.0
29935,36.01.17.2005,36.01.17,36.01,36,3638.0,1128.0
29936,36.01.17.2006,36.01.17,36.01,36,4166.0,1437.0
29937,36.01.17.2012,36.01.17,36.01,36,3559.0,1170.0
29938,36.01.17.2008,36.01.17,36.01,36,3621.0,1241.0
29939,36.01.17.2010,36.01.17,36.01,36,3361.0,1093.0
29940,36.01.17.2014,36.01.17,36.01,36,2515.0,813.0
29941,36.01.17.2015,36.01.17,36.01,36,3613.0,1110.0
29942,36.01.18.2001,36.01.18,36.01,36,5424.0,1746.0
29943,36.01.18.2003,36.01.18,36.01,36,5257.0,1753.0
29944,36.01.18.2004,36.01.18,36.01,36,3068.0,939.0
29945,36.01.18.2007,36.01.18,36.01,36,4281.0,1348.0
29946,36.01.18.2008,36.01.18,36.01,36,3405.0,1147.0
29947,36.01.18.2010,36.01.18,36.01,36,2747.0,893.0
29948,36.01.18.2013,36.01.18,36.01,36,2289.0,753.0
29949,36.01.19.2001,36.01.19,36.01,36,3434.0,1042.0
29950,36.01.19.2004,36.01.19,36.01,36,6143.0,1979.0
29951,36.01.19.2008,36.01.19,36.01,36,2467.0,790.0
29952,36.01.20.2002,36.01.20,36.01,36,4478.0,1507.0
29953,36.01.20.2004,36.01.20,36.01,36,4260.0,1353.0
29954,36.01.20.2006,36.01.20,36.01,36,2031.0,657.0
29955,36.01.20.2007,36.01.20,36.01,36,5155.0,1609.0
29956,36.01.20.2011,36.01.20,36.01,36,3211.0,987.0
29957,36.01.20.2012,36.01.20,36.01,36,2265.0,767.0
29958,36.01.20.2013,36.01.20,36.01,36,2516.0,852.0
29959,36.04.12.2002,36.04.12,36.04,36,2435.0,843.0
29960,36.01.20.2014,36.01.20,36.01,36,1781.0,573.0
29961,36.01.21.1002,36.01.21,36.01,36,6426.0,2150.0
29962,36.01.21.1009,36.01.21,36.01,36,20614.0,6735.0
29963,36.01.22.2001,36.01.22,36.01,36,2466.0,797.0
29964,36.01.22.2002,36.01.22,36.01,36,1877.0,566.0
29965,36.01.22.2006,36.01.22,36.01,36,3817.0,1254.0
29966,36.01.22.2007,36.01.22,36.01,36,7802.0,2462.0
29967,36.01.22.2009,36.01.22,36.01,36,3378.0,1028.0
29968,36.01.22.2010,36.01.22,36.01,36,2333.0,728.0
29969,36.01.22.2013,36.01.22,36.01,36,3138.0,902.0
29970,36.01.23.2001,36.01.23,36.01,36,1852.0,642.0
29971,36.01.23.2002,36.01.23,36.01,36,5014.0,1679.0
29972,36.01.23.2004,36.01.23,36.01,36,3581.0,1386.0
29973,36.01.24.2020,36.01.24,36.01,36,2099.0,723.0
29974,36.01.23.2007,36.01.23,36.01,36,2732.0,963.0
29975,36.01.23.2009,36.01.23,36.01,36,1800.0,584.0
29976,36.01.24.2006,36.01.24,36.01,36,2537.0,929.0
29977,36.01.24.2008,36.01.24,36.01,36,3719.0,1274.0
29978,36.01.24.2009,36.01.24,36.01,36,2813.0,989.0
29979,36.01.24.2010,36.01.24,36.01,36,3424.0,1281.0
29980,36.01.27.2010,36.01.27,36.01,36,1394.0,470.0
29981,36.01.24.2011,36.01.24,36.01,36,1777.0,651.0
29982,36.01.25.1002,36.01.25,36.01,36,12767.0,3967.0
29983,36.01.26.2001,36.01.26,36.01,36,4315.0,1496.0
29984,36.01.26.2004,36.01.26,36.01,36,2885.0,1003.0
29985,36.01.26.2006,36.01.26,36.01,36,3083.0,1069.0
29986,36.01.26.2008,36.01.26,36.01,36,2292.0,824.0
29987,36.01.26.2009,36.01.26,36.01,36,2915.0,1010.0
29988,36.01.26.2010,36.01.26,36.01,36,2298.0,830.0
29989,36.01.28.2002,36.01.28,36.01,36,3616.0,1320.0
29990,36.01.27.2001,36.01.27,36.01,36,1345.0,463.0
29991,36.01.27.2002,36.01.27,36.01,36,2685.0,955.0
29992,36.01.27.2003,36.01.27,36.01,36,1873.0,671.0
29993,36.01.28.2006,36.01.28,36.01,36,3894.0,1389.0
29994,36.01.27.2005,36.01.27,36.01,36,2039.0,704.0
29995,36.01.27.2006,36.01.27,36.01,36,2502.0,959.0
29996,36.01.27.2007,36.01.27,36.01,36,1803.0,705.0
29997,36.01.28.2003,36.01.28,36.01,36,5097.0,1892.0
29998,36.01.28.2004,36.01.28,36.01,36,4031.0,1560.0
29999,36.01.28.2005,36.01.28,36.01,36,1874.0,764.0
30000,36.01.28.2007,36.01.28,36.01,36,3526.0,1241.0
30001,36.01.28.2010,36.01.28,36.01,36,2960.0,1132.0
30002,36.01.29.2002,36.01.29,36.01,36,2701.0,949.0
30003,36.01.32.2009,36.01.32,36.01,36,3157.0,990.0
30004,36.01.29.2003,36.01.29,36.01,36,2351.0,810.0
30005,36.01.29.2004,36.01.29,36.01,36,3319.0,1187.0
30006,36.01.29.2005,36.01.29,36.01,36,4408.0,1561.0
30007,36.01.29.2006,36.01.29,36.01,36,3448.0,1172.0
30008,36.01.29.2007,36.01.29,36.01,36,6618.0,2225.0
30009,36.01.29.2008,36.01.29,36.01,36,5227.0,1860.0
30010,36.01.29.2009,36.01.29,36.01,36,2071.0,718.0
30011,36.01.30.2001,36.01.30,36.01,36,3867.0,1286.0
30012,36.01.30.2002,36.01.30,36.01,36,3530.0,1140.0
30013,36.01.30.2003,36.01.30,36.01,36,3293.0,1045.0
30014,36.01.30.2004,36.01.30,36.01,36,1957.0,637.0
30015,36.01.30.2006,36.01.30,36.01,36,3282.0,1048.0
30016,36.01.31.2001,36.01.31,36.01,36,3231.0,1152.0
30017,36.01.31.2002,36.01.31,36.01,36,3159.0,1144.0
30018,36.01.31.2004,36.01.31,36.01,36,1691.0,619.0
30019,36.01.32.2008,36.01.32,36.01,36,2392.0,792.0
30020,36.01.31.2006,36.01.31,36.01,36,2568.0,941.0
30021,36.01.32.2005,36.01.32,36.01,36,3924.0,1242.0
30022,36.01.31.2009,36.01.31,36.01,36,2364.0,832.0
30023,36.01.32.2001,36.01.32,36.01,36,4371.0,1408.0
30024,36.01.32.2002,36.01.32,36.01,36,3701.0,1242.0
30025,36.01.32.2003,36.01.32,36.01,36,4489.0,1473.0
30026,36.01.33.2002,36.01.33,36.01,36,1274.0,395.0
30027,36.01.33.2004,36.01.33,36.01,36,1744.0,529.0
30028,36.01.33.2005,36.01.33,36.01,36,2525.0,746.0
30029,36.01.33.2007,36.01.33,36.01,36,1390.0,423.0
30030,36.01.33.2008,36.01.33,36.01,36,2090.0,673.0
30031,36.01.33.2009,36.01.33,36.01,36,2580.0,754.0
30032,36.01.34.1002,36.01.34,36.01,36,8498.0,2781.0
30033,36.04.22.2006,36.04.22,36.04,36,2596.0,799.0
30034,36.01.34.1003,36.01.34,36.01,36,13352.0,4034.0
30035,36.01.34.1004,36.01.34,36.01,36,9529.0,2624.0
30036,36.01.34.1005,36.01.34,36.01,36,7504.0,2261.0
30037,36.01.35.2003,36.01.35,36.01,36,3058.0,1191.0
30038,36.01.35.2005,36.01.35,36.01,36,4168.0,1662.0
30039,36.01.35.2006,36.01.35,36.01,36,5168.0,1792.0
30040,36.01.35.2007,36.01.35,36.01,36,6239.0,2281.0
30041,36.01.35.2008,36.01.35,36.01,36,3273.0,1280.0
30042,36.02.01.2002,36.02.01,36.02,36,3846.0,1247.0
30043,36.02.01.2003,36.02.01,36.02,36,5545.0,1864.0
30044,36.02.01.2004,36.02.01,36.02,36,7850.0,2529.0
30045,36.02.01.2005,36.02.01,36.02,36,5974.0,2021.0
30046,36.02.01.2006,36.02.01,36.02,36,4874.0,1622.0
30047,36.02.01.2009,36.02.01,36.02,36,3581.0,1183.0
30048,36.02.01.2016,36.02.01,36.02,36,2476.0,858.0
30049,36.02.01.2019,36.02.01,36.02,36,5851.0,1953.0
30050,36.02.01.2024,36.02.01,36.02,36,2072.0,704.0
30051,36.02.01.2026,36.02.01,36.02,36,2992.0,998.0
30052,36.02.02.2010,36.02.02,36.02,36,4439.0,1527.0
30053,36.02.02.2003,36.02.02,36.02,36,2896.0,1136.0
30054,36.02.02.2004,36.02.02,36.02,36,2531.0,965.0
30055,36.02.02.2005,36.02.02,36.02,36,3930.0,1369.0
30056,36.71.03.1005,36.71.03,36.71,36,12120.0,4076.0
30057,36.02.02.2014,36.02.02,36.02,36,4154.0,1453.0
30058,36.02.03.2007,36.02.03,36.02,36,3365.0,1140.0
30059,36.02.03.2006,36.02.03,36.02,36,3856.0,1318.0
30060,36.02.04.2005,36.02.04,36.02,36,3468.0,1148.0
30061,36.02.03.2008,36.02.03,36.02,36,3415.0,1167.0
30062,36.02.04.2006,36.02.04,36.02,36,1793.0,640.0
30063,36.02.04.2007,36.02.04,36.02,36,4900.0,1582.0
30064,36.02.03.2016,36.02.03,36.02,36,2308.0,780.0
30065,36.02.04.2002,36.02.04,36.02,36,4192.0,1397.0
30066,36.02.04.2003,36.02.04,36.02,36,3541.0,1222.0
30067,36.02.04.2004,36.02.04,36.02,36,2239.0,723.0
30068,36.02.04.2008,36.02.04,36.02,36,4499.0,1482.0
30069,36.02.04.2010,36.02.04,36.02,36,4758.0,1595.0
30070,36.02.04.2013,36.02.04,36.02,36,3133.0,1043.0
30071,36.02.04.2014,36.02.04,36.02,36,3830.0,1287.0
30072,36.02.04.2015,36.02.04,36.02,36,2289.0,750.0
30073,36.02.05.2013,36.02.05,36.02,36,2545.0,861.0
30074,36.02.11.2006,36.02.11,36.02,36,4556.0,1413.0
30075,36.02.05.2018,36.02.05,36.02,36,2410.0,894.0
30076,36.02.05.2020,36.02.05,36.02,36,3169.0,988.0
30077,36.02.05.2021,36.02.05,36.02,36,1951.0,624.0
30078,36.02.06.2001,36.02.06,36.02,36,5567.0,2730.0
30079,36.02.06.2002,36.02.06,36.02,36,5547.0,1679.0
30080,36.02.17.2005,36.02.17,36.02,36,4449.0,1386.0
30081,36.02.06.2003,36.02.06,36.02,36,4828.0,1694.0
30082,36.02.06.2005,36.02.06,36.02,36,3252.0,1112.0
30083,36.02.06.2008,36.02.06,36.02,36,4038.0,1341.0
30084,36.02.06.2012,36.02.06,36.02,36,3998.0,1239.0
30085,36.02.07.2010,36.02.07,36.02,36,4382.0,1533.0
30086,36.02.07.2007,36.02.07,36.02,36,3209.0,1119.0
30087,36.02.07.2009,36.02.07,36.02,36,3005.0,991.0
30088,36.02.07.2016,36.02.07,36.02,36,1563.0,542.0
30089,36.02.08.2003,36.02.08,36.02,36,2237.0,742.0
30090,36.02.08.2006,36.02.08,36.02,36,2979.0,1044.0
30091,36.02.08.2007,36.02.08,36.02,36,3569.0,1091.0
30092,36.02.08.2008,36.02.08,36.02,36,2792.0,908.0
30093,36.02.08.2010,36.02.08,36.02,36,2194.0,697.0
30094,36.02.09.2007,36.02.09,36.02,36,2320.0,779.0
30095,36.02.09.2018,36.02.09,36.02,36,3139.0,1049.0
30096,36.02.09.2010,36.02.09,36.02,36,2357.0,797.0
30097,36.02.09.2012,36.02.09,36.02,36,4389.0,1431.0
30098,36.02.09.2015,36.02.09,36.02,36,3271.0,1107.0
30099,36.02.09.2016,36.02.09,36.02,36,3659.0,1234.0
30100,36.02.10.2002,36.02.10,36.02,36,3737.0,1244.0
30101,36.02.10.2005,36.02.10,36.02,36,5444.0,1842.0
30102,36.02.10.2006,36.02.10,36.02,36,4852.0,1584.0
30103,36.02.10.2007,36.02.10,36.02,36,5172.0,1656.0
30104,36.02.10.2008,36.02.10,36.02,36,3971.0,1347.0
30105,36.02.10.2009,36.02.10,36.02,36,4041.0,1261.0
30106,36.71.04.1005,36.71.04,36.71,36,19945.0,6595.0
30107,36.02.10.2010,36.02.10,36.02,36,2892.0,995.0
30108,36.02.10.2011,36.02.10,36.02,36,3477.0,1176.0
30109,36.02.11.2001,36.02.11,36.02,36,3002.0,1013.0
30110,36.02.11.2004,36.02.11,36.02,36,3540.0,1020.0
30111,36.02.11.2007,36.02.11,36.02,36,6326.0,1962.0
30112,36.02.11.2008,36.02.11,36.02,36,4630.0,1559.0
30113,36.02.11.2011,36.02.11,36.02,36,3800.0,1195.0
30114,36.02.12.2004,36.02.12,36.02,36,2881.0,966.0
30115,36.02.12.2007,36.02.12,36.02,36,3520.0,1273.0
30116,36.02.12.2008,36.02.12,36.02,36,3765.0,1204.0
30117,36.02.12.2013,36.02.12,36.02,36,3869.0,1337.0
30118,36.02.12.2010,36.02.12,36.02,36,2629.0,882.0
30119,36.02.13.2012,36.02.13,36.02,36,4922.0,1513.0
30120,36.02.12.2014,36.02.12,36.02,36,2707.0,853.0
30121,36.02.12.2015,36.02.12,36.02,36,5088.0,1563.0
30122,36.02.13.2006,36.02.13,36.02,36,5669.0,1844.0
30123,36.02.15.2012,36.02.15,36.02,36,2872.0,914.0
30124,36.02.13.2011,36.02.13,36.02,36,2717.0,840.0
30125,36.02.13.2018,36.02.13,36.02,36,3391.0,1035.0
30126,36.02.13.2021,36.02.13,36.02,36,3093.0,998.0
30127,36.02.13.2022,36.02.13,36.02,36,2593.0,811.0
30128,36.02.14.2009,36.02.14,36.02,36,7575.0,2433.0
30129,36.02.14.2010,36.02.14,36.02,36,7077.0,2203.0
30130,36.02.14.2013,36.02.14,36.02,36,7513.0,2356.0
30131,36.02.14.2014,36.02.14,36.02,36,5947.0,1960.0
30132,36.02.14.2017,36.02.14,36.02,36,11515.0,3582.0
30133,36.02.14.2021,36.02.14,36.02,36,4972.0,1659.0
30134,36.02.14.2023,36.02.14,36.02,36,6886.0,2121.0
30135,36.02.16.2004,36.02.16,36.02,36,2252.0,739.0
30136,36.02.15.2002,36.02.15,36.02,36,5172.0,1646.0
30137,36.02.15.2003,36.02.15,36.02,36,5844.0,1852.0
30138,36.02.15.2004,36.02.15,36.02,36,4298.0,1366.0
30139,36.02.15.2005,36.02.15,36.02,36,3878.0,1233.0
30140,36.02.15.2007,36.02.15,36.02,36,5833.0,1828.0
30141,36.02.15.2008,36.02.15,36.02,36,5703.0,1789.0
30142,36.02.15.2009,36.02.15,36.02,36,4658.0,1449.0
30143,36.02.16.2007,36.02.16,36.02,36,3656.0,1218.0
30144,36.02.16.2008,36.02.16,36.02,36,2491.0,875.0
30145,36.02.16.2013,36.02.16,36.02,36,5284.0,1714.0
30146,36.02.16.2014,36.02.16,36.02,36,3172.0,1073.0
30147,36.02.16.2016,36.02.16,36.02,36,1776.0,577.0
30148,36.02.17.2004,36.02.17,36.02,36,2631.0,837.0
30149,36.02.17.2003,36.02.17,36.02,36,2983.0,963.0
30150,36.02.17.2013,36.02.17,36.02,36,2038.0,656.0
30151,36.02.17.2008,36.02.17,36.02,36,4842.0,1632.0
30152,36.02.17.2009,36.02.17,36.02,36,3935.0,1209.0
30153,36.02.18.2001,36.02.18,36.02,36,6420.0,1956.0
30154,36.02.18.2005,36.02.18,36.02,36,3076.0,939.0
30155,36.02.18.2006,36.02.18,36.02,36,3338.0,1078.0
30156,36.02.18.2007,36.02.18,36.02,36,4696.0,1502.0
30157,36.02.18.2010,36.02.18,36.02,36,5539.0,1745.0
30158,36.02.18.2011,36.02.18,36.02,36,6912.0,2191.0
30159,36.02.18.2014,36.02.18,36.02,36,3873.0,1155.0
30160,36.02.19.2004,36.02.19,36.02,36,2756.0,1031.0
30161,36.02.19.2006,36.02.19,36.02,36,3755.0,1362.0
30162,36.02.19.2007,36.02.19,36.02,36,2437.0,914.0
30163,36.02.19.2009,36.02.19,36.02,36,2753.0,973.0
30164,36.02.19.2011,36.02.19,36.02,36,2638.0,928.0
30165,36.02.19.2016,36.02.19,36.02,36,2376.0,941.0
30166,36.02.19.2017,36.02.19,36.02,36,1961.0,787.0
30167,36.02.19.2018,36.02.19,36.02,36,1861.0,747.0
30168,36.02.19.2019,36.02.19,36.02,36,2417.0,921.0
30169,36.02.19.2020,36.02.19,36.02,36,1395.0,553.0
30170,36.02.19.2021,36.02.19,36.02,36,2209.0,812.0
30171,36.02.19.2022,36.02.19,36.02,36,1821.0,640.0
30172,36.02.19.2023,36.02.19,36.02,36,3269.0,1074.0
30173,36.02.20.2001,36.02.20,36.02,36,2926.0,1047.0
30174,36.02.20.2006,36.02.20,36.02,36,3008.0,1036.0
30175,36.02.20.2007,36.02.20,36.02,36,4255.0,1448.0
30176,36.02.20.2008,36.02.20,36.02,36,2605.0,947.0
30177,36.02.20.2009,36.02.20,36.02,36,1958.0,669.0
30178,36.02.20.2010,36.02.20,36.02,36,2755.0,965.0
30179,36.02.21.2001,36.02.21,36.02,36,6677.0,2291.0
30180,36.02.21.2012,36.02.21,36.02,36,2544.0,788.0
30181,36.02.21.2004,36.02.21,36.02,36,2140.0,771.0
30182,36.02.27.2003,36.02.27,36.02,36,2156.0,772.0
30183,36.02.21.2005,36.02.21,36.02,36,10566.0,3465.0
30184,36.02.21.2007,36.02.21,36.02,36,2792.0,1008.0
30185,36.02.21.2008,36.02.21,36.02,36,3229.0,1036.0
30186,36.02.21.2010,36.02.21,36.02,36,5322.0,1774.0
30187,36.02.21.2013,36.02.21,36.02,36,1926.0,641.0
30188,36.02.22.2001,36.02.22,36.02,36,2672.0,929.0
30189,36.02.22.2002,36.02.22,36.02,36,3943.0,1408.0
30190,36.02.22.2003,36.02.22,36.02,36,2030.0,805.0
30191,36.02.22.2005,36.02.22,36.02,36,3838.0,1367.0
30192,36.02.22.2007,36.02.22,36.02,36,3555.0,1216.0
30193,36.02.22.2008,36.02.22,36.02,36,2021.0,752.0
30194,36.02.22.2010,36.02.22,36.02,36,1910.0,706.0
30195,36.02.23.2001,36.02.23,36.02,36,3870.0,1332.0
30196,36.02.23.2003,36.02.23,36.02,36,2735.0,863.0
30197,36.02.23.2006,36.02.23,36.02,36,3660.0,1143.0
30198,36.02.23.2009,36.02.23,36.02,36,3279.0,1071.0
30199,36.02.24.2002,36.02.24,36.02,36,6054.0,1791.0
30200,36.02.24.2006,36.02.24,36.02,36,5846.0,1796.0
30201,36.02.24.2007,36.02.24,36.02,36,3743.0,1183.0
30202,36.02.25.2003,36.02.25,36.02,36,2902.0,1074.0
30203,36.03.05.2002,36.03.05,36.03,36,7875.0,2618.0
30204,36.02.26.2004,36.02.26,36.02,36,5226.0,1805.0
30205,36.02.26.2005,36.02.26,36.02,36,2545.0,952.0
30206,36.03.01.2013,36.03.01,36.03,36,6512.0,2188.0
30207,36.02.26.2009,36.02.26,36.02,36,1844.0,678.0
30208,36.02.27.2001,36.02.27,36.02,36,1966.0,696.0
30209,36.02.27.2002,36.02.27,36.02,36,4780.0,1666.0
30210,36.02.27.2007,36.02.27,36.02,36,2750.0,1033.0
30211,36.02.27.2008,36.02.27,36.02,36,1931.0,703.0
30212,36.02.27.2009,36.02.27,36.02,36,1710.0,631.0
30213,36.02.28.2002,36.02.28,36.02,36,2164.0,807.0
30214,36.02.28.2004,36.02.28,36.02,36,1777.0,702.0
30215,36.03.01.2005,36.03.01,36.03,36,8839.0,3136.0
30216,36.03.01.2009,36.03.01,36.03,36,13373.0,4503.0
30217,36.03.01.1001,36.03.01,36.03,36,10179.0,3492.0
30218,36.03.02.2004,36.03.02,36.03,36,8029.0,2725.0
30219,36.03.03.1001,36.03.03,36.03,36,14578.0,4728.0
30220,36.03.03.2002,36.03.03,36.03,36,5431.0,1889.0
30221,36.03.03.2005,36.03.03,36.03,36,13432.0,4118.0
30222,36.03.03.2006,36.03.03,36.03,36,4402.0,1415.0
30223,36.03.03.2008,36.03.03,36.03,36,9236.0,2873.0
30224,36.03.03.2009,36.03.03,36.03,36,5447.0,1720.0
30225,36.03.04.2005,36.03.04,36.03,36,6644.0,2189.0
30226,36.03.03.2010,36.03.03,36.03,36,13645.0,4453.0
30227,36.03.03.2011,36.03.03,36.03,36,7345.0,2495.0
30228,36.03.03.2014,36.03.03,36.03,36,6371.0,2089.0
30229,36.03.04.2001,36.03.04,36.03,36,3734.0,1257.0
30230,36.03.04.2003,36.03.04,36.03,36,4117.0,1373.0
30231,36.03.04.2004,36.03.04,36.03,36,6000.0,2031.0
30232,36.03.04.2006,36.03.04,36.03,36,5206.0,1736.0
30233,36.03.04.2010,36.03.04,36.03,36,3049.0,1065.0
30234,36.03.05.2003,36.03.05,36.03,36,9079.0,2961.0
30235,36.03.05.2008,36.03.05,36.03,36,7771.0,2598.0
30236,36.03.09.2005,36.03.09,36.03,36,6366.0,2108.0
30237,36.03.05.2017,36.03.05,36.03,36,10564.0,3335.0
30238,36.03.06.2001,36.03.06,36.03,36,5427.0,1995.0
30239,36.03.06.2009,36.03.06,36.03,36,7391.0,2601.0
30240,36.03.06.2015,36.03.06,36.03,36,7592.0,2729.0
30241,36.03.06.2018,36.03.06,36.03,36,9396.0,3193.0
30242,36.03.07.2015,36.03.07,36.03,36,4271.0,1805.0
30243,36.03.08.2004,36.03.08,36.03,36,7329.0,2316.0
30244,36.03.08.2005,36.03.08,36.03,36,5193.0,1721.0
30245,36.03.08.2006,36.03.08,36.03,36,4107.0,1406.0
30246,36.03.08.2007,36.03.08,36.03,36,7485.0,2554.0
30247,36.03.08.2009,36.03.08,36.03,36,7076.0,2385.0
30248,36.03.08.2010,36.03.08,36.03,36,7795.0,2657.0
30249,36.03.08.2011,36.03.08,36.03,36,7087.0,2210.0
30250,36.03.13.2003,36.03.13,36.03,36,9729.0,3355.0
30251,36.03.08.2012,36.03.08,36.03,36,5977.0,2094.0
30252,36.03.09.2001,36.03.09,36.03,36,4018.0,1351.0
30253,36.03.09.2002,36.03.09,36.03,36,3883.0,1285.0
30254,36.03.09.2004,36.03.09,36.03,36,9471.0,3199.0
30255,36.03.09.2006,36.03.09,36.03,36,9308.0,3106.0
30256,36.03.10.2002,36.03.10,36.03,36,7535.0,2533.0
30257,36.03.11.1010,36.03.11,36.03,36,20488.0,6625.0
