,KODE_KEL_DESA,KODE_KECAMATAN,KODE_KAB_KOTA,KODE_PROVINSI,POPULASI,JUMLAH_KK
31113,36.04.06.2008,36.04.06,36.04,36,4282.0,1304.0
31114,36.04.06.2009,36.04.06,36.04,36,2060.0,635.0
31115,36.04.06.2010,36.04.06,36.04,36,1909.0,598.0
31116,36.04.07.2001,36.04.07,36.04,36,5335.0,1705.0
31117,36.04.07.2003,36.04.07,36.04,36,2896.0,947.0
31118,36.04.07.2004,36.04.07,36.04,36,5055.0,1660.0
31119,36.04.07.2005,36.04.07,36.04,36,4319.0,1440.0
31120,36.04.07.2006,36.04.07,36.04,36,5005.0,1581.0
31121,36.04.09.2003,36.04.09,36.04,36,5834.0,1957.0
31122,36.04.07.2007,36.04.07,36.04,36,6193.0,2022.0
31123,36.04.08.2001,36.04.08,36.04,36,2623.0,870.0
31124,36.04.08.2002,36.04.08,36.04,36,4627.0,1483.0
31125,36.04.08.2006,36.04.08,36.04,36,7045.0,2407.0
31126,36.04.08.2008,36.04.08,36.04,36,3829.0,1243.0
31127,36.04.09.2001,36.04.09,36.04,36,2321.0,786.0
31128,36.04.09.2002,36.04.09,36.04,36,6196.0,2003.0
31129,36.04.09.2006,36.04.09,36.04,36,2213.0,736.0
31130,36.04.09.2009,36.04.09,36.04,36,4160.0,1478.0
31131,36.04.09.2010,36.04.09,36.04,36,3586.0,1191.0
31132,36.04.09.2013,36.04.09,36.04,36,3863.0,1301.0
31133,36.04.09.2014,36.04.09,36.04,36,13969.0,4226.0
31134,36.04.09.2015,36.04.09,36.04,36,3731.0,1311.0
31135,36.04.09.2016,36.04.09,36.04,36,4100.0,1334.0
31136,36.04.11.2001,36.04.11,36.04,36,9576.0,3151.0
31137,36.04.11.2002,36.04.11,36.04,36,5215.0,1764.0
31138,36.04.11.2006,36.04.11,36.04,36,5232.0,1751.0
31139,36.04.11.2011,36.04.11,36.04,36,11701.0,3615.0
31140,36.04.11.2013,36.04.11,36.04,36,8555.0,2675.0
31141,36.04.12.2004,36.04.12,36.04,36,4084.0,1517.0
31142,36.04.12.2006,36.04.12,36.04,36,3568.0,1177.0
31143,36.04.12.2008,36.04.12,36.04,36,5041.0,1721.0
31144,36.04.14.2003,36.04.14,36.04,36,4160.0,1465.0
31145,36.04.12.2009,36.04.12,36.04,36,4582.0,1558.0
31146,36.04.14.2004,36.04.14,36.04,36,2895.0,956.0
31147,36.04.13.2001,36.04.13,36.04,36,3733.0,1181.0
31148,36.04.13.2002,36.04.13,36.04,36,2809.0,934.0
31149,36.04.13.2003,36.04.13,36.04,36,2577.0,798.0
31150,36.04.13.2005,36.04.13,36.04,36,2978.0,1087.0
31151,36.04.13.2008,36.04.13,36.04,36,3927.0,1292.0
31152,36.04.13.2011,36.04.13,36.04,36,2727.0,881.0
31153,36.04.13.2012,36.04.13,36.04,36,2755.0,965.0
31154,36.04.13.2014,36.04.13,36.04,36,2804.0,908.0
31155,36.04.14.2002,36.04.14,36.04,36,4588.0,1478.0
31156,36.04.14.2005,36.04.14,36.04,36,6147.0,2053.0
31157,36.04.14.2006,36.04.14,36.04,36,3653.0,1171.0
31158,36.04.15.2002,36.04.15,36.04,36,7038.0,2352.0
31159,36.04.15.2006,36.04.15,36.04,36,5820.0,1911.0
31160,36.04.15.2007,36.04.15,36.04,36,6813.0,2341.0
31161,36.04.15.2012,36.04.15,36.04,36,4083.0,1367.0
31162,36.04.16.2002,36.04.16,36.04,36,3748.0,1225.0
31163,36.04.16.2004,36.04.16,36.04,36,5897.0,2064.0
31164,36.04.16.2005,36.04.16,36.04,36,7559.0,2602.0
31165,36.04.16.2009,36.04.16,36.04,36,6755.0,2210.0
31166,36.04.17.2002,36.04.17,36.04,36,4052.0,1370.0
31167,36.04.17.2003,36.04.17,36.04,36,4866.0,1581.0
31168,36.04.17.2006,36.04.17,36.04,36,5759.0,1949.0
31169,36.04.17.2007,36.04.17,36.04,36,4590.0,1603.0
31170,36.71.07.1005,36.71.07,36.71,36,18803.0,6442.0
31171,36.04.18.2004,36.04.18,36.04,36,6534.0,2212.0
31172,36.04.18.2006,36.04.18,36.04,36,3851.0,1300.0
31173,36.04.19.2001,36.04.19,36.04,36,5435.0,1743.0
31174,36.04.19.2008,36.04.19,36.04,36,3472.0,1138.0
31175,36.04.19.2003,36.04.19,36.04,36,7212.0,2367.0
31176,36.04.19.2005,36.04.19,36.04,36,2634.0,874.0
31177,36.04.19.2006,36.04.19,36.04,36,3765.0,1188.0
31178,36.04.19.2007,36.04.19,36.04,36,4326.0,1429.0
31179,36.04.19.2011,36.04.19,36.04,36,2376.0,762.0
31180,36.04.19.2012,36.04.19,36.04,36,4590.0,1531.0
31181,36.04.27.2007,36.04.27,36.04,36,4718.0,1418.0
31182,36.04.20.2002,36.04.20,36.04,36,6208.0,2044.0
31183,36.04.20.2007,36.04.20,36.04,36,4892.0,1604.0
31184,36.04.20.2004,36.04.20,36.04,36,7088.0,2290.0
31185,36.04.20.2005,36.04.20,36.04,36,3718.0,1252.0
31186,36.04.22.2001,36.04.22,36.04,36,5800.0,1793.0
31187,36.04.22.2002,36.04.22,36.04,36,3489.0,1075.0
31188,36.04.22.2008,36.04.22,36.04,36,3410.0,1018.0
31189,36.04.22.2009,36.04.22,36.04,36,5547.0,1768.0
31190,36.04.22.2011,36.04.22,36.04,36,2714.0,818.0
31191,36.04.22.2012,36.04.22,36.04,36,2794.0,859.0
31192,36.04.22.2013,36.04.22,36.04,36,2251.0,681.0
31193,36.04.23.2001,36.04.23,36.04,36,5567.0,1877.0
31194,36.04.23.2003,36.04.23,36.04,36,2858.0,1003.0
31195,36.04.23.2004,36.04.23,36.04,36,4151.0,1373.0
31196,36.04.23.2009,36.04.23,36.04,36,5216.0,1816.0
31197,36.04.23.2011,36.04.23,36.04,36,3570.0,1206.0
31198,36.04.23.2013,36.04.23,36.04,36,4054.0,1358.0
31199,36.04.23.2015,36.04.23,36.04,36,5941.0,1938.0
31200,36.04.23.2017,36.04.23,36.04,36,3506.0,1138.0
31201,36.04.24.2003,36.04.24,36.04,36,6402.0,2109.0
31202,36.04.24.2005,36.04.24,36.04,36,4902.0,1641.0
31203,36.04.24.2006,36.04.24,36.04,36,3963.0,1328.0
31204,36.04.24.2007,36.04.24,36.04,36,6534.0,2172.0
31205,36.04.24.2008,36.04.24,36.04,36,6405.0,2230.0
31206,36.04.24.2010,36.04.24,36.04,36,6554.0,2162.0
31207,36.04.25.2001,36.04.25,36.04,36,3310.0,1043.0
31208,36.04.25.2003,36.04.25,36.04,36,7616.0,2372.0
31209,36.04.25.2006,36.04.25,36.04,36,6564.0,2099.0
31210,36.04.25.2007,36.04.25,36.04,36,3998.0,1337.0
31211,36.04.25.2008,36.04.25,36.04,36,5129.0,1644.0
31212,36.71.07.1006,36.71.07,36.71,36,14614.0,4980.0
31213,36.04.25.2010,36.04.25,36.04,36,4104.0,1332.0
31214,36.04.26.2006,36.04.26,36.04,36,7559.0,2416.0
31215,36.04.27.2002,36.04.27,36.04,36,2689.0,912.0
31216,36.04.27.2004,36.04.27,36.04,36,3925.0,1205.0
31217,36.04.27.2005,36.04.27,36.04,36,2903.0,918.0
31218,36.04.27.2006,36.04.27,36.04,36,3653.0,1103.0
31219,36.71.07.1007,36.71.07,36.71,36,10760.0,3636.0
31220,36.04.27.2008,36.04.27,36.04,36,2873.0,889.0
31221,36.04.27.2010,36.04.27,36.04,36,2567.0,791.0
31222,36.04.28.2001,36.04.28,36.04,36,6322.0,1896.0
31223,36.71.07.1008,36.71.07,36.71,36,5826.0,1959.0
31224,36.04.28.2013,36.04.28,36.04,36,3338.0,1049.0
31225,36.04.29.2002,36.04.29,36.04,36,4585.0,1585.0
31226,36.04.30.2011,36.04.30,36.04,36,3739.0,1288.0
31227,36.04.29.2008,36.04.29,36.04,36,7031.0,2230.0
31228,36.04.29.2011,36.04.29,36.04,36,5055.0,1774.0
31229,36.04.30.2001,36.04.30,36.04,36,7682.0,2526.0
31230,36.04.30.2003,36.04.30,36.04,36,5751.0,1848.0
31231,36.04.30.2004,36.04.30,36.04,36,2806.0,938.0
31232,36.04.30.2006,36.04.30,36.04,36,3912.0,1324.0
31233,36.04.30.2009,36.04.30,36.04,36,5979.0,1874.0
31234,36.04.30.2010,36.04.30,36.04,36,3523.0,1203.0
31235,36.04.30.2012,36.04.30,36.04,36,3552.0,1112.0
31236,36.04.31.2003,36.04.31,36.04,36,2705.0,938.0
31237,36.04.31.2004,36.04.31,36.04,36,3587.0,1275.0
31238,36.04.31.2011,36.04.31,36.04,36,6888.0,2208.0
31239,36.04.31.2013,36.04.31,36.04,36,2554.0,859.0
31240,36.04.31.2014,36.04.31,36.04,36,1188.0,405.0
31241,36.04.32.2002,36.04.32,36.04,36,3190.0,1023.0
31242,36.04.32.2004,36.04.32,36.04,36,3282.0,958.0
31243,36.04.32.2005,36.04.32,36.04,36,1564.0,519.0
31244,36.04.32.2007,36.04.32,36.04,36,2887.0,880.0
31245,36.04.32.2008,36.04.32,36.04,36,2385.0,755.0
31246,36.04.32.2009,36.04.32,36.04,36,2491.0,807.0
31247,36.04.32.2010,36.04.32,36.04,36,2415.0,781.0
31248,36.04.32.2011,36.04.32,36.04,36,5625.0,1846.0
31249,36.04.32.2013,36.04.32,36.04,36,2010.0,612.0
31250,36.04.33.2001,36.04.33,36.04,36,4002.0,1222.0
31251,36.04.33.2005,36.04.33,36.04,36,3308.0,1002.0
31252,36.04.34.2003,36.04.34,36.04,36,4798.0,1508.0
31253,36.04.34.2007,36.04.34,36.04,36,3001.0,996.0
31254,36.04.35.2001,36.04.35,36.04,36,3031.0,1044.0
31255,36.04.35.2004,36.04.35,36.04,36,2312.0,833.0
31256,36.04.35.2005,36.04.35,36.04,36,2839.0,975.0
31257,36.04.35.2006,36.04.35,36.04,36,3270.0,1098.0
31258,36.04.35.2007,36.04.35,36.04,36,4764.0,1546.0
31259,36.04.35.2009,36.04.35,36.04,36,4799.0,1642.0
31260,36.04.35.2010,36.04.35,36.04,36,4260.0,1515.0
31261,36.71.01.1001,36.71.01,36.71,36,6688.0,2360.0
31262,36.71.01.1002,36.71.01,36.71,36,5505.0,1856.0
31263,36.71.01.1005,36.71.01,36.71,36,28740.0,9484.0
31264,36.71.01.1006,36.71.01,36.71,36,10904.0,3533.0
31265,36.71.01.1008,36.71.01,36.71,36,17902.0,5840.0
31266,36.71.02.1004,36.71.02,36.71,36,22316.0,7570.0
31267,36.71.02.1005,36.71.02,36.71,36,14706.0,5108.0
31268,36.71.02.1006,36.71.02,36.71,36,18869.0,6665.0
31269,36.71.03.1001,36.71.03,36.71,36,13769.0,4668.0
31270,36.71.03.1004,36.71.03,36.71,36,10574.0,3509.0
31271,36.71.03.1006,36.71.03,36.71,36,16405.0,5345.0
31272,36.71.03.1007,36.71.03,36.71,36,9373.0,2954.0
31273,36.71.04.1001,36.71.04,36.71,36,20682.0,6703.0
31274,36.71.04.1002,36.71.04,36.71,36,17606.0,5752.0
31275,36.71.04.1004,36.71.04,36.71,36,7330.0,2384.0
31276,36.71.05.1003,36.71.05,36.71,36,23099.0,7463.0
31277,36.71.05.1004,36.71.05,36.71,36,18853.0,5974.0
31278,36.71.05.1005,36.71.05,36.71,36,14246.0,4392.0
31279,36.71.05.1007,36.71.05,36.71,36,13302.0,4365.0
31280,36.71.05.1009,36.71.05,36.71,36,20916.0,6741.0
31281,36.71.06.1001,36.71.06,36.71,36,18176.0,5711.0
31282,36.71.06.1002,36.71.06,36.71,36,18011.0,5782.0
31283,36.71.06.1003,36.71.06,36.71,36,11681.0,3986.0
31284,36.71.06.1004,36.71.06,36.71,36,16664.0,5333.0
31285,36.71.07.1002,36.71.07,36.71,36,8555.0,2856.0
31286,36.71.07.1013,36.71.07,36.71,36,10807.0,3718.0
31287,36.71.07.1014,36.71.07,36.71,36,8561.0,2969.0
31288,36.71.07.1016,36.71.07,36.71,36,8968.0,2943.0
31289,36.71.08.1001,36.71.08,36.71,36,23535.0,7597.0
31290,36.71.08.1002,36.71.08,36.71,36,30103.0,9769.0
31291,36.71.08.1003,36.71.08,36.71,36,38835.0,12578.0
31292,36.71.09.1003,36.71.09,36.71,36,19006.0,6127.0
31293,36.71.09.1004,36.71.09,36.71,36,20676.0,6981.0
31294,36.71.10.1003,36.71.10,36.71,36,17010.0,5688.0
31295,36.71.10.1004,36.71.10,36.71,36,17627.0,5733.0
31296,36.71.10.1006,36.71.10,36.71,36,14296.0,4711.0
31297,36.71.11.1001,36.71.11,36.71,36,19730.0,6416.0
31298,36.71.11.1002,36.71.11,36.71,36,17369.0,5673.0
31299,36.71.11.1003,36.71.11,36.71,36,16129.0,5207.0
31300,36.71.11.1005,36.71.11,36.71,36,32070.0,10391.0
31301,36.71.11.1006,36.71.11,36.71,36,8854.0,2991.0
31302,36.71.11.1007,36.71.11,36.71,36,14500.0,4810.0
31303,36.71.11.1010,36.71.11,36.71,36,22588.0,7488.0
31304,36.71.12.1006,36.71.12,36.71,36,18854.0,6180.0
31305,36.71.12.1005,36.71.12,36.71,36,16541.0,5517.0
31306,36.71.13.1001,36.71.13,36.71,36,22896.0,7630.0
31307,36.71.13.1002,36.71.13,36.71,36,18262.0,5851.0
31308,36.71.13.1003,36.71.13,36.71,36,18725.0,6198.0
31309,36.71.13.1004,36.71.13,36.71,36,14396.0,4876.0
31310,36.71.13.1008,36.71.13,36.71,36,16101.0,5446.0
31311,36.72.01.1001,36.72.01,36.72,36,20735.0,5883.0
31312,36.72.01.1004,36.72.01,36.72,36,3537.0,1056.0
31313,36.72.01.1005,36.72.01,36.72,36,9691.0,2926.0
31314,36.72.02.1001,36.72.02,36.72,36,4503.0,1446.0
31315,36.72.02.1002,36.72.02,36.72,36,12199.0,3591.0
31316,36.72.02.1003,36.72.02,36.72,36,9773.0,2963.0
31317,36.72.03.1001,36.72.03,36.72,36,15634.0,5218.0
31318,36.72.03.1002,36.72.03,36.72,36,13194.0,4261.0
31319,36.72.04.1002,36.72.04,36.72,36,10517.0,3243.0
31320,36.72.04.1005,36.72.04,36.72,36,7796.0,2531.0
31321,36.72.04.1006,36.72.04,36.72,36,8480.0,2631.0
31322,36.72.05.1002,36.72.05,36.72,36,21635.0,6837.0
31323,36.72.06.1001,36.72.06,36.72,36,8584.0,2627.0
31324,36.72.06.1003,36.72.06,36.72,36,15267.0,4767.0
31325,36.72.07.1005,36.72.07,36.72,36,4964.0,1574.0
31326,36.72.07.1001,36.72.07,36.72,36,2297.0,782.0
31327,36.72.07.1003,36.72.07,36.72,36,14695.0,4580.0
31328,36.72.07.1004,36.72.07,36.72,36,6459.0,2066.0
31329,36.72.07.1006,36.72.07,36.72,36,3586.0,1217.0
31330,36.72.08.1005,36.72.08,36.72,36,12124.0,3704.0
31331,36.72.08.1006,36.72.08,36.72,36,9603.0,2852.0
31332,36.72.08.1007,36.72.08,36.72,36,16405.0,5120.0
31333,36.73.01.1003,36.73.01,36.73,36,20874.0,6524.0
31334,36.73.01.1005,36.73.01,36.73,36,16005.0,5058.0
31335,36.73.01.1006,36.73.01,36.73,36,24006.0,7579.0
31336,36.73.01.1008,36.73.01,36.73,36,5137.0,1510.0
31337,36.73.01.1012,36.73.01,36.73,36,14964.0,4607.0
31338,36.73.02.1003,36.73.02,36.73,36,8258.0,2504.0
31339,36.73.02.1004,36.73.02,36.73,36,9849.0,2842.0
31340,36.73.02.1006,36.73.02,36.73,36,6846.0,2101.0
31341,36.73.02.1009,36.73.02,36.73,36,7598.0,2333.0
31342,36.73.03.1001,36.73.03,36.73,36,3834.0,1220.0
31343,36.73.03.1008,36.73.03,36.73,36,7034.0,2143.0
31344,36.73.03.1009,36.73.03,36.73,36,6215.0,1902.0
31345,36.73.03.1010,36.73.03,36.73,36,12928.0,3945.0
31346,36.73.03.1012,36.73.03,36.73,36,4302.0,1426.0
31347,36.73.03.1014,36.73.03,36.73,36,11512.0,3391.0
31348,36.73.04.1001,36.73.04,36.73,36,4340.0,1306.0
31349,36.73.04.1002,36.73.04,36.73,36,5663.0,1763.0
31350,36.73.04.1003,36.73.04,36.73,36,7625.0,2203.0
31351,36.73.04.1005,36.73.04,36.73,36,8549.0,2494.0
31352,36.73.04.1006,36.73.04,36.73,36,5063.0,1525.0
31353,36.73.04.1009,36.73.04,36.73,36,4765.0,1567.0
31354,36.73.04.1010,36.73.04,36.73,36,4321.0,1276.0
31355,36.73.05.1007,36.73.05,36.73,36,7384.0,2031.0
31356,36.73.05.1003,36.73.05,36.73,36,12711.0,3868.0
31357,36.73.05.1004,36.73.05,36.73,36,13654.0,3941.0
31358,36.73.05.1006,36.73.05,36.73,36,7367.0,2137.0
31359,36.73.05.1008,36.73.05,36.73,36,7897.0,2323.0
31360,36.73.06.1001,36.73.06,36.73,36,8123.0,2376.0
31361,36.73.06.1002,36.73.06,36.73,36,6065.0,1791.0
31362,36.73.06.1003,36.73.06,36.73,36,4941.0,1480.0
31363,36.73.06.1005,36.73.06,36.73,36,3711.0,1063.0
31364,36.73.06.1007,36.73.06,36.73,36,7806.0,2311.0
31365,36.73.06.1008,36.73.06,36.73,36,19222.0,5659.0
31366,36.73.06.1009,36.73.06,36.73,36,4741.0,1417.0
31367,36.74.04.1004,36.74.04,36.74,36,29752.0,9379.0
31368,36.73.06.1010,36.73.06,36.73,36,10311.0,3016.0
31369,36.73.06.1012,36.73.06,36.73,36,7088.0,2326.0
31370,36.74.01.1004,36.74.01,36.74,36,11055.0,3575.0
31371,36.74.01.1005,36.74.01,36.74,36,9192.0,3014.0
31372,36.74.01.1009,36.74.01,36.74,36,19840.0,6303.0
31373,36.74.02.1001,36.74.02,36.74,36,12712.0,4447.0
31374,36.74.02.1003,36.74.02,36.74,36,25083.0,7774.0
31375,36.74.03.1002,36.74.03,36.74,36,25396.0,8100.0
31376,36.74.03.1004,36.74.03,36.74,36,10111.0,3232.0
31377,36.74.03.1005,36.74.03,36.74,36,28633.0,8920.0
31378,36.74.03.1006,36.74.03,36.74,36,21514.0,6657.0
31379,36.74.03.1007,36.74.03,36.74,36,35003.0,10841.0
31380,36.74.03.1009,36.74.03,36.74,36,11421.0,3664.0
31381,36.74.03.1010,36.74.03,36.74,36,35146.0,11159.0
31382,36.74.04.1001,36.74.04,36.74,36,26295.0,8354.0
31383,36.74.04.1002,36.74.04,36.74,36,37492.0,11766.0
31384,36.74.04.1007,36.74.04,36.74,36,24598.0,7791.0
31385,36.74.05.1001,36.74.05,36.74,36,24733.0,8057.0
31386,36.74.05.1002,36.74.05,36.74,36,27638.0,8773.0
31387,36.74.05.1006,36.74.05,36.74,36,23141.0,7590.0
31388,36.74.06.1004,36.74.06,36.74,36,19494.0,6386.0
31389,36.74.06.1005,36.74.06,36.74,36,33779.0,10958.0
31390,36.74.06.1006,36.74.06,36.74,36,48039.0,15185.0
31391,36.74.06.1007,36.74.06,36.74,36,25596.0,7943.0
31392,36.74.06.1008,36.74.06,36.74,36,28950.0,9294.0
31393,36.74.07.1003,36.74.07,36.74,36,7182.0,2383.0
31394,36.74.07.1004,36.74.07,36.74,36,21557.0,6606.0
