,KODE_KEL_DESA,KODE_KECAMATAN,KODE_KAB_KOTA,KODE_PROVINSI,Mayoritas,Minoritas,ISLAM,KRISTEN,KATOLIK,HINDU,BUDDHA,KONGHUCU,KEPERCAYAAN
30450,36.04.26.2001,36.04.26,36.04,36,5312.0,16.0,5312.0,12.0,4.0,0.0,0.0,0.0,0.0
30451,36.04.26.2002,36.04.26,36.04,36,4025.0,0.0,4025.0,0.0,0.0,0.0,0.0,0.0,0.0
30452,36.04.26.2003,36.04.26,36.04,36,7099.0,28.0,7099.0,15.0,11.0,0.0,2.0,0.0,0.0
30453,36.04.27.2001,36.04.27,36.04,36,3917.0,1.0,3917.0,1.0,0.0,0.0,0.0,0.0,0.0
30454,36.04.26.2004,36.04.26,36.04,36,5982.0,0.0,5982.0,0.0,0.0,0.0,0.0,0.0,0.0
30455,36.04.26.2005,36.04.26,36.04,36,6576.0,6.0,6576.0,6.0,0.0,0.0,0.0,0.0,0.0
30456,36.04.26.2007,36.04.26,36.04,36,5800.0,1.0,5800.0,0.0,1.0,0.0,0.0,0.0,0.0
30457,36.04.26.2008,36.04.26,36.04,36,6066.0,34.0,6066.0,26.0,7.0,0.0,1.0,0.0,0.0
30458,36.04.26.2009,36.04.26,36.04,36,7149.0,40.0,7149.0,31.0,6.0,0.0,3.0,0.0,0.0
30459,36.04.27.2003,36.04.27,36.04,36,3984.0,0.0,3984.0,0.0,0.0,0.0,0.0,0.0,0.0
30460,36.04.27.2009,36.04.27,36.04,36,2611.0,0.0,2611.0,0.0,0.0,0.0,0.0,0.0,0.0
30461,36.04.27.2011,36.04.27,36.04,36,3242.0,0.0,3242.0,0.0,0.0,0.0,0.0,0.0,0.0
30462,36.04.29.2013,36.04.29,36.04,36,3545.0,1.0,3545.0,1.0,0.0,0.0,0.0,0.0,0.0
30463,36.04.28.2006,36.04.28,36.04,36,4995.0,0.0,4995.0,0.0,0.0,0.0,0.0,0.0,0.0
30464,36.04.28.2007,36.04.28,36.04,36,3114.0,0.0,3114.0,0.0,0.0,0.0,0.0,0.0,0.0
30465,36.04.28.2009,36.04.28,36.04,36,5523.0,0.0,5523.0,0.0,0.0,0.0,0.0,0.0,0.0
30466,36.04.28.2012,36.04.28,36.04,36,6574.0,4.0,6574.0,4.0,0.0,0.0,0.0,0.0,0.0
30467,36.04.28.2015,36.04.28,36.04,36,1366.0,0.0,1366.0,0.0,0.0,0.0,0.0,0.0,0.0
30468,36.04.29.2001,36.04.29,36.04,36,4601.0,0.0,4601.0,0.0,0.0,0.0,0.0,0.0,0.0
30469,36.04.29.2014,36.04.29,36.04,36,2383.0,0.0,2383.0,0.0,0.0,0.0,0.0,0.0,0.0
30470,36.04.29.2003,36.04.29,36.04,36,3708.0,0.0,3708.0,0.0,0.0,0.0,0.0,0.0,0.0
30471,36.04.29.2004,36.04.29,36.04,36,7192.0,6.0,7192.0,0.0,0.0,0.0,6.0,0.0,0.0
30472,36.04.29.2005,36.04.29,36.04,36,2830.0,0.0,2830.0,0.0,0.0,0.0,0.0,0.0,0.0
30473,36.04.29.2006,36.04.29,36.04,36,6652.0,1.0,6652.0,1.0,0.0,0.0,0.0,0.0,0.0
30474,36.04.29.2007,36.04.29,36.04,36,2237.0,0.0,2237.0,0.0,0.0,0.0,0.0,0.0,0.0
30475,36.04.29.2009,36.04.29,36.04,36,3915.0,0.0,3915.0,0.0,0.0,0.0,0.0,0.0,0.0
30476,36.04.29.2010,36.04.29,36.04,36,4395.0,4.0,4395.0,4.0,0.0,0.0,0.0,0.0,0.0
30477,36.04.29.2012,36.04.29,36.04,36,4468.0,0.0,4468.0,0.0,0.0,0.0,0.0,0.0,0.0
30478,36.04.30.2002,36.04.30,36.04,36,3990.0,0.0,3990.0,0.0,0.0,0.0,0.0,0.0,0.0
30479,36.04.30.2005,36.04.30,36.04,36,4780.0,11.0,4780.0,10.0,1.0,0.0,0.0,0.0,0.0
30480,36.04.30.2007,36.04.30,36.04,36,4796.0,0.0,4796.0,0.0,0.0,0.0,0.0,0.0,0.0
30481,36.04.30.2008,36.04.30,36.04,36,3034.0,0.0,3034.0,0.0,0.0,0.0,0.0,0.0,0.0
30482,36.04.31.2001,36.04.31,36.04,36,5042.0,1.0,5042.0,0.0,1.0,0.0,0.0,0.0,0.0
30483,36.04.31.2002,36.04.31,36.04,36,3659.0,1.0,3659.0,1.0,0.0,0.0,0.0,0.0,0.0
30484,36.04.31.2007,36.04.31,36.04,36,3766.0,0.0,3766.0,0.0,0.0,0.0,0.0,0.0,0.0
30485,36.04.31.2005,36.04.31,36.04,36,5628.0,13.0,5628.0,12.0,1.0,0.0,0.0,0.0,0.0
30486,36.04.31.2006,36.04.31,36.04,36,4147.0,2.0,4147.0,2.0,0.0,0.0,0.0,0.0,0.0
30487,36.04.31.2008,36.04.31,36.04,36,3247.0,0.0,3247.0,0.0,0.0,0.0,0.0,0.0,0.0
30488,36.04.31.2009,36.04.31,36.04,36,4120.0,0.0,4120.0,0.0,0.0,0.0,0.0,0.0,0.0
30489,36.04.31.2010,36.04.31,36.04,36,5034.0,9.0,5034.0,9.0,0.0,0.0,0.0,0.0,0.0
30490,36.04.31.2012,36.04.31,36.04,36,2200.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0
30491,36.04.32.2001,36.04.32,36.04,36,3958.0,1.0,3958.0,1.0,0.0,0.0,0.0,0.0,0.0
30492,36.04.32.2003,36.04.32,36.04,36,4425.0,1.0,4425.0,0.0,0.0,0.0,0.0,0.0,1.0
30493,36.04.32.2006,36.04.32,36.04,36,2810.0,1.0,2810.0,1.0,0.0,0.0,0.0,0.0,0.0
30494,36.04.32.2012,36.04.32,36.04,36,4827.0,0.0,4827.0,0.0,0.0,0.0,0.0,0.0,0.0
30495,36.04.33.2003,36.04.33,36.04,36,3954.0,0.0,3954.0,0.0,0.0,0.0,0.0,0.0,0.0
30496,36.04.32.2014,36.04.32,36.04,36,1558.0,0.0,1558.0,0.0,0.0,0.0,0.0,0.0,0.0
30497,36.04.33.2002,36.04.33,36.04,36,3653.0,3.0,3653.0,0.0,3.0,0.0,0.0,0.0,0.0
30498,36.04.33.2004,36.04.33,36.04,36,2403.0,0.0,2403.0,0.0,0.0,0.0,0.0,0.0,0.0
30499,36.04.33.2006,36.04.33,36.04,36,1967.0,0.0,1967.0,0.0,0.0,0.0,0.0,0.0,0.0
30500,36.04.33.2007,36.04.33,36.04,36,2211.0,0.0,2211.0,0.0,0.0,0.0,0.0,0.0,0.0
30501,36.04.34.2001,36.04.34,36.04,36,7211.0,2.0,7211.0,1.0,0.0,1.0,0.0,0.0,0.0
30502,36.04.34.2002,36.04.34,36.04,36,5062.0,0.0,5062.0,0.0,0.0,0.0,0.0,0.0,0.0
30503,36.04.34.2004,36.04.34,36.04,36,3818.0,0.0,3818.0,0.0,0.0,0.0,0.0,0.0,0.0
30504,36.04.34.2005,36.04.34,36.04,36,2899.0,0.0,2899.0,0.0,0.0,0.0,0.0,0.0,0.0
30505,36.04.34.2006,36.04.34,36.04,36,3990.0,68.0,3990.0,60.0,6.0,0.0,2.0,0.0,0.0
30506,36.04.34.2008,36.04.34,36.04,36,3623.0,0.0,3623.0,0.0,0.0,0.0,0.0,0.0,0.0
30507,36.04.35.2002,36.04.35,36.04,36,4268.0,0.0,4268.0,0.0,0.0,0.0,0.0,0.0,0.0
30508,36.04.35.2003,36.04.35,36.04,36,2555.0,1.0,2555.0,1.0,0.0,0.0,0.0,0.0,0.0
30509,36.71.01.1003,36.71.01,36.71,36,28849.0,5665.0,28849.0,3737.0,1080.0,114.0,732.0,0.0,2.0
30510,36.71.01.1004,36.71.01,36.71,36,23803.0,654.0,23803.0,449.0,95.0,16.0,92.0,2.0,0.0
30511,36.71.01.1007,36.71.01,36.71,36,17195.0,6838.0,17195.0,1921.0,941.0,46.0,3895.0,30.0,5.0
30512,36.71.02.1001,36.71.02,36.71,36,17583.0,1141.0,17583.0,758.0,280.0,0.0,103.0,0.0,0.0
30513,36.71.02.1002,36.71.02,36.71,36,14125.0,387.0,14125.0,169.0,142.0,3.0,73.0,0.0,0.0
30514,36.71.02.1003,36.71.02,36.71,36,15174.0,245.0,15174.0,148.0,45.0,0.0,52.0,0.0,0.0
30515,36.71.03.1002,36.71.03,36.71,36,9934.0,204.0,9934.0,132.0,21.0,0.0,51.0,0.0,0.0
30516,36.71.03.1003,36.71.03,36.71,36,13834.0,3586.0,13834.0,1508.0,941.0,12.0,1105.0,18.0,2.0
30517,36.71.04.1003,36.71.04,36.71,36,10608.0,1749.0,10608.0,610.0,124.0,6.0,886.0,114.0,9.0
30518,36.71.05.1001,36.71.05,36.71,36,24110.0,1390.0,24110.0,928.0,235.0,29.0,191.0,6.0,1.0
30519,36.71.05.1002,36.71.05,36.71,36,25036.0,4567.0,25036.0,2662.0,1030.0,36.0,827.0,9.0,3.0
30520,36.71.05.1006,36.71.05,36.71,36,16722.0,2097.0,16722.0,871.0,744.0,25.0,448.0,9.0,0.0
30521,36.71.05.1008,36.71.05,36.71,36,14921.0,1194.0,14921.0,697.0,324.0,13.0,155.0,3.0,2.0
30522,36.71.05.1010,36.71.05,36.71,36,17245.0,5615.0,17245.0,2475.0,1544.0,36.0,1543.0,15.0,2.0
30523,36.71.07.1009,36.71.07,36.71,36,12508.0,2425.0,12508.0,966.0,606.0,86.0,762.0,4.0,1.0
30524,36.71.06.1005,36.71.06,36.71,36,15568.0,1030.0,15568.0,631.0,225.0,101.0,73.0,0.0,0.0
30525,36.71.06.1006,36.71.06,36.71,36,20901.0,703.0,20901.0,451.0,200.0,16.0,36.0,0.0,0.0
30526,36.71.06.1007,36.71.06,36.71,36,14668.0,1076.0,14668.0,622.0,288.0,9.0,150.0,7.0,0.0
30527,36.71.06.1008,36.71.06,36.71,36,16681.0,564.0,16681.0,273.0,223.0,40.0,28.0,0.0,0.0
30528,36.71.07.1001,36.71.07,36.71,36,5164.0,2163.0,5164.0,615.0,132.0,8.0,1407.0,1.0,0.0
30529,36.71.07.1010,36.71.07,36.71,36,15735.0,787.0,15735.0,439.0,204.0,1.0,141.0,2.0,0.0
30530,36.71.07.1011,36.71.07,36.71,36,11138.0,2934.0,11138.0,1011.0,601.0,18.0,1291.0,10.0,3.0
30531,36.71.07.1012,36.71.07,36.71,36,6052.0,1473.0,6052.0,915.0,230.0,27.0,293.0,7.0,1.0
30532,36.71.07.1015,36.71.07,36.71,36,3441.0,1919.0,3441.0,525.0,200.0,12.0,1182.0,0.0,0.0
30533,36.71.08.1004,36.71.08,36.71,36,19434.0,5654.0,19434.0,2215.0,1123.0,49.0,2260.0,5.0,2.0
30534,36.71.08.1005,36.71.08,36.71,36,15519.0,1140.0,15519.0,513.0,307.0,22.0,296.0,1.0,1.0
30535,36.71.09.1001,36.71.09,36.71,36,25225.0,3065.0,25225.0,2146.0,484.0,31.0,402.0,1.0,1.0
30536,36.71.09.1002,36.71.09,36.71,36,31046.0,3552.0,31046.0,2206.0,953.0,32.0,360.0,1.0,0.0
30537,36.71.09.1005,36.71.09,36.71,36,23639.0,6226.0,23639.0,3477.0,1045.0,36.0,1662.0,3.0,3.0
30538,36.71.09.1006,36.71.09,36.71,36,15891.0,254.0,15891.0,175.0,61.0,11.0,6.0,1.0,0.0
30539,36.71.10.1001,36.71.10,36.71,36,13589.0,4769.0,13589.0,978.0,213.0,4.0,3533.0,38.0,3.0
30540,36.71.10.1002,36.71.10,36.71,36,22488.0,2763.0,22488.0,1141.0,381.0,17.0,1222.0,1.0,1.0
30541,36.71.10.1005,36.71.10,36.71,36,5654.0,6747.0,5654.0,1544.0,187.0,0.0,4946.0,65.0,5.0
30542,36.71.10.1007,36.71.10,36.71,36,8055.0,1226.0,8055.0,230.0,47.0,0.0,943.0,4.0,2.0
30543,36.71.11.1004,36.71.11,36.71,36,13913.0,1459.0,13913.0,748.0,529.0,68.0,106.0,8.0,0.0
30544,36.71.11.1008,36.71.11,36.71,36,7397.0,167.0,7397.0,87.0,45.0,2.0,33.0,0.0,0.0
30545,36.71.11.1009,36.71.11,36.71,36,9949.0,172.0,9949.0,122.0,36.0,1.0,13.0,0.0,0.0
30546,36.71.11.1011,36.71.11,36.71,36,2935.0,41.0,2935.0,22.0,7.0,0.0,12.0,0.0,0.0
30547,36.71.12.1001,36.71.12,36.71,36,24935.0,2669.0,24935.0,1530.0,746.0,76.0,316.0,0.0,1.0
30548,36.71.12.1002,36.71.12,36.71,36,10885.0,2780.0,10885.0,1208.0,1174.0,66.0,328.0,4.0,0.0
30549,36.71.12.1003,36.71.12,36.71,36,12105.0,848.0,12105.0,534.0,231.0,29.0,47.0,0.0,7.0
30550,36.71.12.1004,36.71.12,36.71,36,10290.0,2218.0,10290.0,981.0,719.0,236.0,274.0,8.0,0.0
30551,36.71.12.1007,36.71.12,36.71,36,5749.0,361.0,5749.0,176.0,119.0,6.0,58.0,2.0,0.0
30552,36.71.13.1005,36.71.13,36.71,36,13510.0,997.0,13510.0,628.0,275.0,23.0,71.0,0.0,0.0
30553,36.71.13.1006,36.71.13,36.71,36,21806.0,985.0,21806.0,533.0,345.0,37.0,70.0,0.0,0.0
30554,36.71.13.1007,36.71.13,36.71,36,14836.0,1175.0,14836.0,775.0,330.0,45.0,25.0,0.0,0.0
30555,36.72.01.1002,36.72.01,36.72,36,8967.0,500.0,8967.0,277.0,125.0,6.0,92.0,0.0,0.0
30556,36.72.01.1003,36.72.01,36.72,36,4903.0,0.0,4903.0,0.0,0.0,0.0,0.0,0.0,0.0
30557,36.72.01.1006,36.72.01,36.72,36,6990.0,119.0,6990.0,57.0,36.0,18.0,8.0,0.0,0.0
30558,36.72.03.1004,36.72.03,36.72,36,6519.0,5.0,6519.0,4.0,1.0,0.0,0.0,0.0,0.0
30559,36.72.02.1004,36.72.02,36.72,36,6924.0,107.0,6924.0,24.0,32.0,0.0,51.0,0.0,0.0
30560,36.72.02.1005,36.72.02,36.72,36,11616.0,436.0,11616.0,272.0,79.0,13.0,72.0,0.0,0.0
30561,36.72.04.1001,36.72.04,36.72,36,7032.0,10.0,7032.0,10.0,0.0,0.0,0.0,0.0,0.0
30562,36.72.03.1003,36.72.03,36.72,36,12254.0,213.0,12254.0,190.0,5.0,0.0,18.0,0.0,0.0
30563,36.72.04.1003,36.72.04,36.72,36,7403.0,10.0,7403.0,9.0,0.0,1.0,0.0,0.0,0.0
30564,36.72.04.1004,36.72.04,36.72,36,6874.0,31.0,6874.0,24.0,2.0,0.0,5.0,0.0,0.0
30565,36.72.05.1003,36.72.05,36.72,36,14004.0,344.0,14004.0,190.0,62.0,1.0,91.0,0.0,0.0
30566,36.72.05.1001,36.72.05,36.72,36,10447.0,919.0,10447.0,498.0,168.0,3.0,246.0,4.0,0.0
30567,36.72.05.1004,36.72.05,36.72,36,9953.0,438.0,9953.0,272.0,84.0,0.0,82.0,0.0,0.0
30568,36.72.05.1005,36.72.05,36.72,36,7608.0,168.0,7608.0,107.0,36.0,0.0,25.0,0.0,0.0
30569,36.72.06.1002,36.72.06,36.72,36,4295.0,0.0,4295.0,0.0,0.0,0.0,0.0,0.0,0.0
30570,36.72.06.1004,36.72.06,36.72,36,13467.0,239.0,13467.0,227.0,11.0,0.0,1.0,0.0,0.0
30571,36.72.07.1002,36.72.07,36.72,36,9155.0,306.0,9155.0,175.0,111.0,18.0,2.0,0.0,0.0
30572,36.72.08.1001,36.72.08,36.72,36,13316.0,528.0,13316.0,469.0,42.0,11.0,6.0,0.0,0.0
30573,36.72.08.1002,36.72.08,36.72,36,7930.0,30.0,7930.0,30.0,0.0,0.0,0.0,0.0,0.0
30574,36.72.08.1003,36.72.08,36.72,36,7686.0,20.0,7686.0,17.0,3.0,0.0,0.0,0.0,0.0
30575,36.73.03.1002,36.73.03,36.73,36,4183.0,6.0,4183.0,6.0,0.0,0.0,0.0,0.0,0.0
30576,36.72.08.1004,36.72.08,36.72,36,7899.0,105.0,7899.0,91.0,8.0,0.0,6.0,0.0,0.0
30577,36.73.03.1003,36.73.03,36.73,36,4353.0,5.0,4353.0,0.0,5.0,0.0,0.0,0.0,0.0
30578,36.73.01.1001,36.73.01,36.73,36,29844.0,597.0,29844.0,340.0,190.0,12.0,55.0,0.0,0.0
30579,36.73.01.1002,36.73.01,36.73,36,25260.0,230.0,25260.0,97.0,80.0,10.0,43.0,0.0,0.0
30580,36.73.01.1004,36.73.01,36.73,36,5635.0,1000.0,5635.0,252.0,214.0,7.0,527.0,0.0,0.0
30581,36.73.01.1007,36.73.01,36.73,36,39681.0,1426.0,39681.0,853.0,299.0,4.0,270.0,0.0,0.0
30582,36.73.01.1009,36.73.01,36.73,36,9541.0,161.0,9541.0,72.0,47.0,0.0,42.0,0.0,0.0
30583,36.73.01.1010,36.73.01,36.73,36,20501.0,805.0,20501.0,576.0,157.0,4.0,68.0,0.0,0.0
30584,36.73.01.1011,36.73.01,36.73,36,8504.0,139.0,8504.0,105.0,32.0,0.0,2.0,0.0,0.0
30585,36.73.02.1001,36.73.02,36.73,36,15827.0,74.0,15827.0,52.0,9.0,3.0,10.0,0.0,0.0
30586,36.73.02.1002,36.73.02,36.73,36,7843.0,0.0,7843.0,0.0,0.0,0.0,0.0,0.0,0.0
30587,36.73.03.1004,36.73.03,36.73,36,8942.0,161.0,8942.0,112.0,38.0,7.0,4.0,0.0,0.0
30588,36.73.03.1006,36.73.03,36.73,36,6161.0,166.0,6161.0,142.0,22.0,1.0,1.0,0.0,0.0
30589,36.73.02.1007,36.73.02,36.73,36,15372.0,67.0,15372.0,20.0,29.0,1.0,17.0,0.0,0.0
30590,36.73.02.1008,36.73.02,36.73,36,9785.0,8.0,9785.0,4.0,4.0,0.0,0.0,0.0,0.0
30591,36.73.02.1010,36.73.02,36.73,36,8426.0,4.0,8426.0,0.0,4.0,0.0,0.0,0.0,0.0
30592,36.73.02.1011,36.73.02,36.73,36,7268.0,1.0,7268.0,1.0,0.0,0.0,0.0,0.0,0.0
30593,36.73.03.1007,36.73.03,36.73,36,9810.0,231.0,9810.0,193.0,32.0,6.0,0.0,0.0,0.0
30594,36.73.03.1011,36.73.03,36.73,36,4390.0,2.0,4390.0,1.0,1.0,0.0,0.0,0.0,0.0
30595,36.73.03.1013,36.73.03,36.73,36,3393.0,12.0,3393.0,0.0,12.0,0.0,0.0,0.0,0.0
30596,36.73.04.1004,36.73.04,36.73,36,4318.0,0.0,4318.0,0.0,0.0,0.0,0.0,0.0,0.0
30597,36.73.04.1007,36.73.04,36.73,36,4047.0,0.0,4047.0,0.0,0.0,0.0,0.0,0.0,0.0
30598,36.73.04.1008,36.73.04,36.73,36,4759.0,9.0,4759.0,3.0,6.0,0.0,0.0,0.0,0.0
30599,36.73.05.1001,36.73.05,36.73,36,14319.0,173.0,14319.0,76.0,51.0,4.0,42.0,0.0,0.0
30600,36.73.05.1002,36.73.05,36.73,36,7873.0,60.0,7873.0,36.0,6.0,0.0,17.0,1.0,0.0
30601,36.73.05.1005,36.73.05,36.73,36,19604.0,367.0,19604.0,274.0,57.0,12.0,24.0,0.0,0.0
30602,36.73.06.1004,36.73.06,36.73,36,4345.0,3.0,4345.0,3.0,0.0,0.0,0.0,0.0,0.0
30603,36.73.06.1006,36.73.06,36.73,36,8083.0,5.0,8083.0,0.0,0.0,0.0,4.0,0.0,1.0
30604,36.73.06.1011,36.73.06,36.73,36,6833.0,284.0,6833.0,186.0,58.0,40.0,0.0,0.0,0.0
30605,36.74.01.1001,36.74.01,36.74,36,20172.0,3010.0,20172.0,1672.0,962.0,70.0,242.0,64.0,0.0
30606,36.74.04.1005,36.74.04,36.74,36,18286.0,834.0,18286.0,500.0,273.0,7.0,53.0,1.0,0.0
30607,36.74.01.1002,36.74.01,36.74,36,18447.0,8287.0,18447.0,4021.0,3355.0,49.0,805.0,57.0,0.0
30608,36.74.01.1003,36.74.01,36.74,36,11768.0,4739.0,11768.0,2170.0,2055.0,48.0,457.0,9.0,0.0
30609,36.74.01.1006,36.74.01,36.74,36,16342.0,1036.0,16342.0,698.0,220.0,11.0,107.0,0.0,0.0
30610,36.74.01.1007,36.74.01,36.74,36,8264.0,2621.0,8264.0,1162.0,1204.0,49.0,204.0,2.0,0.0
30611,36.74.01.1008,36.74.01,36.74,36,8261.0,1624.0,8261.0,561.0,446.0,19.0,593.0,5.0,0.0
30612,36.74.02.1002,36.74.02,36.74,36,12534.0,2177.0,12534.0,998.0,862.0,9.0,308.0,0.0,0.0
30613,36.74.02.1004,36.74.02,36.74,36,12323.0,6821.0,12323.0,2773.0,2748.0,87.0,1195.0,18.0,0.0
30614,36.74.02.1005,36.74.02,36.74,36,12458.0,5066.0,12458.0,2045.0,1952.0,36.0,1017.0,11.0,5.0
30615,36.74.02.1006,36.74.02,36.74,36,18587.0,11468.0,18587.0,5481.0,4198.0,80.0,1693.0,13.0,3.0
30616,36.74.02.1007,36.74.02,36.74,36,5935.0,1330.0,5935.0,614.0,495.0,5.0,208.0,8.0,0.0
30617,36.74.03.1001,36.74.03,36.74,36,30651.0,2213.0,30651.0,1222.0,926.0,39.0,26.0,0.0,0.0
30618,36.74.03.1003,36.74.03,36.74,36,22656.0,2209.0,22656.0,1042.0,1062.0,51.0,48.0,5.0,1.0
30619,36.74.03.1008,36.74.03,36.74,36,17151.0,1331.0,17151.0,755.0,389.0,42.0,144.0,1.0,0.0
30620,36.74.03.1011,36.74.03,36.74,36,26120.0,2587.0,26120.0,1572.0,879.0,53.0,83.0,0.0,0.0
30621,36.74.04.1003,36.74.04,36.74,36,22239.0,1921.0,22239.0,1065.0,590.0,24.0,210.0,32.0,0.0
30622,36.74.04.1006,36.74.04,36.74,36,36710.0,2093.0,36710.0,1316.0,593.0,91.0,81.0,11.0,1.0
30623,36.74.05.1003,36.74.05,36.74,36,31871.0,2212.0,31871.0,1225.0,749.0,114.0,124.0,0.0,0.0
30624,36.74.05.1004,36.74.05,36.74,36,23366.0,1034.0,23366.0,646.0,331.0,17.0,39.0,0.0,1.0
30625,36.74.05.1005,36.74.05,36.74,36,24149.0,1736.0,24149.0,1119.0,516.0,60.0,37.0,4.0,0.0
30626,36.74.06.1001,36.74.06,36.74,36,42700.0,7033.0,42700.0,4322.0,1977.0,99.0,606.0,29.0,0.0
30627,36.74.06.1002,36.74.06,36.74,36,35660.0,4014.0,35660.0,2682.0,974.0,155.0,200.0,3.0,0.0
30628,36.74.06.1003,36.74.06,36.74,36,42391.0,5291.0,42391.0,3584.0,1264.0,149.0,278.0,16.0,0.0
30629,36.74.07.1001,36.74.07,36.74,36,9387.0,418.0,9387.0,276.0,73.0,14.0,44.0,11.0,0.0
30630,36.74.07.1002,36.74.07,36.74,36,11605.0,1434.0,11605.0,938.0,201.0,17.0,265.0,11.0,2.0
30631,36.74.07.1005,36.74.07,36.74,36,9277.0,903.0,9277.0,504.0,272.0,33.0,88.0,6.0,0.0
30632,36.74.07.1006,36.74.07,36.74,36,14960.0,1908.0,14960.0,1133.0,500.0,80.0,191.0,4.0,0.0
30633,36.01.19.2010,36.01.19,36.01,36,5041.0,28.0,5041.0,27.0,0.0,1.0,0.0,0.0,0.0
30634,36.01.22.2003,36.01.22,36.01,36,1973.0,0.0,1973.0,0.0,0.0,0.0,0.0,0.0,0.0
30635,36.04.11.2005,36.04.11,36.04,36,3571.0,0.0,3571.0,0.0,0.0,0.0,0.0,0.0,0.0
30636,36.04.12.2001,36.04.12,36.04,36,4100.0,10.0,4100.0,4.0,0.0,0.0,6.0,0.0,0.0
30637,36.01.01.2001,36.01.01,36.01,36,4179.0,7.0,4179.0,0.0,0.0,0.0,6.0,1.0,0.0
30638,36.01.01.2004,36.01.01,36.01,36,3122.0,0.0,3122.0,0.0,0.0,0.0,0.0,0.0,0.0
30639,36.01.12.2004,36.01.12,36.01,36,6692.0,23.0,6692.0,7.0,5.0,0.0,11.0,0.0,0.0
30640,36.01.01.2006,36.01.01,36.01,36,2952.0,1.0,2952.0,1.0,0.0,0.0,0.0,0.0,0.0
30641,36.01.02.2002,36.01.02,36.01,36,2815.0,1.0,2815.0,1.0,0.0,0.0,0.0,0.0,0.0
30642,36.01.02.2011,36.01.02,36.01,36,2674.0,0.0,2674.0,0.0,0.0,0.0,0.0,0.0,0.0
30643,36.01.02.2008,36.01.02,36.01,36,2743.0,0.0,2743.0,0.0,0.0,0.0,0.0,0.0,0.0
30644,36.01.02.2009,36.01.02,36.01,36,2339.0,0.0,2339.0,0.0,0.0,0.0,0.0,0.0,0.0
30645,36.01.10.2006,36.01.10,36.01,36,3887.0,0.0,3887.0,0.0,0.0,0.0,0.0,0.0,0.0
30646,36.01.02.2012,36.01.02,36.01,36,2998.0,0.0,2998.0,0.0,0.0,0.0,0.0,0.0,0.0
30647,36.01.03.2001,36.01.03,36.01,36,2877.0,0.0,2877.0,0.0,0.0,0.0,0.0,0.0,0.0
30648,36.01.03.2006,36.01.03,36.01,36,1849.0,1.0,1849.0,0.0,1.0,0.0,0.0,0.0,0.0
30649,36.01.03.2016,36.01.03,36.01,36,2203.0,1.0,2203.0,1.0,0.0,0.0,0.0,0.0,0.0
30650,36.01.03.2012,36.01.03,36.01,36,3576.0,2.0,3576.0,2.0,0.0,0.0,0.0,0.0,0.0
30651,36.01.03.2015,36.01.03,36.01,36,3433.0,0.0,3433.0,0.0,0.0,0.0,0.0,0.0,0.0
30652,36.01.04.2001,36.01.04,36.01,36,5010.0,0.0,5010.0,0.0,0.0,0.0,0.0,0.0,0.0
30653,36.01.04.2003,36.01.04,36.01,36,2902.0,1.0,2902.0,0.0,1.0,0.0,0.0,0.0,0.0
30654,36.01.04.2005,36.01.04,36.01,36,2213.0,0.0,2213.0,0.0,0.0,0.0,0.0,0.0,0.0
30655,36.01.04.2006,36.01.04,36.01,36,4358.0,0.0,4358.0,0.0,0.0,0.0,0.0,0.0,0.0
30656,36.01.07.2002,36.01.07,36.01,36,2356.0,1.0,2356.0,1.0,0.0,0.0,0.0,0.0,0.0
30657,36.01.04.2009,36.01.04,36.01,36,2266.0,1.0,2266.0,1.0,0.0,0.0,0.0,0.0,0.0
30658,36.01.04.2013,36.01.04,36.01,36,3352.0,0.0,3352.0,0.0,0.0,0.0,0.0,0.0,0.0
30659,36.01.04.2014,36.01.04,36.01,36,5794.0,0.0,5794.0,0.0,0.0,0.0,0.0,0.0,0.0
30660,36.01.12.2012,36.01.12,36.01,36,7985.0,67.0,7985.0,47.0,15.0,0.0,4.0,1.0,0.0
30661,36.01.05.2001,36.01.05,36.01,36,3541.0,0.0,3541.0,0.0,0.0,0.0,0.0,0.0,0.0
30662,36.01.05.2002,36.01.05,36.01,36,2690.0,0.0,2690.0,0.0,0.0,0.0,0.0,0.0,0.0
30663,36.01.12.2013,36.01.12,36.01,36,6910.0,34.0,6910.0,15.0,7.0,0.0,12.0,0.0,0.0
30664,36.01.07.2003,36.01.07,36.01,36,2207.0,0.0,2207.0,0.0,0.0,0.0,0.0,0.0,0.0
30665,36.01.05.2005,36.01.05,36.01,36,3353.0,0.0,3353.0,0.0,0.0,0.0,0.0,0.0,0.0
30666,36.01.05.2006,36.01.05,36.01,36,3949.0,0.0,3949.0,0.0,0.0,0.0,0.0,0.0,0.0
30667,36.01.05.2010,36.01.05,36.01,36,3247.0,0.0,3247.0,0.0,0.0,0.0,0.0,0.0,0.0
30668,36.01.06.2002,36.01.06,36.01,36,4635.0,3.0,4635.0,2.0,1.0,0.0,0.0,0.0,0.0
30669,36.01.06.2004,36.01.06,36.01,36,3812.0,32.0,3812.0,29.0,3.0,0.0,0.0,0.0,0.0
30670,36.01.13.2006,36.01.13,36.01,36,2454.0,0.0,2454.0,0.0,0.0,0.0,0.0,0.0,0.0
30671,36.01.06.2009,36.01.06,36.01,36,10847.0,2.0,10847.0,2.0,0.0,0.0,0.0,0.0,0.0
