,KODE_KEL_DESA,KODE_KECAMATAN,KODE_KAB_KOTA,KODE_PROVINSI,Mayoritas,Minoritas,ISLAM,KRISTEN,KATOLIK,HINDU,BUDDHA,KONGHUCU,KEPERCAYAAN
30672,36.01.07.2005,36.01.07,36.01,36,3304.0,1.0,3304.0,1.0,0.0,0.0,0.0,0.0,0.0
30673,36.01.13.2011,36.01.13,36.01,36,6872.0,6.0,6872.0,5.0,1.0,0.0,0.0,0.0,0.0
30674,36.01.07.2001,36.01.07,36.01,36,4043.0,0.0,4043.0,0.0,0.0,0.0,0.0,0.0,0.0
30675,36.01.09.2005,36.01.09,36.01,36,2073.0,0.0,2073.0,0.0,0.0,0.0,0.0,0.0,0.0
30676,36.01.08.2002,36.01.08,36.01,36,3743.0,2.0,3743.0,2.0,0.0,0.0,0.0,0.0,0.0
30677,36.01.08.2006,36.01.08,36.01,36,2957.0,0.0,2957.0,0.0,0.0,0.0,0.0,0.0,0.0
30678,36.01.08.2007,36.01.08,36.01,36,2143.0,0.0,2143.0,0.0,0.0,0.0,0.0,0.0,0.0
30679,36.01.09.2006,36.01.09,36.01,36,2687.0,0.0,2687.0,0.0,0.0,0.0,0.0,0.0,0.0
30680,36.01.08.2008,36.01.08,36.01,36,2543.0,1.0,2543.0,1.0,0.0,0.0,0.0,0.0,0.0
30681,36.01.08.2009,36.01.08,36.01,36,2473.0,0.0,2473.0,0.0,0.0,0.0,0.0,0.0,0.0
30682,36.01.08.2011,36.01.08,36.01,36,1906.0,0.0,1906.0,0.0,0.0,0.0,0.0,0.0,0.0
30683,36.01.09.2004,36.01.09,36.01,36,3639.0,1.0,3639.0,1.0,0.0,0.0,0.0,0.0,0.0
30684,36.01.09.2009,36.01.09,36.01,36,2779.0,37.0,2779.0,37.0,0.0,0.0,0.0,0.0,0.0
30685,36.01.09.2010,36.01.09,36.01,36,2699.0,0.0,2699.0,0.0,0.0,0.0,0.0,0.0,0.0
30686,36.01.09.2011,36.01.09,36.01,36,1571.0,0.0,1571.0,0.0,0.0,0.0,0.0,0.0,0.0
30687,36.01.09.2013,36.01.09,36.01,36,4366.0,5.0,4366.0,5.0,0.0,0.0,0.0,0.0,0.0
30688,36.01.10.2002,36.01.10,36.01,36,3251.0,0.0,3251.0,0.0,0.0,0.0,0.0,0.0,0.0
30689,36.01.13.2012,36.01.13,36.01,36,3129.0,1.0,3129.0,0.0,0.0,0.0,1.0,0.0,0.0
30690,36.01.10.2005,36.01.10,36.01,36,3893.0,0.0,3893.0,0.0,0.0,0.0,0.0,0.0,0.0
30691,36.01.11.2001,36.01.11,36.01,36,6009.0,0.0,6009.0,0.0,0.0,0.0,0.0,0.0,0.0
30692,36.01.11.2002,36.01.11,36.01,36,5019.0,1.0,5019.0,1.0,0.0,0.0,0.0,0.0,0.0
30693,36.01.11.2004,36.01.11,36.01,36,4035.0,1.0,4035.0,1.0,0.0,0.0,0.0,0.0,0.0
30694,36.01.11.2008,36.01.11,36.01,36,5164.0,0.0,5164.0,0.0,0.0,0.0,0.0,0.0,0.0
30695,36.01.12.2002,36.01.12,36.01,36,10289.0,272.0,10289.0,104.0,21.0,0.0,142.0,5.0,0.0
30696,36.01.13.2005,36.01.13,36.01,36,6308.0,7.0,6308.0,7.0,0.0,0.0,0.0,0.0,0.0
30697,36.01.13.2013,36.01.13,36.01,36,2164.0,0.0,2164.0,0.0,0.0,0.0,0.0,0.0,0.0
30698,36.01.14.2002,36.01.14,36.01,36,2543.0,0.0,2543.0,0.0,0.0,0.0,0.0,0.0,0.0
30699,36.01.14.2012,36.01.14,36.01,36,2415.0,0.0,2415.0,0.0,0.0,0.0,0.0,0.0,0.0
30700,36.01.14.2013,36.01.14,36.01,36,4252.0,0.0,4252.0,0.0,0.0,0.0,0.0,0.0,0.0
30701,36.01.14.2008,36.01.14,36.01,36,1462.0,0.0,1462.0,0.0,0.0,0.0,0.0,0.0,0.0
30702,36.01.14.2009,36.01.14,36.01,36,3270.0,0.0,3270.0,0.0,0.0,0.0,0.0,0.0,0.0
30703,36.01.14.2011,36.01.14,36.01,36,4357.0,2.0,4357.0,2.0,0.0,0.0,0.0,0.0,0.0
30704,36.01.15.2001,36.01.15,36.01,36,4494.0,3.0,4494.0,3.0,0.0,0.0,0.0,0.0,0.0
30705,36.01.15.2002,36.01.15,36.01,36,3053.0,0.0,3053.0,0.0,0.0,0.0,0.0,0.0,0.0
30706,36.01.15.2006,36.01.15,36.01,36,2374.0,0.0,2374.0,0.0,0.0,0.0,0.0,0.0,0.0
30707,36.01.15.2008,36.01.15,36.01,36,1925.0,0.0,1925.0,0.0,0.0,0.0,0.0,0.0,0.0
30708,36.01.16.2001,36.01.16,36.01,36,2431.0,1.0,2431.0,1.0,0.0,0.0,0.0,0.0,0.0
30709,36.01.16.2012,36.01.16,36.01,36,2384.0,0.0,2384.0,0.0,0.0,0.0,0.0,0.0,0.0
30710,36.01.16.2005,36.01.16,36.01,36,2652.0,3.0,2652.0,2.0,0.0,1.0,0.0,0.0,0.0
30711,36.01.16.2006,36.01.16,36.01,36,2272.0,0.0,2272.0,0.0,0.0,0.0,0.0,0.0,0.0
30712,36.01.16.2007,36.01.16,36.01,36,1335.0,0.0,1335.0,0.0,0.0,0.0,0.0,0.0,0.0
30713,36.01.16.2008,36.01.16,36.01,36,1687.0,0.0,1687.0,0.0,0.0,0.0,0.0,0.0,0.0
30714,36.01.16.2013,36.01.16,36.01,36,3076.0,0.0,3076.0,0.0,0.0,0.0,0.0,0.0,0.0
30715,36.01.17.2002,36.01.17,36.01,36,4370.0,0.0,4370.0,0.0,0.0,0.0,0.0,0.0,0.0
30716,36.01.17.2003,36.01.17,36.01,36,4378.0,0.0,4378.0,0.0,0.0,0.0,0.0,0.0,0.0
30717,36.01.17.2007,36.01.17,36.01,36,3216.0,2.0,3216.0,2.0,0.0,0.0,0.0,0.0,0.0
30718,36.01.17.2009,36.01.17,36.01,36,3373.0,0.0,3373.0,0.0,0.0,0.0,0.0,0.0,0.0
30719,36.01.17.2011,36.01.17,36.01,36,2749.0,0.0,2749.0,0.0,0.0,0.0,0.0,0.0,0.0
30720,36.01.17.2013,36.01.17,36.01,36,2390.0,1.0,2390.0,0.0,1.0,0.0,0.0,0.0,0.0
30721,36.01.18.2002,36.01.18,36.01,36,4607.0,0.0,4607.0,0.0,0.0,0.0,0.0,0.0,0.0
30722,36.01.18.2005,36.01.18,36.01,36,3683.0,1.0,3683.0,0.0,1.0,0.0,0.0,0.0,0.0
30723,36.01.18.2006,36.01.18,36.01,36,4420.0,1.0,4420.0,1.0,0.0,0.0,0.0,0.0,0.0
30724,36.01.18.2015,36.01.18,36.01,36,2399.0,0.0,2399.0,0.0,0.0,0.0,0.0,0.0,0.0
30725,36.01.19.2002,36.01.19,36.01,36,1810.0,0.0,1810.0,0.0,0.0,0.0,0.0,0.0,0.0
30726,36.01.19.2003,36.01.19,36.01,36,5047.0,33.0,5047.0,30.0,3.0,0.0,0.0,0.0,0.0
30727,36.01.19.2005,36.01.19,36.01,36,5872.0,2.0,5872.0,1.0,1.0,0.0,0.0,0.0,0.0
30728,36.01.19.2006,36.01.19,36.01,36,3770.0,16.0,3770.0,16.0,0.0,0.0,0.0,0.0,0.0
30729,36.01.19.2007,36.01.19,36.01,36,4509.0,9.0,4509.0,8.0,1.0,0.0,0.0,0.0,0.0
30730,36.01.19.2009,36.01.19,36.01,36,2183.0,1.0,2183.0,0.0,1.0,0.0,0.0,0.0,0.0
30731,36.01.20.2005,36.01.20,36.01,36,1709.0,1.0,1709.0,1.0,0.0,0.0,0.0,0.0,0.0
30732,36.01.20.2008,36.01.20,36.01,36,4214.0,1.0,4214.0,0.0,0.0,1.0,0.0,0.0,0.0
30733,36.01.20.2010,36.01.20,36.01,36,2433.0,0.0,2433.0,0.0,0.0,0.0,0.0,0.0,0.0
30734,36.01.21.1003,36.01.21,36.01,36,5554.0,6.0,5554.0,6.0,0.0,0.0,0.0,0.0,0.0
30735,36.01.21.1004,36.01.21,36.01,36,10501.0,2.0,10501.0,2.0,0.0,0.0,0.0,0.0,0.0
30736,36.01.22.2005,36.01.22,36.01,36,2632.0,0.0,2632.0,0.0,0.0,0.0,0.0,0.0,0.0
30737,36.01.22.2008,36.01.22,36.01,36,4747.0,37.0,4747.0,35.0,2.0,0.0,0.0,0.0,0.0
30738,36.01.23.2003,36.01.23,36.01,36,2339.0,0.0,2339.0,0.0,0.0,0.0,0.0,0.0,0.0
30739,36.01.23.2005,36.01.23,36.01,36,1688.0,0.0,1688.0,0.0,0.0,0.0,0.0,0.0,0.0
30740,36.01.23.2006,36.01.23,36.01,36,3259.0,0.0,3259.0,0.0,0.0,0.0,0.0,0.0,0.0
30741,36.01.23.2008,36.01.23,36.01,36,1831.0,0.0,1831.0,0.0,0.0,0.0,0.0,0.0,0.0
30742,36.01.24.2018,36.01.24,36.01,36,2265.0,0.0,2265.0,0.0,0.0,0.0,0.0,0.0,0.0
30743,36.01.24.2014,36.01.24,36.01,36,3208.0,0.0,3208.0,0.0,0.0,0.0,0.0,0.0,0.0
30744,36.01.24.2015,36.01.24,36.01,36,3575.0,0.0,3575.0,0.0,0.0,0.0,0.0,0.0,0.0
30745,36.01.24.2017,36.01.24,36.01,36,2120.0,0.0,2120.0,0.0,0.0,0.0,0.0,0.0,0.0
30746,36.01.25.1001,36.01.25,36.01,36,7949.0,38.0,7949.0,33.0,4.0,0.0,1.0,0.0,0.0
30747,36.01.25.1003,36.01.25,36.01,36,7698.0,8.0,7698.0,8.0,0.0,0.0,0.0,0.0,0.0
30748,36.01.25.1014,36.01.25,36.01,36,7356.0,14.0,7356.0,14.0,0.0,0.0,0.0,0.0,0.0
30749,36.01.28.2001,36.01.28,36.01,36,3903.0,4.0,3903.0,4.0,0.0,0.0,0.0,0.0,0.0
30750,36.01.26.2002,36.01.26,36.01,36,2487.0,0.0,2487.0,0.0,0.0,0.0,0.0,0.0,0.0
30751,36.01.26.2003,36.01.26,36.01,36,5196.0,0.0,5196.0,0.0,0.0,0.0,0.0,0.0,0.0
30752,36.01.26.2005,36.01.26,36.01,36,5324.0,7.0,5324.0,7.0,0.0,0.0,0.0,0.0,0.0
30753,36.01.26.2007,36.01.26,36.01,36,1955.0,1.0,1955.0,1.0,0.0,0.0,0.0,0.0,0.0
30754,36.01.27.2004,36.01.27,36.01,36,3077.0,0.0,3077.0,0.0,0.0,0.0,0.0,0.0,0.0
30755,36.01.27.2008,36.01.27,36.01,36,1501.0,0.0,1501.0,0.0,0.0,0.0,0.0,0.0,0.0
30756,36.01.27.2009,36.01.27,36.01,36,1613.0,0.0,1613.0,0.0,0.0,0.0,0.0,0.0,0.0
30757,36.01.28.2008,36.01.28,36.01,36,1920.0,1.0,1920.0,1.0,0.0,0.0,0.0,0.0,0.0
30758,36.01.28.2009,36.01.28,36.01,36,1538.0,0.0,1538.0,0.0,0.0,0.0,0.0,0.0,0.0
30759,36.01.29.2001,36.01.29,36.01,36,1748.0,0.0,1748.0,0.0,0.0,0.0,0.0,0.0,0.0
30760,36.01.33.2001,36.01.33,36.01,36,1758.0,0.0,1758.0,0.0,0.0,0.0,0.0,0.0,0.0
30761,36.01.29.2010,36.01.29,36.01,36,3303.0,0.0,3303.0,0.0,0.0,0.0,0.0,0.0,0.0
30762,36.04.35.2008,36.04.35,36.04,36,3461.0,0.0,3461.0,0.0,0.0,0.0,0.0,0.0,0.0
30763,36.01.30.2005,36.01.30,36.01,36,1877.0,0.0,1877.0,0.0,0.0,0.0,0.0,0.0,0.0
30764,36.01.30.2007,36.01.30,36.01,36,1747.0,0.0,1747.0,0.0,0.0,0.0,0.0,0.0,0.0
30765,36.01.30.2008,36.01.30,36.01,36,2264.0,0.0,2264.0,0.0,0.0,0.0,0.0,0.0,0.0
30766,36.01.32.2007,36.01.32,36.01,36,2807.0,2.0,2807.0,1.0,0.0,0.0,1.0,0.0,0.0
30767,36.01.31.2003,36.01.31,36.01,36,3458.0,1.0,3458.0,1.0,0.0,0.0,0.0,0.0,0.0
30768,36.01.31.2005,36.01.31,36.01,36,1780.0,0.0,1780.0,0.0,0.0,0.0,0.0,0.0,0.0
30769,36.01.31.2007,36.01.31,36.01,36,2098.0,1.0,2098.0,1.0,0.0,0.0,0.0,0.0,0.0
30770,36.01.31.2008,36.01.31,36.01,36,2174.0,1.0,2174.0,1.0,0.0,0.0,0.0,0.0,0.0
30771,36.01.32.2004,36.01.32,36.01,36,3026.0,1.0,3026.0,1.0,0.0,0.0,0.0,0.0,0.0
30772,36.01.33.2003,36.01.33,36.01,36,1237.0,1.0,1237.0,1.0,0.0,0.0,0.0,0.0,0.0
30773,36.01.33.2006,36.01.33,36.01,36,2089.0,0.0,2089.0,0.0,0.0,0.0,0.0,0.0,0.0
30774,36.01.33.2010,36.01.33,36.01,36,1537.0,0.0,1537.0,0.0,0.0,0.0,0.0,0.0,0.0
30775,36.01.33.2011,36.01.33,36.01,36,1288.0,2.0,1288.0,1.0,0.0,0.0,1.0,0.0,0.0
30776,36.01.33.2012,36.01.33,36.01,36,1175.0,0.0,1175.0,0.0,0.0,0.0,0.0,0.0,0.0
30777,36.01.34.1001,36.01.34,36.01,36,11821.0,34.0,11821.0,29.0,5.0,0.0,0.0,0.0,0.0
30778,36.01.35.2001,36.01.35,36.01,36,5592.0,0.0,5592.0,0.0,0.0,0.0,0.0,0.0,0.0
30779,36.02.09.2019,36.02.09,36.02,36,2210.0,0.0,2210.0,0.0,0.0,0.0,0.0,0.0,0.0
30780,36.01.35.2002,36.01.35,36.01,36,3941.0,6.0,3941.0,3.0,3.0,0.0,0.0,0.0,0.0
30781,36.01.35.2004,36.01.35,36.01,36,4349.0,1.0,4349.0,1.0,0.0,0.0,0.0,0.0,0.0
30782,36.02.01.2013,36.02.01,36.02,36,4264.0,0.0,4264.0,0.0,0.0,0.0,0.0,0.0,0.0
30783,36.02.01.2014,36.02.01,36.02,36,6548.0,1.0,6548.0,0.0,1.0,0.0,0.0,0.0,0.0
30784,36.02.01.2018,36.02.01,36.02,36,4020.0,31.0,4020.0,1.0,9.0,0.0,21.0,0.0,0.0
30785,36.02.01.2023,36.02.01,36.02,36,5583.0,5.0,5583.0,0.0,0.0,0.0,5.0,0.0,0.0
30786,36.02.02.2002,36.02.02,36.02,36,3784.0,0.0,3784.0,0.0,0.0,0.0,0.0,0.0,0.0
30787,36.02.02.2009,36.02.02,36.02,36,2698.0,0.0,2698.0,0.0,0.0,0.0,0.0,0.0,0.0
30788,36.02.02.2011,36.02.02,36.02,36,4201.0,0.0,4201.0,0.0,0.0,0.0,0.0,0.0,0.0
30789,36.02.02.2017,36.02.02,36.02,36,1811.0,0.0,1811.0,0.0,0.0,0.0,0.0,0.0,0.0
30790,36.02.09.2021,36.02.09,36.02,36,1372.0,0.0,1372.0,0.0,0.0,0.0,0.0,0.0,0.0
30791,36.02.02.2018,36.02.02,36.02,36,3084.0,8.0,3084.0,8.0,0.0,0.0,0.0,0.0,0.0
30792,36.02.02.2019,36.02.02,36.02,36,2271.0,0.0,2271.0,0.0,0.0,0.0,0.0,0.0,0.0
30793,36.02.03.2001,36.02.03,36.02,36,7359.0,14.0,7359.0,14.0,0.0,0.0,0.0,0.0,0.0
30794,36.02.03.2002,36.02.03,36.02,36,4735.0,0.0,4735.0,0.0,0.0,0.0,0.0,0.0,0.0
30795,36.02.03.2011,36.02.03,36.02,36,2990.0,0.0,2990.0,0.0,0.0,0.0,0.0,0.0,0.0
30796,36.02.03.2013,36.02.03,36.02,36,5354.0,0.0,5354.0,0.0,0.0,0.0,0.0,0.0,0.0
30797,36.02.03.2014,36.02.03,36.02,36,2948.0,0.0,2948.0,0.0,0.0,0.0,0.0,0.0,0.0
30798,36.02.03.2017,36.02.03,36.02,36,2054.0,0.0,2054.0,0.0,0.0,0.0,0.0,0.0,0.0
30799,36.02.05.2006,36.02.05,36.02,36,2810.0,0.0,2810.0,0.0,0.0,0.0,0.0,0.0,0.0
30800,36.02.03.2018,36.02.03,36.02,36,4096.0,2.0,4096.0,2.0,0.0,0.0,0.0,0.0,0.0
30801,36.02.04.2009,36.02.04,36.02,36,3702.0,0.0,3702.0,0.0,0.0,0.0,0.0,0.0,0.0
30802,36.02.04.2016,36.02.04,36.02,36,3348.0,0.0,3348.0,0.0,0.0,0.0,0.0,0.0,0.0
30803,36.02.04.2020,36.02.04,36.02,36,2358.0,0.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0
30804,36.02.05.2003,36.02.05,36.02,36,2381.0,0.0,2381.0,0.0,0.0,0.0,0.0,0.0,0.0
30805,36.02.05.2004,36.02.05,36.02,36,3791.0,1.0,3791.0,0.0,0.0,0.0,0.0,0.0,1.0
30806,36.02.05.2005,36.02.05,36.02,36,3323.0,0.0,3323.0,0.0,0.0,0.0,0.0,0.0,0.0
30807,36.02.05.2007,36.02.05,36.02,36,2670.0,0.0,2670.0,0.0,0.0,0.0,0.0,0.0,0.0
30808,36.02.05.2008,36.02.05,36.02,36,3142.0,0.0,3142.0,0.0,0.0,0.0,0.0,0.0,0.0
30809,36.02.05.2012,36.02.05,36.02,36,3183.0,0.0,3183.0,0.0,0.0,0.0,0.0,0.0,0.0
30810,36.02.05.2019,36.02.05,36.02,36,2650.0,0.0,2650.0,0.0,0.0,0.0,0.0,0.0,0.0
30811,36.02.06.2004,36.02.06,36.02,36,4487.0,30.0,4487.0,29.0,0.0,0.0,0.0,0.0,1.0
30812,36.02.17.2011,36.02.17,36.02,36,2850.0,0.0,2850.0,0.0,0.0,0.0,0.0,0.0,0.0
30813,36.02.06.2006,36.02.06,36.02,36,2773.0,273.0,2773.0,0.0,0.0,0.0,0.0,0.0,273.0
30814,36.02.06.2007,36.02.06,36.02,36,5002.0,92.0,5002.0,1.0,0.0,0.0,0.0,0.0,91.0
30815,36.02.06.2009,36.02.06,36.02,36,1842.0,0.0,1842.0,0.0,0.0,0.0,0.0,0.0,0.0
30816,36.02.06.2010,36.02.06,36.02,36,3944.0,1.0,3944.0,1.0,0.0,0.0,0.0,0.0,0.0
30817,36.02.06.2011,36.02.06,36.02,36,3513.0,0.0,3513.0,0.0,0.0,0.0,0.0,0.0,0.0
30818,36.02.07.2004,36.02.07,36.02,36,2682.0,0.0,2682.0,0.0,0.0,0.0,0.0,0.0,0.0
30819,36.02.07.2008,36.02.07,36.02,36,1713.0,0.0,1713.0,0.0,0.0,0.0,0.0,0.0,0.0
30820,36.02.07.2012,36.02.07,36.02,36,2736.0,0.0,2736.0,0.0,0.0,0.0,0.0,0.0,0.0
30821,36.02.07.2014,36.02.07,36.02,36,2281.0,0.0,2281.0,0.0,0.0,0.0,0.0,0.0,0.0
30822,36.02.09.2020,36.02.09,36.02,36,1984.0,2.0,1984.0,2.0,0.0,0.0,0.0,0.0,0.0
30823,36.02.07.2017,36.02.07,36.02,36,1162.0,0.0,1162.0,0.0,0.0,0.0,0.0,0.0,0.0
30824,36.02.08.2001,36.02.08,36.02,36,3612.0,0.0,3612.0,0.0,0.0,0.0,0.0,0.0,0.0
30825,36.02.08.2002,36.02.08,36.02,36,2425.0,1.0,2425.0,1.0,0.0,0.0,0.0,0.0,0.0
30826,36.02.08.2004,36.02.08,36.02,36,2634.0,1.0,2634.0,1.0,0.0,0.0,0.0,0.0,0.0
30827,36.02.08.2005,36.02.08,36.02,36,4423.0,5.0,4423.0,5.0,0.0,0.0,0.0,0.0,0.0
30828,36.02.08.2009,36.02.08,36.02,36,2542.0,0.0,2542.0,0.0,0.0,0.0,0.0,0.0,0.0
30829,36.02.09.2003,36.02.09,36.02,36,3218.0,0.0,3218.0,0.0,0.0,0.0,0.0,0.0,0.0
30830,36.02.08.2011,36.02.08,36.02,36,3767.0,1.0,3767.0,1.0,0.0,0.0,0.0,0.0,0.0
30831,36.02.08.2012,36.02.08,36.02,36,1999.0,0.0,1999.0,0.0,0.0,0.0,0.0,0.0,0.0
30832,36.02.09.2001,36.02.09,36.02,36,3542.0,0.0,3542.0,0.0,0.0,0.0,0.0,0.0,0.0
30833,36.02.09.2002,36.02.09,36.02,36,2471.0,0.0,2471.0,0.0,0.0,0.0,0.0,0.0,0.0
30834,36.02.09.2004,36.02.09,36.02,36,2407.0,0.0,2407.0,0.0,0.0,0.0,0.0,0.0,0.0
30835,36.02.09.2005,36.02.09,36.02,36,4098.0,0.0,4098.0,0.0,0.0,0.0,0.0,0.0,0.0
30836,36.02.09.2006,36.02.09,36.02,36,4623.0,0.0,4623.0,0.0,0.0,0.0,0.0,0.0,0.0
30837,36.02.09.2009,36.02.09,36.02,36,3568.0,1.0,3568.0,1.0,0.0,0.0,0.0,0.0,0.0
30838,36.02.09.2011,36.02.09,36.02,36,2966.0,0.0,2966.0,0.0,0.0,0.0,0.0,0.0,0.0
30839,36.02.09.2013,36.02.09,36.02,36,3255.0,0.0,3255.0,0.0,0.0,0.0,0.0,0.0,0.0
30840,36.02.09.2014,36.02.09,36.02,36,3136.0,0.0,3136.0,0.0,0.0,0.0,0.0,0.0,0.0
30841,36.02.09.2017,36.02.09,36.02,36,3381.0,1.0,3381.0,0.0,1.0,0.0,0.0,0.0,0.0
30842,36.02.10.2001,36.02.10,36.02,36,3670.0,0.0,3670.0,0.0,0.0,0.0,0.0,0.0,0.0
30843,36.02.10.2003,36.02.10,36.02,36,3455.0,0.0,3455.0,0.0,0.0,0.0,0.0,0.0,0.0
30844,36.02.10.2004,36.02.10,36.02,36,4337.0,2.0,4337.0,0.0,2.0,0.0,0.0,0.0,0.0
30845,36.02.12.2001,36.02.12,36.02,36,3633.0,0.0,3633.0,0.0,0.0,0.0,0.0,0.0,0.0
30846,36.02.10.2012,36.02.10,36.02,36,5947.0,0.0,5947.0,0.0,0.0,0.0,0.0,0.0,0.0
30847,36.02.11.2002,36.02.11,36.02,36,4226.0,0.0,4226.0,0.0,0.0,0.0,0.0,0.0,0.0
30848,36.02.11.2003,36.02.11,36.02,36,5088.0,2.0,5088.0,0.0,0.0,0.0,2.0,0.0,0.0
30849,36.02.12.2002,36.02.12,36.02,36,3211.0,0.0,3211.0,0.0,0.0,0.0,0.0,0.0,0.0
30850,36.02.11.2005,36.02.11,36.02,36,4215.0,5.0,4215.0,5.0,0.0,0.0,0.0,0.0,0.0
30851,36.02.11.2009,36.02.11,36.02,36,3543.0,0.0,3543.0,0.0,0.0,0.0,0.0,0.0,0.0
30852,36.02.11.2010,36.02.11,36.02,36,3471.0,0.0,3471.0,0.0,0.0,0.0,0.0,0.0,0.0
30853,36.02.11.2012,36.02.11,36.02,36,3938.0,0.0,3938.0,0.0,0.0,0.0,0.0,0.0,0.0
30854,36.71.07.1003,36.71.07,36.71,36,13613.0,1730.0,13613.0,1067.0,489.0,24.0,150.0,0.0,0.0
30855,36.02.11.2013,36.02.11,36.02,36,2542.0,0.0,2542.0,0.0,0.0,0.0,0.0,0.0,0.0
30856,36.02.11.2014,36.02.11,36.02,36,3757.0,0.0,3757.0,0.0,0.0,0.0,0.0,0.0,0.0
30857,36.02.11.2015,36.02.11,36.02,36,3553.0,0.0,3553.0,0.0,0.0,0.0,0.0,0.0,0.0
30858,36.02.12.2012,36.02.12,36.02,36,1746.0,0.0,1746.0,0.0,0.0,0.0,0.0,0.0,0.0
30859,36.02.11.2016,36.02.11,36.02,36,3392.0,0.0,3392.0,0.0,0.0,0.0,0.0,0.0,0.0
30860,36.02.11.2017,36.02.11,36.02,36,3346.0,0.0,3346.0,0.0,0.0,0.0,0.0,0.0,0.0
30861,36.02.12.2003,36.02.12,36.02,36,3029.0,0.0,3029.0,0.0,0.0,0.0,0.0,0.0,0.0
30862,36.02.12.2005,36.02.12,36.02,36,4775.0,14.0,4775.0,9.0,5.0,0.0,0.0,0.0,0.0
30863,36.02.12.2006,36.02.12,36.02,36,3364.0,0.0,3364.0,0.0,0.0,0.0,0.0,0.0,0.0
30864,36.02.12.2009,36.02.12,36.02,36,4435.0,0.0,4435.0,0.0,0.0,0.0,0.0,0.0,0.0
30865,36.02.12.2011,36.02.12,36.02,36,3032.0,0.0,3032.0,0.0,0.0,0.0,0.0,0.0,0.0
30866,36.02.13.2005,36.02.13,36.02,36,3295.0,2.0,3295.0,1.0,0.0,0.0,1.0,0.0,0.0
30867,36.02.13.2007,36.02.13,36.02,36,4001.0,2.0,4001.0,0.0,0.0,0.0,2.0,0.0,0.0
30868,36.02.13.2008,36.02.13,36.02,36,4264.0,0.0,4264.0,0.0,0.0,0.0,0.0,0.0,0.0
30869,36.02.13.2009,36.02.13,36.02,36,2904.0,0.0,2904.0,0.0,0.0,0.0,0.0,0.0,0.0
30870,36.02.13.2015,36.02.13,36.02,36,5457.0,1.0,5457.0,1.0,0.0,0.0,0.0,0.0,0.0
30871,36.02.13.2016,36.02.13,36.02,36,5167.0,17.0,5167.0,11.0,5.0,1.0,0.0,0.0,0.0
30872,36.02.13.2020,36.02.13,36.02,36,3523.0,5.0,3523.0,5.0,0.0,0.0,0.0,0.0,0.0
30873,36.02.13.2023,36.02.13,36.02,36,3298.0,81.0,3298.0,61.0,20.0,0.0,0.0,0.0,0.0
30874,36.02.14.1002,36.02.14,36.02,36,7672.0,9.0,7672.0,3.0,6.0,0.0,0.0,0.0,0.0
30875,36.02.14.1006,36.02.14,36.02,36,11794.0,48.0,11794.0,23.0,13.0,0.0,12.0,0.0,0.0
30876,36.02.14.1007,36.02.14,36.02,36,8672.0,713.0,8672.0,177.0,197.0,0.0,335.0,4.0,0.0
30877,36.02.14.1008,36.02.14,36.02,36,10584.0,218.0,10584.0,61.0,41.0,0.0,116.0,0.0,0.0
30878,36.02.14.1012,36.02.14,36.02,36,19238.0,653.0,19238.0,233.0,155.0,4.0,256.0,5.0,0.0
30879,36.02.14.2001,36.02.14,36.02,36,5027.0,0.0,5027.0,0.0,0.0,0.0,0.0,0.0,0.0
30880,36.02.14.2011,36.02.14,36.02,36,4296.0,3.0,4296.0,3.0,0.0,0.0,0.0,0.0,0.0
30881,36.02.14.2016,36.02.14,36.02,36,4832.0,0.0,4832.0,0.0,0.0,0.0,0.0,0.0,0.0
30882,36.02.14.2019,36.02.14,36.02,36,4810.0,13.0,4810.0,10.0,3.0,0.0,0.0,0.0,0.0
30883,36.02.15.2001,36.02.15,36.02,36,6081.0,0.0,6081.0,0.0,0.0,0.0,0.0,0.0,0.0
30884,36.02.15.2006,36.02.15,36.02,36,5629.0,4.0,5629.0,0.0,4.0,0.0,0.0,0.0,0.0
30885,36.02.18.2008,36.02.18,36.02,36,3672.0,1.0,3672.0,1.0,0.0,0.0,0.0,0.0,0.0
30886,36.02.15.2010,36.02.15,36.02,36,5309.0,1.0,5309.0,1.0,0.0,0.0,0.0,0.0,0.0
30887,36.02.15.2011,36.02.15,36.02,36,3734.0,0.0,3734.0,0.0,0.0,0.0,0.0,0.0,0.0
30888,36.02.18.2015,36.02.18,36.02,36,3422.0,491.0,3422.0,276.0,76.0,0.0,139.0,0.0,0.0
30889,36.02.16.2006,36.02.16,36.02,36,3691.0,3.0,3691.0,3.0,0.0,0.0,0.0,0.0,0.0
30890,36.02.17.2012,36.02.17,36.02,36,4184.0,0.0,4184.0,0.0,0.0,0.0,0.0,0.0,0.0
30891,36.02.16.2012,36.02.16,36.02,36,2567.0,0.0,2567.0,0.0,0.0,0.0,0.0,0.0,0.0
30892,36.02.16.2017,36.02.16,36.02,36,1985.0,0.0,1985.0,0.0,0.0,0.0,0.0,0.0,0.0
30893,36.02.16.2015,36.02.16,36.02,36,1448.0,0.0,1448.0,0.0,0.0,0.0,0.0,0.0,0.0
30894,36.02.16.2018,36.02.16,36.02,36,2048.0,0.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0
